x = -328.627, y = -393.701, z = 140.2143, angle = 144.3893, collision = h0003B2
x = -548.2703, y = -414.7852, z = -87.91019, angle = 73.65331, collision = h0504B2
x = -549.5218, y = -414.7172, z = -88.26266, angle = 107.132, collision = h0504B2
x = -550.7045, y = -414.7424, z = -88.00878, angle = 92.70195, collision = h0504B2
x = -552.0406, y = -414.7913, z = -87.88728, angle = 55.84573, collision = h0504B2
x = -553.0477, y = -414.7639, z = -88.4642, angle = 21.32683, collision = h0504B2
x = -553.5679, y = -414.6774, z = -89.69057, angle = -6.71301, collision = h0504B2
x = -553.4592, y = -414.5707, z = -90.84692, angle = -84.86884, collision = h0504B2
x = -552.2427, y = -414.4979, z = -91.08041, angle = -133.3151, collision = h0504B2
x = -551.1876, y = -414.5405, z = -90.19224, angle = -159.0255, collision = h0504B2
x = -550.866, y = -414.6486, z = -89.00438, angle = 104.6149, collision = h0504B2
x = -554.3389, y = -414.5673, z = -91.39324, angle = 33.16676, collision = h0504B2
x = -555.0842, y = -414.5098, z = -92.52055, angle = 44.51434, collision = h0504B2
x = -555.8826, y = -414.4807, z = -93.40225, angle = 43.31862, collision = h0504B2
x = -556.7969, y = -414.462, z = -94.36325, angle = 60.47971, collision = h0504B2
x = -558.0112, y = -414.4895, z = -94.976, angle = 114.5171, collision = h0504B2
x = -559.1948, y = -414.6144, z = -94.46786, angle = 140.2064, collision = h0504B2
x = -560.0221, y = -414.7457, z = -93.56051, angle = 101.9168, collision = h0504B2
x = -561.1597, y = -414.8544, z = -93.24756, angle = 30.78067, collision = h0504B2
x = -561.9234, y = -414.8191, z = -94.21173, angle = -19.10097, collision = h0504B2
x = -561.6243, y = -414.7036, z = -95.37036, angle = -9.333522, collision = h0504B2
x = -561.2878, y = -414.5937, z = -96.65845, angle = 22.97188, collision = h0504B2
x = -561.7042, y = -414.5486, z = -97.74915, angle = 77.04586, collision = h0504B2
x = -562.9515, y = -414.62, z = -98.07359, angle = 126.4111, collision = h0504B2
x = -563.8176, y = -414.7513, z = -97.15536, angle = -124.2638, collision = h0504B2
x = -562.8346, y = -414.7203, z = -96.35262, angle = -72.17637, collision = h0504B2
x = -562.3912, y = -414.5026, z = -99.0948, angle = 41.20183, collision = h0504B2
x = -563.1578, y = -414.4865, z = -100.0255, angle = 81.95491, collision = h0504B2
x = -564.3932, y = -414.534, z = -100.3607, angle = 113.3818, collision = h0504B2
x = -565.5299, y = -414.6323, z = -99.94226, angle = 85.45356, collision = h0504B2
x = -566.8325, y = -414.7265, z = -99.87574, angle = 54.98092, collision = h0504B2
x = -567.9778, y = -414.6805, z = -100.6567, angle = 25.30092, collision = h0504B2
x = -568.6368, y = -414.5823, z = -101.8274, angle = 51.21951, collision = h0504B2
x = -569.4934, y = -414.4979, z = -102.583, angle = 105.2739, collision = h0504B2
x = -570.7689, y = -414.5617, z = -102.3245, angle = 120.1265, collision = h0504B2
x = -571.8474, y = -414.679, z = -101.7613, angle = 100.496, collision = h0504B2
x = -573.019, y = -414.7441, z = -101.4608, angle = 60.90264, collision = h0504B2
x = -574.1619, y = -414.6793, z = -102.0187, angle = 68.19321, collision = h0504B2
x = -575.2632, y = -414.6267, z = -102.5087, angle = 95.42932, collision = h0504B2
x = -576.593, y = -414.6657, z = -102.4545, angle = 110.8471, collision = h0504B2
x = -577.9113, y = -414.7809, z = -101.9729, angle = 65.02743, collision = h0504B2
x = -579.1321, y = -414.7669, z = -102.3806, angle = 27.41902, collision = h0504B2
x = -579.7253, y = -414.6304, z = -103.4117, angle = 14.37916, collision = h0504B2
x = -580.0781, y = -414.4478, z = -104.703, angle = -1.680158, collision = h0504B2
x = -580.1473, y = -414.2562, z = -105.8974, angle = 49.46721, collision = h0504B2
x = -581.0168, y = -414.1632, z = -106.8282, angle = 26.54964, collision = h0504B2
x = -581.6657, y = -414.0261, z = -107.8204, angle = -14.71689, collision = h0504B2
x = -581.4029, y = -413.7428, z = -109.0284, angle = -17.05276, collision = h0504B2
x = -581.02, y = -413.3907, z = -110.265, angle = -17.27083, collision = h0504B2
x = -580.6743, y = -413.0538, z = -111.4288, angle = -32.16993, collision = h0504B2
x = -579.8173, y = -412.627, z = -112.6813, angle = -89.17379, collision = h0504B2
x = -578.6544, y = -412.4631, z = -112.7711, angle = -157.3927, collision = h0504B2
x = -578.0236, y = -412.7277, z = -111.6669, angle = 166.9932, collision = h0504B2
x = -578.2727, y = -413.1166, z = -110.502, angle = 169.3653, collision = h0504B2
x = -578.5258, y = -413.4832, z = -109.1969, angle = -174.7399, collision = h0504B2
x = -578.497, y = -413.7488, z = -108.0155, angle = -142.1371, collision = h0504B2
x = -577.7264, y = -413.9063, z = -107.0442, angle = -90.03246, collision = h0504B2
x = -576.486, y = -413.8537, z = -106.9657, angle = -55.47661, collision = h0504B2
x = -575.4675, y = -413.6727, z = -107.5878, angle = -22.65728, collision = h0504B2
x = -574.8209, y = -413.3132, z = -108.9628, angle = -24.2194, collision = h0504B2
x = -574.3257, y = -412.9688, z = -110.069, angle = -57.92797, collision = h0504B2
x = -573.275, y = -412.4775, z = -110.8672, angle = -103.0529, collision = h0504B2
x = -572.1641, y = -412.3802, z = -110.7303, angle = -132.4254, collision = h0504B2
x = -571.1696, y = -412.6842, z = -109.8185, angle = -153.4782, collision = h0504B2
x = -570.6021, y = -413.0157, z = -108.7899, angle = -164.5144, collision = h0504B2
x = -570.2456, y = -413.3966, z = -107.5263, angle = -136.0048, collision = h0504B2
x = -569.488, y = -413.6151, z = -106.6086, angle = -80.25179, collision = h0504B2
x = -568.3173, y = -413.4608, z = -106.7534, angle = -43.68596, collision = h0504B2
x = -567.2664, y = -412.9674, z = -107.8077, angle = -50.33007, collision = h0504B2
x = -566.3151, y = -412.5323, z = -108.5954, angle = -62.32792, collision = h0504B2
x = -565.179, y = -412.0014, z = -109.2347, angle = -66.43166, collision = h0504B2
x = -564.0646, y = -411.525, z = -109.7283, angle = -71.97559, collision = h0504B2
x = -562.7809, y = -411.0353, z = -110.1581, angle = -141.53, collision = h0504B2
x = -561.9981, y = -411.2837, z = -109.4884, angle = 177.0297, collision = h0504B2
x = -562.0157, y = -411.9672, z = -108.1458, angle = 177.2954, collision = h0504B2
x = -562.0626, y = -412.4629, z = -106.9446, angle = -164.5164, collision = h0504B2
x = -561.78, y = -412.826, z = -105.6971, angle = -149.0148, collision = h0504B2
x = -561.0292, y = -413.0597, z = -104.4615, angle = -141.3541, collision = h0504B2
x = -560.2351, y = -413.1359, z = -103.4712, angle = -133.843, collision = h0504B2
x = -559.3476, y = -413.1301, z = -102.5768, angle = -116.9884, collision = h0504B2
x = -558.2475, y = -413.0081, z = -102.0485, angle = -109.8827, collision = h0504B2
x = -557.0905, y = -412.8376, z = -101.631, angle = -110.6556, collision = h0504B2
x = -555.7914, y = -412.6932, z = -101.1509, angle = -109.8977, collision = h0504B2
x = -554.4865, y = -412.5519, z = -100.6847, angle = -100.9586, collision = h0504B2
x = -553.2434, y = -412.3186, z = -100.829, angle = 15.86899, collision = h0504B2
x = -553.4539, y = -412.1097, z = -101.8225, angle = 45.16956, collision = h0504B2
x = -554.1445, y = -411.9429, z = -102.9665, angle = -28.87297, collision = h0504B2
x = -553.3973, y = -411.4758, z = -104.0957, angle = -57.16572, collision = h0504B2
x = -552.2299, y = -410.9827, z = -104.842, angle = -57.61889, collision = h0504B2
x = -551.1608, y = -410.4733, z = -105.698, angle = -16.6445, collision = h0504B2
x = -550.7161, y = -409.8947, z = -107.0064, angle = -43.19446, collision = h0504B2
x = -549.6758, y = -409.2286, z = -108.1273, angle = -35.72037, collision = h0504B2
x = -548.5711, y = -408.8556, z = -108.4368, angle = -105.6538, collision = h0504B2
x = -547.2823, y = -408.7259, z = -108.039, angle = -114.2264, collision = h0504B2
x = -546.0278, y = -408.7383, z = -107.4609, angle = -118.7641, collision = h0504B2
x = -544.7907, y = -408.8178, z = -106.8378, angle = -117.3332, collision = h0504B2
x = -543.5557, y = -408.952, z = -106.2109, angle = -108.782, collision = h0504B2
x = -542.5377, y = -408.9868, z = -105.8571, angle = -123.0614, collision = h0504B2
x = -541.3629, y = -409.144, z = -105.1328, angle = -120.877, collision = h0504B2
x = -540.1535, y = -409.256, z = -104.4654, angle = -116.6127, collision = h0504B2
x = -538.9246, y = -409.3357, z = -103.8268, angle = -123.3135, collision = h0504B2
x = -537.7546, y = -409.4422, z = -103.0842, angle = -128.2579, collision = h0504B2
x = -536.6727, y = -409.5838, z = -102.2187, angle = -131.5036, collision = h0504B2
x = -535.8405, y = -409.6611, z = -101.5406, angle = -119.8704, collision = h0504B2
x = -534.7128, y = -409.6678, z = -100.7474, angle = -133.7299, collision = h0504B2
x = -533.7144, y = -409.7362, z = -99.78445, angle = -134.9364, collision = h0504B2
x = -532.7408, y = -409.8304, z = -98.79507, angle = -137.478, collision = h0504B2
x = -531.794, y = -409.9526, z = -97.78173, angle = -142.9964, collision = h0504B2
x = -530.9827, y = -410.1895, z = -96.6618, angle = 166.2197, collision = h0504B2
x = -531.6586, y = -410.7959, z = -95.59121, angle = 72.96844, collision = h0504B2
x = -532.9399, y = -410.9269, z = -96.04802, angle = 49.96654, collision = h0504B2
x = -534.1158, y = -410.9613, z = -96.72948, angle = 147.2048, collision = h0504B2
x = -534.8136, y = -411.5076, z = -95.62664, angle = 167.0624, collision = h0504B2
x = -535.3945, y = -412.0448, z = -94.42432, angle = 114.8483, collision = h0504B2
x = -536.6516, y = -412.3999, z = -93.85385, angle = 73.77557, collision = h0504B2
x = -537.6189, y = -412.3731, z = -94.44946, angle = -26.71959, collision = h0504B2
x = -537.2031, y = -412.0354, z = -95.43746, angle = -0.8915856, collision = h0504B2
x = -537.1223, y = -411.5703, z = -96.81709, angle = -2.27601, collision = h0504B2
x = -537.0877, y = -411.097, z = -98.20105, angle = -0.4981667, collision = h0504B2
x = -537.2006, y = -410.655, z = -99.57264, angle = 60.00587, collision = h0504B2
x = -538.3904, y = -410.6555, z = -100.1844, angle = 113.6296, collision = h0504B2
x = -539.6689, y = -411.03, z = -99.68407, angle = 107.7162, collision = h0504B2
x = -540.6888, y = -411.3042, z = -99.34473, angle = 99.00565, collision = h0504B2
x = -542.0612, y = -411.5466, z = -99.18773, angle = 38.74284, collision = h0504B2
x = -542.7965, y = -411.2655, z = -100.2069, angle = 8.460255, collision = h0504B2
x = -543.001, y = -410.7768, z = -101.5776, angle = 8.134878, collision = h0504B2
x = -543.1949, y = -410.2821, z = -102.9514, angle = 8.864602, collision = h0504B2
x = -543.4614, y = -409.7569, z = -104.3088, angle = 24.55386, collision = h0504B2
x = -544.6666, y = -409.2698, z = -105.7799, angle = 81.64938, collision = h0504B2
x = -546.0379, y = -409.3878, z = -105.9455, angle = 115.8965, collision = h0504B2
x = -547.2872, y = -409.8255, z = -105.3836, angle = 122.0049, collision = h0504B2
x = -548.4588, y = -410.3195, z = -104.6458, angle = 126.5713, collision = h0504B2
x = -549.6031, y = -410.8087, z = -103.867, angle = 118.0692, collision = h0504B2
x = -550.8323, y = -411.2562, z = -103.2272, angle = 81.88235, collision = h0504B2
x = -552.1038, y = -411.3477, z = -103.6946, angle = 31.17129, collision = h0504B2
x = -553.313, y = -410.9191, z = -105.6523, angle = 55.10502, collision = h0504B2
x = -554.4371, y = -410.8807, z = -106.4594, angle = 57.5354, collision = h0504B2
x = -555.6403, y = -410.8813, z = -107.1406, angle = 77.39513, collision = h0504B2
x = -556.9024, y = -410.9421, z = -107.7305, angle = 50.42039, collision = h0504B2
x = -557.8441, y = -410.829, z = -108.5076, angle = 50.86047, collision = h0504B2
x = -558.9401, y = -410.6845, z = -109.362, angle = 103.8381, collision = h0504B2
x = -560.2234, y = -411.0491, z = -109.2107, angle = 126.6374, collision = h0504B2
x = -563.2677, y = -412.649, z = -107.0773, angle = 89.3926, collision = h0504B2
x = -564.52, y = -412.8798, z = -107.0367, angle = 86.03946, collision = h0504B2
x = -565.803, y = -413.0639, z = -107.1164, angle = 56.27967, collision = h0504B2
x = -567.5464, y = -412.6073, z = -108.8383, angle = 39.21198, collision = h0504B2
x = -568.4617, y = -412.2389, z = -109.8269, angle = 86.60457, collision = h0504B2
x = -569.8077, y = -412.3839, z = -109.9573, angle = 86.8354, collision = h0504B2
x = -575.6968, y = -413.0506, z = -110.1162, angle = 89.15236, collision = h0504B2
x = -577.0809, y = -413.1276, z = -110.1587, angle = 83.68237, collision = h0504B2
x = -579.503, y = -413.1816, z = -110.5787, angle = 74.88418, collision = h0504B2
x = -581.8405, y = -413.2561, z = -111.1519, angle = 77.85243, collision = h0504B2
x = -583.1317, y = -413.3376, z = -111.4206, angle = 79.22878, collision = h0504B2
x = -584.3031, y = -413.4611, z = -111.646, angle = 80.88454, collision = h0504B2
x = -585.6309, y = -413.632, z = -111.821, angle = 115.3383, collision = h0504B2
x = -586.743, y = -413.9103, z = -111.3927, angle = 97.51719, collision = h0504B2
x = -588.2189, y = -414.1982, z = -111.2379, angle = 41.00082, collision = h0504B2
x = -589.1049, y = -414.2344, z = -111.9848, angle = 12.22828, collision = h0504B2
x = -589.415, y = -414.1241, z = -113.2169, angle = -3.503149, collision = h0504B2
x = -589.3771, y = -413.9298, z = -114.4763, angle = -13.2024, collision = h0504B2
x = -589.11, y = -413.7002, z = -115.6698, angle = -8.531862, collision = h0504B2
x = -588.9077, y = -413.4555, z = -116.9847, angle = 30.56609, collision = h0504B2
x = -589.376, y = -413.4033, z = -118.0229, angle = 74.22471, collision = h0504B2
x = -590.6529, y = -413.7325, z = -118.4431, angle = 84.29932, collision = h0504B2
x = -591.8358, y = -414.095, z = -118.5731, angle = 86.51253, collision = h0504B2
x = -593.1575, y = -414.4125, z = -118.6587, angle = 87.66721, collision = h0504B2
x = -594.5766, y = -414.6141, z = -118.7151, angle = 89.63237, collision = h0504B2
x = -595.8856, y = -414.7878, z = -118.7215, angle = 40.61994, collision = h0504B2
x = -596.7793, y = -414.7971, z = -119.4166, angle = 10.9417, collision = h0504B2
x = -597.0431, y = -414.6798, z = -120.6363, angle = -1.543322, collision = h0504B2
x = -597.043, y = -414.5378, z = -121.9194, angle = -22.7256, collision = h0504B2
x = -596.6055, y = -414.4099, z = -123.0508, angle = -1.80347, collision = h0504B2
x = -596.4032, y = -414.2064, z = -124.3347, angle = 28.44291, collision = h0504B2
x = -596.9169, y = -414.139, z = -125.4069, angle = 48.42719, collision = h0504B2
x = -597.6304, y = -414.1534, z = -126.2708, angle = 19.05597, collision = h0504B2
x = -595.2006, y = -413.9611, z = -124.5261, angle = -128.4201, collision = h0504B2
x = -594.3568, y = -413.9016, z = -123.857, angle = -133.3689, collision = h0504B2
x = -593.3167, y = -413.8204, z = -122.9226, angle = -133.2727, collision = h0504B2
x = -592.4694, y = -413.7328, z = -122.1262, angle = -125.8851, collision = h0504B2
x = -591.4959, y = -413.5578, z = -121.3971, angle = -112.0543, collision = h0504B2
x = -590.3509, y = -413.2485, z = -120.8865, angle = -111.4782, collision = h0504B2
x = -589.1551, y = -412.94, z = -120.4161, angle = -111.5021, collision = h0504B2
x = -588.0217, y = -413.0969, z = -119.9697, angle = -111.4504, collision = h0504B2
x = -584.577, y = -414.0112, z = -119.0716, angle = -109.3725, collision = h0504B2
x = -583.3562, y = -414.0441, z = -118.7192, angle = -107.4558, collision = h0504B2
x = -582.1758, y = -414.0565, z = -118.3485, angle = -106.5722, collision = h0504B2
x = -580.9264, y = -414.0793, z = -117.9743, angle = -106.1931, collision = h0504B2
x = -579.7572, y = -414.0988, z = -117.6382, angle = -104.9488, collision = h0504B2
x = -578.4496, y = -414.1208, z = -117.286, angle = -100.321, collision = h0504B2
x = -577.28, y = -414.1355, z = -117.0636, angle = -101.5613, collision = h0504B2
x = -575.9661, y = -414.1105, z = -116.8177, angle = -111.5937, collision = h0504B2
x = -574.8441, y = -414.0799, z = -116.3957, angle = -118.2844, collision = h0504B2
x = -573.7079, y = -413.9918, z = -115.7864, angle = -117.3183, collision = h0504B2
x = -572.4203, y = -413.8595, z = -115.1132, angle = -115.2641, collision = h0504B2
x = -571.274, y = -413.7081, z = -114.5645, angle = -105.5642, collision = h0504B2
x = -570.0815, y = -413.6462, z = -114.3353, angle = -69.13615, collision = h0504B2
x = -569.1143, y = -413.8527, z = -114.6422, angle = -55.13169, collision = h0504B2
x = -567.9749, y = -413.9428, z = -115.4207, angle = -99.47778, collision = h0504B2
x = -566.6677, y = -413.9781, z = -115.2218, angle = -116.0738, collision = h0504B2
x = -565.4014, y = -414.0168, z = -114.6703, angle = -74.39449, collision = h0504B2
x = -564.3729, y = -414.0364, z = -114.9281, angle = -46.16633, collision = h0504B2
x = -563.3655, y = -414.0157, z = -115.8789, angle = -60.70668, collision = h0504B2
x = -562.181, y = -414.1085, z = -116.5606, angle = -78.34193, collision = h0504B2
x = -560.8832, y = -414.1159, z = -116.4896, angle = -142.6295, collision = h0504B2
x = -560.0085, y = -414.0577, z = -115.4174, angle = -104.2815, collision = h0504B2
x = -558.7068, y = -414.0626, z = -115.1441, angle = -74.6562, collision = h0504B2
x = -557.2198, y = -414.0692, z = -115.5466, angle = -72.18121, collision = h0504B2
x = -555.9025, y = -414.1375, z = -115.9768, angle = -94.24198, collision = h0504B2
x = -554.5931, y = -414.1388, z = -115.7807, angle = -115.4823, collision = h0504B2
x = -553.348, y = -414.0966, z = -115.1752, angle = -119.3322, collision = h0504B2
x = -552.1199, y = -414.0737, z = -114.534, angle = -121.33, collision = h0504B2
