x = -170.2277, y = -98.06839, z = -48.69937, angle = 117.8827, collision = h0007B0
x = -125.5308, y = -81.35594, z = -26.60592, angle = 153.1908, collision = h0052B0
x = -126.0777, y = -81.35593, z = -25.33835, angle = 177.6942, collision = h0052B0
x = -126.0959, y = -81.2149, z = -24.06315, angle = -133.6512, collision = h0052B0
x = -126.2359, y = -81.07094, z = -21.56228, angle = 90.66673, collision = h0052B0
x = -127.5739, y = -81.07095, z = -21.56648, angle = 36.82327, collision = h0052B0
x = -128.3472, y = -81.07088, z = -22.68053, angle = 1.614261, collision = h0052B0
x = -128.3669, y = -81.35593, z = -24.14867, angle = 4.945139, collision = h0052B0
x = -128.5406, y = -81.35596, z = -25.43585, angle = 80.24105, collision = h0052B0
x = -129.6444, y = -81.35596, z = -25.61069, angle = 154.2143, collision = h0052B0
x = -130.3416, y = -81.35595, z = -24.26172, angle = 144.869, collision = h0052B0
x = -131.0844, y = -81.20361, z = -23.14816, angle = 138.7558, collision = h0052B0
x = -132.15, y = -81.07097, z = -22.1567, angle = 45.03217, collision = h0052B0
x = -133.1935, y = -81.17413, z = -23.11202, angle = 30.82434, collision = h0052B0
x = -134.7867, y = -81.356, z = -25.08675, angle = 131.2312, collision = h0052B0
x = -138.6516, y = -81.35602, z = -26.19758, angle = 22.47582, collision = h0052B0
x = -139.2101, y = -81.35602, z = -27.54694, angle = 16.57983, collision = h0052B0
x = -139.5492, y = -81.30891, z = -28.77947, angle = 0.9734113, collision = h0052B0
x = -139.4157, y = -81.07102, z = -30.17625, angle = -65.35909, collision = h0052B0
x = -138.1375, y = -81.07102, z = -30.74027, angle = -95.37321, collision = h0052B0
x = -136.6991, y = -81.07102, z = -30.68799, angle = -85.84428, collision = h0052B0
x = -124.9896, y = -81.07103, z = -30.66866, angle = -70.69888, collision = h0052B0
x = -123.635, y = -81.07103, z = -31.06182, angle = -75.42821, collision = h0059B0
x = -122.2398, y = -81.1211, z = -31.38266, angle = -89.19667, collision = h0059B0
x = -120.8147, y = -81.12112, z = -31.34225, angle = -101.3934, collision = h0059B0
x = -119.567, y = -81.12115, z = -31.07509, angle = -121.962, collision = h0059B0
x = -115.2964, y = -81.12103, z = -31.54097, angle = -67.80927, collision = h0059B0
x = -110.4713, y = -81.12096, z = -31.57867, angle = -58.72506, collision = h0059B0
x = -109.2222, y = -81.40607, z = -25.83205, angle = -160.3539, collision = h0059B0
x = -108.8578, y = -81.40607, z = -24.74263, angle = -112.7866, collision = h0059B0
x = -109.0592, y = -81.40607, z = -23.68009, angle = 124.8193, collision = h0059B0
x = -118.4852, y = -81.12083, z = -22.57579, angle = 40.18353, collision = h0059B0
x = -121.0019, y = -81.4057, z = -24.43336, angle = 110.2936, collision = h0059B0
x = -122.2339, y = -81.40563, z = -23.90454, angle = 141.4933, collision = h0052B0
x = -122.9262, y = -81.17487, z = -23.12204, angle = 140.8226, collision = h0052B0
x = -127.2744, y = -81.07087, z = -22.61025, angle = 51.50073, collision = h0052B0
x = -129.286, y = -81.35593, z = -23.67919, angle = 71.88656, collision = h0052B0
x = -133.0849, y = -81.07102, z = -21.17758, angle = 106.7563, collision = h0052B0
x = -134.5426, y = -81.07102, z = -20.72351, angle = 92.22642, collision = h0052B0
x = -135.816, y = -81.07102, z = -20.71481, angle = 27.62993, collision = h0052B0
x = -133.9865, y = -81.356, z = -25.68847, angle = -66.18444, collision = h0052B0
x = -132.9503, y = -81.356, z = -25.96626, angle = -115.2814, collision = h0052B0
