x = -57.91173, y = -27.25878, z = -17.22461, angle = -110.0368, collision = h1070B1
x = -10.47866, y = 9.53588, z = -83.72862, angle = 149.4358, collision = h1113B1
x = -11.00526, y = 9.535847, z = -82.78757, angle = 175.7731, collision = h1113B1
x = -11.05481, y = 9.5358, z = -81.6002, angle = -130.7808, collision = h1113B1
x = -9.872803, y = 9.535769, z = -80.97364, angle = -85.94791, collision = h1113B1
x = -8.461525, y = 9.535758, z = -80.89785, angle = -164.4687, collision = h1113B1
x = -8.034226, y = 9.535705, z = -79.60346, angle = 173.9606, collision = h1113B1
x = -8.204241, y = 9.535651, z = -78.20103, angle = 165.3893, collision = h1113B1
x = -8.36027, y = 9.535597, z = -76.80882, angle = -121.837, collision = h1113B1
x = -7.186868, y = 9.535565, z = -76.17548, angle = -104.1481, collision = h1113B1
x = -5.928576, y = 9.535541, z = -75.67902, angle = -146.8781, collision = h1113B1
x = -5.36878, y = 9.53549, z = -74.47463, angle = 167.7215, collision = h1113B1
x = -5.640578, y = 9.535437, z = -73.08935, angle = 169.7536, collision = h1113B1
x = -5.787513, y = 9.535397, z = -72.06725, angle = -150.6985, collision = h1113B1
x = -5.158922, y = 9.535349, z = -70.93227, angle = -115.1276, collision = h1113B1
x = -3.942523, y = 9.535321, z = -70.34771, angle = -109.7533, collision = h1113B1
x = -2.988604, y = 9.535303, z = -69.99848, angle = -103.9711, collision = h1113B1
x = -1.734931, y = 9.535281, z = -69.58021, angle = -170.216, collision = h1113B1
x = -1.419171, y = 9.535222, z = -68.13417, angle = -177.4444, collision = h1113B1
x = -1.36889, y = 9.53517, z = -66.80228, angle = 177.6995, collision = h1113B1
x = -1.420695, y = 9.477408, z = -65.5546, angle = 177.4821, collision = h1113B1
x = -1.358506, y = 9.470024, z = -64.51248, angle = -133.5644, collision = h1113B1
x = -0.2409943, y = 9.471348, z = -63.59578, angle = -114.0303, collision = h1113B1
x = 0.9946921, y = 9.46943, z = -63.05801, angle = -107.9871, collision = h1113B1
x = 2.304442, y = 9.468428, z = -62.59339, angle = -113.5331, collision = h1113B1
x = 3.45642, y = 9.471611, z = -62.60063, angle = 14.8619, collision = h1113B1
x = 3.071053, y = 9.484022, z = -63.97697, angle = 33.89305, collision = h1113B1
x = 2.485904, y = 9.494409, z = -65.20128, angle = -18.23751, collision = h1113B1
x = 3.006156, y = 9.446346, z = -66.57455, angle = -39.97674, collision = h1113B1
x = 3.919746, y = 9.518931, z = -67.26337, angle = -169.6339, collision = h1113B1
x = 4.028687, y = 8.521159, z = -65.20376, angle = 173.0042, collision = h1113B1
x = 4.223888, y = 7.920986, z = -64.86672, angle = -148.5888, collision = h1113B1
x = 4.762379, y = 7.297746, z = -64.08628, angle = -129.3504, collision = h1113B1
x = 5.444869, y = 6.708908, z = -63.4674, angle = -142.1367, collision = h1113B1
x = 6.021334, y = 6.031593, z = -62.7308, angle = -144.3948, collision = h1113B1
x = 6.577055, y = 5.3351, z = -61.9655, angle = -158.3994, collision = h1113B1
x = 6.931545, y = 4.714071, z = -61.20156, angle = -176.0537, collision = h1113B1
x = 6.085039, y = 4.518125, z = -60.18051, angle = 95.74763, collision = h1113B1
x = 4.83142, y = 4.521263, z = -60.31583, angle = -17.53678, collision = h1113B1
x = 4.944056, y = 4.525127, z = -61.43483, angle = 46.99094, collision = h1113B1
x = 3.463468, y = 4.525318, z = -62.8343, angle = 46.13976, collision = h1113B1
x = 2.47625, y = 4.525317, z = -63.28595, angle = 46.27591, collision = h1113B1
x = 1.522473, y = 4.525316, z = -64.11308, angle = 21.65103, collision = h1113B1
x = 0.6122757, y = 4.52431, z = -65.11954, angle = 45.97924, collision = h1113B1
x = -0.01220465, y = 4.523277, z = -65.9549, angle = 104.9967, collision = h1063B1
x = -1.262806, y = 4.524415, z = -65.68594, angle = 120.7305, collision = h1063B1
x = -2.411521, y = 4.521868, z = -65.02133, angle = 134.6624, collision = h1063B1
x = -3.225219, y = 4.51985, z = -64.30389, angle = 168.4445, collision = h1063B1
x = -3.317405, y = 4.524172, z = -62.99075, angle = -96.29301, collision = h1063B1
x = -2.112159, y = 4.525316, z = -62.78645, angle = -62.68022, collision = h1063B1
x = -0.8746915, y = 4.525316, z = -63.2753, angle = -105.6555, collision = h1063B1
x = 0.4915751, y = 4.525317, z = -62.83678, angle = 142.8161, collision = h1113B1
x = -0.09887782, y = 4.525317, z = -61.75377, angle = 126.6739, collision = h1063B1
x = -0.9630483, y = 4.525317, z = -60.85242, angle = -126.6513, collision = h1063B1
x = -0.2755309, y = 4.525318, z = -60.03695, angle = -120.2276, collision = h1113B1
x = 0.8144109, y = 4.525319, z = -59.38338, angle = -86.98717, collision = h1113B1
x = 2.205417, y = 4.524168, z = -59.33134, angle = -78.69551, collision = h1113B1
x = 3.197121, y = 4.524634, z = -59.55097, angle = -75.41273, collision = h1113B1
x = 5.163759, y = 4.52165, z = -59.06316, angle = 92.95178, collision = h1113B1
x = 2.680094, y = 4.523685, z = -58.34488, angle = 135.8407, collision = h1113B1
x = 1.902268, y = 4.521648, z = -57.54296, angle = 94.13258, collision = h1113B1
x = 0.8733733, y = 4.519912, z = -57.30193, angle = -63.34063, collision = h1113B1
x = -3.403588, y = -0.3040152, z = -63.45835, angle = -151.0002, collision = h1063B1
x = 5.33361, y = 5.554989, z = -61.63867, angle = 122.8049, collision = h1113B1
x = 3.858402, y = 4.832361, z = -60.78865, angle = 122.8049, collision = h1113B1
x = 3.842019, y = 4.524945, z = -58.01881, angle = -152.2309, collision = h1113B1
x = 4.377445, y = 4.557525, z = -57.04998, angle = -179.4612, collision = h1113B1
x = 4.250888, y = 4.557224, z = -55.83217, angle = 153.9969, collision = h1113B1
x = 5.422114, y = 4.557892, z = -56.9922, angle = -14.71053, collision = h1113B1
x = 6.055986, y = 4.558302, z = -57.8521, angle = -53.77889, collision = h1113B1
x = 7.11108, y = 4.558772, z = -58.2664, angle = -122.0809, collision = h1113B1
x = 8.127524, y = 4.559006, z = -57.73625, angle = -122.9743, collision = h1113B1
x = 8.769259, y = 4.558786, z = -56.90194, angle = -138.0631, collision = h1113B1
x = 9.514709, y = 4.558623, z = -56.2008, angle = -127.5595, collision = h1113B1
x = 10.44351, y = 4.558386, z = -55.28054, angle = -147.585, collision = h1113B1
x = 11.21191, y = 4.558011, z = -54.15311, angle = -147.1722, collision = h1113B1
x = 11.764, y = 4.557713, z = -53.23351, angle = -161.6449, collision = h1113B1
x = 12.2735, y = 4.55732, z = -51.9537, angle = -155.3968, collision = h1113B1
x = 12.84974, y = 4.55693, z = -50.6988, angle = -154.8452, collision = h1113B1
x = 13.45066, y = 4.556548, z = -49.45401, angle = -144.9737, collision = h1113B1
x = 14.1909, y = 4.556219, z = -48.48531, angle = -133.4493, collision = h1113B1
x = 14.91403, y = 4.555922, z = -47.63492, angle = -177.2547, collision = h1113B1
x = 15.44459, y = 4.55563, z = -46.71468, angle = -152.9852, collision = h1113B1
x = 16.00644, y = 4.555322, z = -45.69389, angle = -148.2525, collision = h1113B1
x = 16.43865, y = 4.555327, z = -44.62253, angle = -162.4047, collision = h1113B1
x = 16.87769, y = 4.555328, z = -43.61202, angle = -156.0038, collision = h1113B1
x = 17.35803, y = 4.555328, z = -42.7001, angle = -152.6742, collision = h1113B1
x = 17.3106, y = 4.555335, z = -41.67571, angle = 76.54786, collision = h1113B1
x = 16.32122, y = 4.555341, z = -42.25829, angle = 48.8825, collision = h1113B1
x = 15.26912, y = 4.555352, z = -43.13668, angle = 42.91494, collision = h1113B1
x = 14.29969, y = 4.55533, z = -44.11749, angle = 116.0421, collision = h1113B1
x = 13.6386, y = 4.555338, z = -43.28989, angle = -95.1391, collision = h1113B1
x = 15.21425, y = 4.555358, z = -41.56198, angle = 135.3699, collision = h1113B1
x = 14.1364, y = 4.555362, z = -40.80479, angle = 37.43679, collision = h1113B1
x = 13.60381, y = 4.555364, z = -41.86297, angle = -32.39596, collision = h1113B1
x = 12.84499, y = 4.555342, z = -42.63578, angle = -159.7126, collision = h1113B1
x = 13.65112, y = 4.555354, z = -39.92169, angle = 85.08602, collision = h1113B1
x = 12.45683, y = 4.555347, z = -40.13011, angle = 10.5866, collision = h1113B1
x = 12.13547, y = 4.555352, z = -41.46647, angle = 48.74912, collision = h1113B1
x = 11.10003, y = 4.555333, z = -42.12231, angle = 151.1606, collision = h1113B1
x = 10.79938, y = 4.55534, z = -40.99198, angle = -141.9282, collision = h1113B1
x = 11.32337, y = 4.555339, z = -39.91662, angle = -155.9431, collision = h1113B1
x = 11.58255, y = 4.555336, z = -38.82623, angle = 159.7596, collision = h1113B1
x = 10.63676, y = 4.555328, z = -38.33143, angle = 60.07149, collision = h1113B1
x = 9.876042, y = 4.555326, z = -39.16208, angle = 29.19503, collision = h1113B1
x = 9.257229, y = 4.555326, z = -40.11417, angle = 38.05374, collision = h1113B1
x = 8.446657, y = 4.55532, z = -41.25326, angle = 31.60262, collision = h1113B1
x = 7.651753, y = 4.555542, z = -42.00153, angle = 20.04507, collision = h1113B1
x = 7.064436, y = 4.555554, z = -42.98632, angle = 32.06132, collision = h1113B1
x = 6.274955, y = 4.555535, z = -44.26451, angle = 29.90736, collision = h1113B1
x = 5.569, y = 4.555528, z = -45.45422, angle = 34.97617, collision = h1113B1
x = 5.864865, y = 4.555848, z = -46.46933, angle = -101.1361, collision = h1113B1
x = 7.130134, y = 4.556221, z = -46.05479, angle = -109.8477, collision = h1113B1
x = 8.110394, y = 4.556243, z = -45.70299, angle = -62.82856, collision = h1113B1
x = 9.268054, y = 4.556334, z = -46.38612, angle = -47.78436, collision = h1113B1
x = 10.29619, y = 4.556403, z = -47.3085, angle = -35.02297, collision = h1113B1
x = 10.96698, y = 4.55659, z = -48.47681, angle = 40.98757, collision = h1113B1
x = 10.04924, y = 4.556809, z = -48.98349, angle = 138.5391, collision = h1113B1
x = 8.973208, y = 4.556637, z = -47.89381, angle = 110.4748, collision = h1113B1
x = 7.733216, y = 4.55666, z = -47.78316, angle = -6.353743, collision = h1113B1
x = 8.017212, y = 4.556867, z = -48.90204, angle = -54.02081, collision = h1113B1
x = 9.138641, y = 4.556983, z = -49.70774, angle = -56.8769, collision = h1113B1
x = 10.30242, y = 4.557117, z = -50.4488, angle = -45.79208, collision = h1113B1
x = 11.00239, y = 4.557273, z = -51.20899, angle = 35.16216, collision = h1113B1
x = 6.858993, y = 4.556734, z = -48.97582, angle = 93.59822, collision = h1113B1
x = 5.86279, y = 4.556293, z = -48.59841, angle = 98.46139, collision = h1113B1
x = 4.805666, y = 4.555886, z = -48.48427, angle = 68.15386, collision = h1113B1
x = 3.74448, y = 4.555536, z = -48.65229, angle = 36.90944, collision = h1113B1
x = 3.219572, y = 4.555564, z = -49.69373, angle = 7.46776, collision = h1113B1
x = 2.69757, y = 4.555564, z = -50.6003, angle = 12.51909, collision = h1113B1
x = 2.447681, y = 4.555684, z = -51.60246, angle = 11.20865, collision = h1113B1
x = 2.240655, y = 4.555835, z = -52.68289, angle = 29.18455, collision = h1113B1
x = 1.840136, y = 4.555882, z = -53.60069, angle = -32.27432, collision = h1113B1
x = 2.71572, y = 4.556419, z = -54.6497, angle = -115.7975, collision = h1113B1
x = 3.833577, y = 4.556678, z = -53.9471, angle = -149.8751, collision = h1113B1
x = 4.737189, y = 4.556816, z = -53.04196, angle = -17.41342, collision = h1113B1
x = 5.065109, y = 4.557189, z = -54.25143, angle = 10.04531, collision = h1113B1
x = 5.282044, y = 4.557627, z = -55.96951, angle = -60.89417, collision = h1113B1
x = 6.669064, y = 4.558202, z = -56.31435, angle = -125.2957, collision = h1113B1
x = 7.801264, y = 4.558229, z = -55.5291, angle = 174.2756, collision = h1113B1
x = 7.48454, y = 4.557972, z = -54.34479, angle = 131.5509, collision = h1113B1
x = 6.400265, y = 4.557579, z = -53.80124, angle = 88.61597, collision = h1113B1
x = 4.474034, y = 4.555558, z = -47.49379, angle = -147.9127, collision = h1113B1
x = 10.57206, y = 4.555323, z = -36.98908, angle = -149.5658, collision = h1113B1
x = 11.25614, y = 4.555323, z = -35.77217, angle = -151.3046, collision = h1113B1
x = 11.76133, y = 4.555322, z = -34.87175, angle = -149.9559, collision = h1113B1
x = 12.32247, y = 4.555322, z = -33.89801, angle = -150.0286, collision = h1113B1
x = 13.09436, y = 4.555322, z = -32.5594, angle = -150.0319, collision = h1113B1
x = 13.78271, y = 4.555322, z = -31.3632, angle = -150.039, collision = h1113B1
x = 14.46576, y = 4.555322, z = -30.16313, angle = -151.2753, collision = h1113B1
x = 14.67924, y = 4.55532, z = -29.18092, angle = 161.2068, collision = h1113B1
x = 15.11784, y = 4.555325, z = -44.83775, angle = -28.2769, collision = h1113B1
x = 1.424208, y = 4.525319, z = -60.20215, angle = 43.13097, collision = h1113B1
x = 1.169272, y = 4.525318, z = -61.1805, angle = 23.25544, collision = h1113B1
x = -1.811748, y = 4.524161, z = -63.8469, angle = -65.02596, collision = h1063B1
x = 2.412525, y = 4.525318, z = -61.50922, angle = -94.25277, collision = h1113B1
x = 1.807714, y = 9.48528, z = -64.45486, angle = 139.4675, collision = h1113B1
x = -0.5179554, y = 9.461084, z = -62.62231, angle = 139.4569, collision = h1113B1
x = -1.232111, y = 9.451422, z = -61.91803, angle = 141.9203, collision = h1113B1
x = -2.036555, y = 9.574875, z = -60.83019, angle = 151.121, collision = h1113B1
x = -2.648718, y = 9.59774, z = -59.60273, angle = 169.8132, collision = h1113B1
x = -2.781304, y = 9.625459, z = -58.5915, angle = -111.7447, collision = h1113B1
x = -1.808095, y = 9.596876, z = -58.17654, angle = -16.37833, collision = h1113B1
x = -3.415184, y = 9.605945, z = -61.10287, angle = 119.1634, collision = h1113B1
x = -4.432972, y = 9.648018, z = -60.45272, angle = 178.1868, collision = h1113B1
x = -3.865713, y = 9.647017, z = -59.51268, angle = -147.9437, collision = h1113B1
x = -2.347171, y = 9.636934, z = -57.32632, angle = -145.6618, collision = h1113B1
x = -1.707018, y = 9.633405, z = -56.37251, angle = -147.3338, collision = h1113B1
x = -1.128105, y = 9.592519, z = -57.19044, angle = -93.84214, collision = h1113B1
x = -0.1477899, y = 9.552242, z = -57.49282, angle = -33.24965, collision = h1113B1
x = -1.03965, y = 9.438967, z = -60.5038, angle = -105.813, collision = h1113B1
x = 0.220615, y = 9.442752, z = -60.11897, angle = -111.8381, collision = h1113B1
x = 1.473782, y = 9.450283, z = -59.6132, angle = -109.4604, collision = h1113B1
x = 2.906569, y = 9.452437, z = -59.49319, angle = -71.12984, collision = h1113B1
x = 4.159441, y = 9.447205, z = -59.89353, angle = -107.7546, collision = h1113B1
x = 4.872159, y = 9.457743, z = -59.16185, angle = 122.1147, collision = h1113B1
x = 3.76344, y = 9.467381, z = -58.45207, angle = 110.0463, collision = h1113B1
x = 2.817728, y = 9.472207, z = -58.08772, angle = 150.388, collision = h1113B1
x = 2.250048, y = 9.488017, z = -56.95229, angle = -129.8031, collision = h1113B1
x = 3.455028, y = 9.495876, z = -56.42215, angle = -55.14196, collision = h1113B1
x = 4.62251, y = 9.486655, z = -57.10363, angle = -68.82835, collision = h1113B1
x = 5.909024, y = 9.493517, z = -57.4357, angle = -175.8805, collision = h1113B1
x = 5.960944, y = 9.521708, z = -56.2412, angle = 142.3608, collision = h1113B1
x = 5.102226, y = 9.535814, z = -55.10827, angle = 147.9466, collision = h1113B1
x = 4.350776, y = 9.535913, z = -53.86481, angle = -144.507, collision = h1113B1
x = 5.167853, y = 9.535656, z = -53.06694, angle = -81.62191, collision = h1113B1
x = 6.562705, y = 9.535319, z = -53.15891, angle = -93.56884, collision = h1113B1
x = 7.932271, y = 9.536275, z = -52.91707, angle = -148.5805, collision = h1113B1
x = 8.535651, y = 9.53822, z = -51.68991, angle = 164.837, collision = h1113B1
x = 8.214644, y = 9.537977, z = -50.4595, angle = 157.6493, collision = h1113B1
x = 7.659715, y = 9.537201, z = -49.17736, angle = 155.0183, collision = h1113B1
x = 7.574344, y = 9.537543, z = -47.88341, angle = -104.4775, collision = h1113B1
x = 8.837237, y = 9.540682, z = -47.5355, angle = -113.0634, collision = h1113B1
x = 10.19966, y = 9.544093, z = -47.02853, angle = -115.9453, collision = h1113B1
x = 11.52769, y = 9.547454, z = -46.40263, angle = -118.6461, collision = h1113B1
x = 12.62749, y = 9.550302, z = -45.73563, angle = -174.7952, collision = h1113B1
x = 12.81631, y = 9.551181, z = -44.70224, angle = 158.6901, collision = h1113B1
x = 12.30429, y = 9.550538, z = -43.4071, angle = 159.8601, collision = h1113B1
x = 11.84953, y = 9.550034, z = -42.10082, angle = -171.273, collision = h1113B1
x = 12.25475, y = 9.546041, z = -40.82554, angle = -111.4981, collision = h1113B1
x = 13.55374, y = 9.506678, z = -40.37411, angle = -104.171, collision = h1113B1
x = 14.92391, y = 9.490225, z = -40.12565, angle = -124.7869, collision = h1113B1
x = 15.97916, y = 9.499201, z = -39.28051, angle = -146.9079, collision = h1113B1
x = 16.84638, y = 9.50363, z = -38.22853, angle = -80.20896, collision = h1113B1
x = 17.88335, y = 9.528621, z = -38.30803, angle = -58.9848, collision = h1113B1
x = 19.0759, y = 9.695456, z = -38.99584, angle = -59.53278, collision = h1113B1
x = 20.26377, y = 9.695457, z = -39.70068, angle = -57.475, collision = h1113B1
x = 21.10675, y = 9.695397, z = -38.79422, angle = -169.1766, collision = h1113B1
x = 21.34469, y = 9.695348, z = -37.7504, angle = -155.8112, collision = h1113B1
x = 21.55003, y = 9.695288, z = -36.44546, angle = 155.9301, collision = h1113B1
x = 20.86423, y = 9.695255, z = -35.27264, angle = 56.33265, collision = h1113B1
x = 20.00929, y = 9.694534, z = -36.43703, angle = -36.94895, collision = h1113B1
x = 20.11936, y = 9.695409, z = -38.48666, angle = 110.4867, collision = h1113B1
x = 19.04796, y = 9.688465, z = -37.99527, angle = 127.3468, collision = h1113B1
x = 18.22392, y = 9.526119, z = -37.27563, angle = 107.5007, collision = h1113B1
x = 16.91021, y = 9.492066, z = -36.93846, angle = 95.86521, collision = h1113B1
x = 15.54591, y = 9.458429, z = -36.75908, angle = 120.8995, collision = h1113B1
x = 14.32467, y = 9.42467, z = -36.11318, angle = 118.5641, collision = h1113B1
x = 13.38344, y = 9.406761, z = -35.5961, angle = 128.0923, collision = h1113B1
x = 12.34595, y = 9.465235, z = -34.70717, angle = -173.8958, collision = h1113B1
x = 12.57038, y = 9.515296, z = -33.39188, angle = -123.6581, collision = h1113B1
