x = 230.0119, y = 199.9796, z = 473.7116, angle = -139.4778, collision = h0102B0
x = 372.8441, y = 292.7707, z = 594.2894, angle = -134.4273, collision = h0092B0
x = 373.8644, y = 292.7682, z = 595.3037, angle = -133.8336, collision = h0092B0
x = 374.5845, y = 292.7683, z = 595.9977, angle = -133.8184, collision = h0092B0
x = 375.6689, y = 292.7685, z = 597.0226, angle = -133.7113, collision = h0092B0
x = 376.4597, y = 292.7657, z = 597.7365, angle = -120.6322, collision = h0092B0
x = 377.3391, y = 292.7676, z = 598.2213, angle = -116.6474, collision = h0092B0
x = 375.3795, y = 292.761, z = 598.0424, angle = 106.4499, collision = h0092B0
x = 374.0119, y = 292.7599, z = 597.9383, angle = 122.1928, collision = h0092B0
x = 373.0563, y = 292.7588, z = 597.2986, angle = 38.1414, collision = h0092B0
x = 372.4279, y = 292.761, z = 596.0311, angle = -38.20842, collision = h0092B0
x = 377.4662, y = 292.7663, z = 599.3392, angle = -129.0252, collision = h0092B0
x = 378.7012, y = 292.7696, z = 600.108, angle = -98.76198, collision = h0092B0
x = 378.4289, y = 292.773, z = 598.974, angle = 73.01721, collision = h0092B0
x = 374.3013, y = 292.7736, z = 594.1412, angle = -125.7627, collision = h0092B0
x = 375.2049, y = 292.775, z = 594.6418, angle = -94.0534, collision = h0092B0
x = 376.2386, y = 292.778, z = 594.578, angle = -73.66212, collision = h0092B0
x = 376.8028, y = 292.7779, z = 593.4936, angle = -31.27798, collision = h0092B0
x = 377.5096, y = 292.7765, z = 592.379, angle = -47.44924, collision = h0092B0
x = 378.6335, y = 292.7706, z = 591.4144, angle = -60.32082, collision = h0092B0
x = 379.7662, y = 292.7674, z = 590.733, angle = -56.6895, collision = h0092B0
x = 380.6558, y = 292.7313, z = 590.1694, angle = -97.5725, collision = h0025B0
x = 381.9246, y = 292.7331, z = 590.1675, angle = -111.7199, collision = h0025B0
x = 382.9484, y = 292.7349, z = 590.5324, angle = -92.29359, collision = h0025B0
x = 384.0344, y = 292.7361, z = 590.2404, angle = -58.35044, collision = h0025B0
x = 384.8797, y = 292.7361, z = 589.3995, angle = -16.57493, collision = h0025B0
x = 385.3795, y = 292.736, z = 588.3178, angle = 6.758035, collision = h0025B0
x = 385.2811, y = 292.7346, z = 587.0429, angle = 36.8376, collision = h0025B0
x = 384.4978, y = 292.7397, z = 585.764, angle = -38.85156, collision = h0025B0
x = 385.3541, y = 292.7437, z = 584.8232, angle = -58.80523, collision = h0025B0
x = 384.1925, y = 292.7482, z = 584.1392, angle = 106.4593, collision = h0025B0
x = 382.9046, y = 292.7481, z = 584.3864, angle = 40.07166, collision = h0025B0
x = 382.0518, y = 292.7506, z = 583.3005, angle = 67.64386, collision = h0025B0
x = 380.9664, y = 292.7493, z = 584.2701, angle = 165.2751, collision = h0025B0
x = 380.586, y = 292.7422, z = 585.5333, angle = 128.9378, collision = h0025B0
x = 379.4976, y = 292.7434, z = 586.4693, angle = 117.9519, collision = h0025B0
x = 378.356, y = 292.7472, z = 587.135, angle = 156.8834, collision = h0025B0
x = 378.6023, y = 292.7365, z = 588.2297, angle = -117.9764, collision = h0025B0
x = 379.7181, y = 292.729, z = 588.69, angle = -129.4434, collision = h0025B0
x = 382.155, y = 292.7347, z = 591.5211, angle = -134.1319, collision = h0025B0
x = 381.5912, y = 292.7314, z = 588.9578, angle = 41.29071, collision = h0025B0
x = 380.7354, y = 292.7319, z = 587.9525, angle = 27.76783, collision = h0025B0
x = 381.2941, y = 292.7396, z = 586.3452, angle = -174.5209, collision = h0025B0
x = 383.0156, y = 292.733, z = 588.6168, angle = -53.7486, collision = h0025B0
x = 384.2087, y = 292.7339, z = 587.7773, angle = -32.40828, collision = h0025B0
x = 383.2585, y = 292.7404, z = 585.8416, angle = 119.1425, collision = h0025B0
x = 356.8977, y = 292.7159, z = 571.1936, angle = 26.18768, collision = h0090B0
x = 356.317, y = 293.9326, z = 568.0539, angle = 57.34378, collision = h0090B0
x = 348.4154, y = 296.995, z = 562.4966, angle = 163.2303, collision = h0017B0
x = 348.8771, y = 299.6189, z = 572.8632, angle = -136.4082, collision = h0017B0
x = 351.2191, y = 299.6189, z = 576.0941, angle = 173.5681, collision = h0017B0
x = 350.9894, y = 299.6189, z = 577.5498, angle = 175.0791, collision = h0017B0
x = 350.0383, y = 299.6188, z = 581.3287, angle = -167.4682, collision = h0017B0
x = 349.9775, y = 299.6188, z = 582.5857, angle = 0.6625693, collision = h0017B0
x = 349.3158, y = 299.6189, z = 575.6055, angle = 24.29982, collision = h0017B0
x = 333.7461, y = 299.6189, z = 562.2086, angle = 167.7204, collision = h0017B0
x = 320.4607, y = 299.6187, z = 579.1194, angle = 152.4176, collision = h0013B0
x = 319.8503, y = 299.6187, z = 580.2925, angle = 172.2391, collision = h0013B0
x = 319.7644, y = 299.6187, z = 581.658, angle = -168.9498, collision = h0013B0
x = 319.5536, y = 299.6187, z = 582.9999, angle = 98.48557, collision = h0013B0
x = 318.2816, y = 299.6187, z = 583.1956, angle = 67.04739, collision = h0013B0
x = 317.0523, y = 299.6187, z = 582.4476, angle = 22.95644, collision = h0013B0
x = 316.4005, y = 299.6187, z = 581.1019, angle = 41.49815, collision = h0013B0
x = 315.5779, y = 299.6187, z = 580.1038, angle = 26.39561, collision = h0013B0
x = 314.9388, y = 299.6187, z = 578.885, angle = 27.4132, collision = h0013B0
x = 314.4333, y = 299.6187, z = 577.8809, angle = 26.5231, collision = h0013B0
x = 313.8298, y = 299.6187, z = 576.7136, angle = 50.69753, collision = h0013B0
x = 312.7875, y = 299.6187, z = 575.7747, angle = 50.68806, collision = h0013B0
x = 311.9423, y = 299.6187, z = 575.0815, angle = 51.32216, collision = h0013B0
x = 310.8173, y = 299.6187, z = 574.1791, angle = 50.18835, collision = h0013B0
x = 309.831, y = 299.6187, z = 573.3637, angle = 43.70261, collision = h0013B0
x = 308.9855, y = 299.6187, z = 572.5088, angle = 38.87488, collision = h0013B0
x = 308.1615, y = 299.6187, z = 571.5046, angle = 33.4548, collision = h0013B0
x = 307.3447, y = 299.6187, z = 570.3674, angle = 38.17799, collision = h0013B0
x = 306.6574, y = 299.6187, z = 569.5104, angle = 41.33788, collision = h0013B0
x = 305.781, y = 299.6187, z = 568.5085, angle = 45.28182, collision = h0013B0
x = 304.7906, y = 299.6187, z = 567.5414, angle = 37.40482, collision = h0013B0
x = 304.1076, y = 299.6187, z = 566.6943, angle = 29.81038, collision = h0013B0
x = 303.3129, y = 299.6187, z = 565.5208, angle = 19.38887, collision = h0013B0
x = 302.8897, y = 299.6188, z = 564.31, angle = -14.13621, collision = h0013B0
x = 303.1877, y = 299.6189, z = 563.1928, angle = -71.47185, collision = h0013B0
x = 304.3148, y = 299.619, z = 562.6939, angle = -92.24409, collision = h0013B0
x = 305.737, y = 299.619, z = 562.733, angle = -59.7831, collision = h0013B0
x = 306.7234, y = 299.6191, z = 562.3478, angle = -57.77855, collision = h0013B0
x = 307.8758, y = 299.6193, z = 561.6199, angle = -49.95552, collision = h0013B0
x = 308.6706, y = 299.6194, z = 560.6972, angle = 51.05971, collision = h0013B0
x = 301.9679, y = 299.6188, z = 564.7906, angle = -151.1683, collision = h0013B0
x = 302.351, y = 299.6188, z = 565.805, angle = -135.2053, collision = h0013B0
x = 303.0041, y = 299.6188, z = 567.4809, angle = 94.39877, collision = h0013B0
x = 301.9581, y = 299.6188, z = 567.4907, angle = 78.43639, collision = h0013B0
x = 304.9541, y = 299.6188, z = 569.3036, angle = -156.9891, collision = h0013B0
x = 305.2126, y = 299.6188, z = 570.5936, angle = -101.2169, collision = h0013B0
x = 306.3842, y = 299.6188, z = 570.9926, angle = -71.08804, collision = h0013B0
x = 308.4403, y = 299.6187, z = 573.3781, angle = -150.0674, collision = h0013B0
x = 309.0979, y = 299.6187, z = 574.6306, angle = -115.7271, collision = h0013B0
x = 310.1841, y = 299.6187, z = 575.286, angle = -98.15554, collision = h0013B0
x = 312.4996, y = 299.6187, z = 576.9288, angle = 178.2033, collision = h0013B0
x = 312.5912, y = 299.6187, z = 578.1238, angle = -108.2738, collision = h0013B0
x = 314.5423, y = 299.6187, z = 580.0109, angle = -164.2104, collision = h0013B0
x = 317.7141, y = 299.6187, z = 581.0992, angle = -99.85287, collision = h0013B0
x = 318.9274, y = 299.6187, z = 584.396, angle = -86.63814, collision = h0013B0
x = 320.228, y = 299.6187, z = 583.881, angle = -77.72064, collision = h0013B0
x = 321.3279, y = 299.6187, z = 583.7408, angle = -161.5604, collision = h0013B0
x = 321.8997, y = 299.6179, z = 584.7173, angle = -177.2996, collision = h0013B0
x = 321.9924, y = 299.6148, z = 586.0167, angle = -162.142, collision = h0013B0
x = 322.3903, y = 299.6131, z = 587.3448, angle = -103.5194, collision = h0013B0
x = 323.6232, y = 299.6142, z = 587.5276, angle = -59.68692, collision = h0013B0
x = 324.927, y = 299.6187, z = 586.824, angle = -137.438, collision = h0013B0
x = 325.4081, y = 299.6188, z = 587.8746, angle = -174.7613, collision = h0013B0
x = 325.538, y = 299.6188, z = 589.3561, angle = -136.7245, collision = h0013B0
x = 326.3228, y = 299.6188, z = 590.2922, angle = -101.7037, collision = h0013B0
x = 327.7715, y = 299.6188, z = 590.6327, angle = -131.2072, collision = h0013B0
x = 328.832, y = 299.6188, z = 591.7578, angle = -155.7891, collision = h0013B0
x = 329.358, y = 299.6188, z = 592.9306, angle = -149.9358, collision = h0013B0
x = 330.142, y = 299.6188, z = 594.1085, angle = -92.23862, collision = h0013B0
x = 331.1854, y = 299.6188, z = 594.2466, angle = -98.92021, collision = h0013B0
x = 332.5969, y = 299.6188, z = 594.4171, angle = -96.13349, collision = h0013B0
x = 333.8859, y = 299.6188, z = 594.5523, angle = -78.89868, collision = h0013B0
x = 335.0143, y = 299.6188, z = 594.3903, angle = -64.26268, collision = h0013B0
x = 336.2749, y = 299.6188, z = 593.8962, angle = -99.95039, collision = h0013B0
x = 337.3565, y = 299.6188, z = 593.9659, angle = -98.0737, collision = h0013B0
x = 338.7546, y = 299.6188, z = 594.1796, angle = -94.45663, collision = h0013B0
x = 340.0509, y = 299.6188, z = 594.2831, angle = -89.07826, collision = h0013B0
x = 341.4417, y = 299.6188, z = 594.3129, angle = -63.561, collision = h0013B0
x = 340.8885, y = 299.6188, z = 593.4042, angle = 61.7468, collision = h0013B0
x = 339.5894, y = 299.6188, z = 593.3296, angle = 48.4412, collision = h0013B0
x = 338.3777, y = 299.6188, z = 592.4888, angle = 127.6371, collision = h0013B0
x = 337.3196, y = 299.6188, z = 595.0923, angle = 144.5585, collision = h0013B0
x = 336.1149, y = 299.6188, z = 596.0367, angle = 32.46429, collision = h0013B0
x = 334.6069, y = 299.6188, z = 593.3792, angle = 148.5964, collision = h0013B0
x = 332.7255, y = 299.6188, z = 595.5601, angle = 47.52773, collision = h0013B0
x = 330.9457, y = 299.6188, z = 593.1989, angle = 62.27785, collision = h0013B0
x = 328.1653, y = 299.6188, z = 593.3876, angle = 30.02219, collision = h0013B0
x = 327.7638, y = 299.6188, z = 592.3094, angle = 4.49507, collision = h0013B0
x = 324.5535, y = 299.6167, z = 588.9426, angle = 61.80414, collision = h0013B0
x = 322.088, y = 299.6118, z = 588.3162, angle = 170.7741, collision = h0013B0
x = 321.8289, y = 299.6111, z = 589.5699, angle = 160.2028, collision = h0013B0
x = 321.3742, y = 299.6111, z = 590.8119, angle = 151.8686, collision = h0013B0
x = 320.7492, y = 299.6291, z = 592.1028, angle = 128.6714, collision = h0013B0
x = 319.739, y = 299.6246, z = 592.3852, angle = 58.20261, collision = h0013B0
x = 320.4099, y = 299.6321, z = 593.3388, angle = -152.744, collision = h0013B0
x = 318.7708, y = 299.6089, z = 592.757, angle = 39.9949, collision = h0013B0
x = 318.1031, y = 299.6089, z = 591.8607, angle = 37.73144, collision = h0013B0
x = 319.2818, y = 299.6187, z = 591.48, angle = -153.491, collision = h0013B0
x = 321.2761, y = 299.6398, z = 594.0953, angle = -138.8533, collision = h0041B0
x = 322.1212, y = 300.0295, z = 594.658, angle = -138.8533, collision = h0041B0
x = 323.2372, y = 299.8626, z = 595.6641, angle = -138.8533, collision = h0041B0
x = 323.335, y = 299.6491, z = 596.7204, angle = -147.3383, collision = h0041B0
x = 323.1251, y = 299.6491, z = 597.8852, angle = 140.8318, collision = h0041B0
x = 322.2209, y = 299.6491, z = 598.8137, angle = 147.2666, collision = h0041B0
x = 321.2119, y = 299.6491, z = 599.8152, angle = 135.9497, collision = h0041B0
x = 320.2487, y = 299.6491, z = 600.6929, angle = 128.7037, collision = h0041B0
x = 319.1629, y = 299.6491, z = 601.5401, angle = 126.9061, collision = h0041B0
x = 318.2736, y = 299.6491, z = 600.8307, angle = 94.25715, collision = h0041B0
x = 317.2168, y = 299.6503, z = 600.5896, angle = 56.15619, collision = h0041B0
x = 316.2005, y = 299.6502, z = 599.5816, angle = 52.063, collision = h0041B0
x = 315.379, y = 299.6501, z = 598.7669, angle = 55.05646, collision = h0041B0
x = 314.3793, y = 299.65, z = 597.775, angle = 62.33649, collision = h0041B0
x = 313.8645, y = 299.6499, z = 596.8586, angle = 40.88902, collision = h0041B0
x = 313.1458, y = 299.6498, z = 595.9224, angle = 96.74128, collision = h0041B0
x = 312.0496, y = 299.6497, z = 595.3856, angle = 109.3894, collision = h0041B0
x = 311.1006, y = 299.6496, z = 594.5367, angle = 83.69419, collision = h0041B0
x = 310.3591, y = 299.6495, z = 593.8038, angle = 79.50262, collision = h0041B0
x = 310.2635, y = 299.6491, z = 592.652, angle = 33.75944, collision = h0041B0
x = 309.6597, y = 299.6491, z = 591.6532, angle = 33.75944, collision = h0041B0
x = 310.4654, y = 299.6491, z = 590.8533, angle = -32.18126, collision = h0041B0
x = 311.3206, y = 299.6491, z = 590.0043, angle = -34.59308, collision = h0041B0
x = 312.359, y = 299.6491, z = 588.9732, angle = -35.21255, collision = h0041B0
x = 313.4133, y = 299.6491, z = 587.9482, angle = -59.13837, collision = h0041B0
x = 314.2868, y = 299.6491, z = 587.4474, angle = 19.96085, collision = h0041B0
x = 322.0689, y = 277.5896, z = 595.079, angle = 32.83659, collision = h0041B0
x = 323.0914, y = 277.5896, z = 594.8372, angle = 175.1357, collision = h0041B0
x = 323.0421, y = 277.5896, z = 596.3017, angle = 178.1959, collision = h0041B0
x = 322.9179, y = 277.5896, z = 597.6121, angle = -167.9099, collision = h0041B0
x = 322.304, y = 277.5896, z = 598.7185, angle = 122.1814, collision = h0041B0
x = 321.362, y = 277.5896, z = 599.3798, angle = 132.6679, collision = h0041B0
x = 320.4178, y = 277.5896, z = 600.2292, angle = 133.3047, collision = h0041B0
x = 319.5394, y = 277.5896, z = 601.0629, angle = 122.84, collision = h0041B0
x = 318.4328, y = 277.5896, z = 600.8796, angle = 53.19139, collision = h0041B0
x = 317.4174, y = 277.5896, z = 600.2101, angle = -11.81936, collision = h0041B0
x = 317.5138, y = 277.5896, z = 599.0909, angle = -77.68276, collision = h0041B0
x = 318.8813, y = 277.5896, z = 598.7081, angle = -86.28661, collision = h0041B0
x = 319.9414, y = 277.5896, z = 598.6338, angle = -69.7961, collision = h0041B0
x = 321.2891, y = 277.5896, z = 598.2433, angle = -69.62497, collision = h0041B0
x = 321.5384, y = 277.5896, z = 596.0453, angle = 113.0142, collision = h0041B0
x = 320.3248, y = 277.5896, z = 596.4844, angle = 149.0017, collision = h0041B0
x = 319.6249, y = 277.5896, z = 597.4483, angle = 165.2215, collision = h0041B0
x = 316.3746, y = 277.5896, z = 598.6876, angle = 1.593852, collision = h0041B0
x = 316.2943, y = 277.5896, z = 597.5412, angle = -15.67694, collision = h0041B0
x = 316.6058, y = 277.5896, z = 596.239, angle = -18.94007, collision = h0041B0
x = 317.0509, y = 277.5896, z = 594.9847, angle = -15.26467, collision = h0041B0
x = 317.422, y = 277.5896, z = 593.692, angle = -52.93097, collision = h0041B0
x = 318.2542, y = 277.5896, z = 592.9939, angle = -61.94641, collision = h0041B0
x = 319.5008, y = 277.5896, z = 592.2996, angle = -40.08052, collision = h0041B0
x = 320.0072, y = 277.5896, z = 591.0328, angle = 31.873, collision = h0041B0
x = 319.4406, y = 277.5896, z = 590.0384, angle = 127.9133, collision = h0041B0
x = 318.7841, y = 277.5896, z = 590.8483, angle = 159.163, collision = h0041B0
x = 318.3505, y = 277.5896, z = 591.9753, angle = 152.7, collision = h0041B0
x = 316.532, y = 277.5896, z = 592.8074, angle = -5.40768, collision = h0041B0
x = 316.5805, y = 277.5896, z = 591.7434, angle = -0.07715382, collision = h0041B0
x = 317.3817, y = 277.8444, z = 589.0327, angle = -4.311871, collision = h0041B0
x = 316.1651, y = 277.5896, z = 588.5646, angle = 59.2633, collision = h0041B0
x = 315.0471, y = 277.5896, z = 588.0272, angle = 76.47566, collision = h0041B0
x = 313.7857, y = 277.5896, z = 587.7318, angle = 102.8371, collision = h0041B0
x = 315.292, y = 277.5896, z = 589.6094, angle = 171.7896, collision = h0041B0
x = 315.1617, y = 277.5896, z = 590.8854, angle = 150.2043, collision = h0041B0
x = 314.5926, y = 277.5896, z = 592.1621, angle = -174.5599, collision = h0041B0
x = 314.6266, y = 277.5896, z = 593.2491, angle = -133.2012, collision = h0041B0
x = 315.4716, y = 277.5896, z = 594.2318, angle = -113.5623, collision = h0041B0
x = 318.4045, y = 277.5896, z = 594.0795, angle = -51.1657, collision = h0041B0
x = 320.518, y = 277.5896, z = 589.7107, angle = -43.93206, collision = h0041B0
x = 314.104, y = 277.5896, z = 594.1653, angle = 157.5318, collision = h0041B0
x = 313.5444, y = 277.5896, z = 595.1491, angle = 159.0901, collision = h0041B0
x = 312.6522, y = 277.5896, z = 595.6154, angle = 68.22072, collision = h0041B0
x = 311.6938, y = 277.5896, z = 595.1149, angle = 36.67047, collision = h0041B0
x = 310.8836, y = 277.5896, z = 594.1023, angle = 12.8862, collision = h0041B0
x = 310.5674, y = 277.5896, z = 592.762, angle = -53.1856, collision = h0041B0
x = 311.3271, y = 277.5896, z = 592.0219, angle = -56.96267, collision = h0041B0
x = 312.5284, y = 277.5896, z = 591.2324, angle = -56.75492, collision = h0041B0
x = 313.6049, y = 277.5896, z = 590.5361, angle = -23.56326, collision = h0041B0
x = 314.2222, y = 277.5896, z = 589.6404, angle = 37.73425, collision = h0041B0
x = 312.987, y = 277.5896, z = 588.5894, angle = 115.7077, collision = h0041B0
x = 311.8333, y = 277.5896, z = 589.2682, angle = 115.1558, collision = h0041B0
x = 310.6989, y = 277.5896, z = 589.449, angle = 73.8458, collision = h0041B0
x = 310.1075, y = 277.5896, z = 588.3705, angle = -21.87768, collision = h0041B0
x = 310.5827, y = 277.5896, z = 587.1478, angle = -21.72381, collision = h0041B0
x = 310.6614, y = 277.5896, z = 586.0408, angle = 85.35106, collision = h0041B0
x = 309.5623, y = 277.5896, z = 586.1844, angle = 98.98165, collision = h0041B0
x = 308.4846, y = 277.606, z = 585.8741, angle = 59.40771, collision = h0041B0
