x = 177.8432, y = 207.2, z = 131.9724, angle = -100, collision = h0000B1_0000
x = 509.2187, y = 129, z = 208.781, angle = 18.41095, collision = h0035B1_0000
x = 508.5965, y = 129, z = 207.5833, angle = 10.10067, collision = h0035B1_0000
x = 509.6435, y = 129, z = 205.502, angle = -99.58096, collision = h0035B1_0000
x = 512.0077, y = 129, z = 207.8264, angle = -140.615, collision = h0035B1_0000
x = 513.13, y = 129, z = 208.6179, angle = -89.14645, collision = h0035B1_0000
x = 514.4307, y = 129, z = 208.4767, angle = -64.02251, collision = h0035B1_0000
x = 515.8196, y = 129, z = 208.2259, angle = -116.4238, collision = h0035B1_0000
x = 516.938, y = 129, z = 208.8913, angle = 168.537, collision = h0035B1_0000
x = 516.7668, y = 129, z = 210.3413, angle = -138.5505, collision = h0035B1_0000
x = 517.6759, y = 129, z = 211.2174, angle = -71.91212, collision = h0035B1_0000
x = 518.883, y = 129, z = 210.6239, angle = -12.74829, collision = h0035B1_0000
x = 519.2488, y = 129, z = 209.3561, angle = -71.35065, collision = h0035B1_0000
x = 520.5669, y = 129, z = 209.0965, angle = -125.9148, collision = h0035B1_0000
x = 520.4583, y = 129, z = 213.9094, angle = 135.8576, collision = h0035B1_0000
x = 519.4526, y = 129, z = 214.6334, angle = 73.9813, collision = h0035B1_0000
x = 518.035, y = 129, z = 214.2319, angle = 104.6172, collision = h0035B1_0000
x = 516.8191, y = 129, z = 214.6396, angle = 160.8575, collision = h0035B1_0000
x = 516.3384, y = 129, z = 216.0199, angle = -168.1714, collision = h0035B1_0000
x = 516.6932, y = 129, z = 217.2635, angle = -110.8157, collision = h0035B1_0000
x = 518.0465, y = 129, z = 217.5808, angle = -64.69496, collision = h0035B1_0000
x = 519.2476, y = 129, z = 217.0299, angle = -80.0159, collision = h0035B1_0000
x = 520.6957, y = 129, z = 216.9101, angle = -136.0897, collision = h0035B1_0000
x = 521.5255, y = 129, z = 217.904, angle = -170.8575, collision = h0035B1_0000
x = 516.5296, y = 129, z = 219.368, angle = 71.32632, collision = h0035B1_0000
x = 515.1193, y = 129, z = 218.8934, angle = 116.2528, collision = h0035B1_0000
x = 507.7767, y = 129, z = 218.3869, angle = -28.83758, collision = h0035B1_0000
x = 508.6021, y = 129, z = 217.1899, angle = -58.91156, collision = h0035B1_0000
x = 509.7198, y = 129, z = 216.4834, angle = -45.47925, collision = h0035B1_0000
x = 510.7899, y = 129, z = 215.4507, angle = -44.46084, collision = h0035B1_0000
x = 511.7169, y = 129, z = 214.5072, angle = -44.1678, collision = h0035B1_0000
x = 512.6865, y = 129, z = 213.3882, angle = 23.94546, collision = h0035B1_0000
x = 512.1625, y = 129, z = 212.2479, angle = 67.21948, collision = h0035B1_0000
x = 510.8109, y = 129, z = 211.6784, angle = 3.50304, collision = h0035B1_0000
x = 510.7804, y = 129, z = 210.5307, angle = -50.09914, collision = h0035B1_0000
x = 511.9558, y = 129, z = 209.6323, angle = -94.98167, collision = h0035B1_0000
x = 513.1645, y = 129, z = 209.8473, angle = -151.4234, collision = h0035B1_0000
x = 513.7599, y = 129, z = 211.1739, angle = -163.2112, collision = h0035B1_0000
x = 514.1166, y = 129, z = 212.4429, angle = -155.4443, collision = h0035B1_0000
x = 514.8288, y = 129, z = 213.7418, angle = -103.7611, collision = h0035B1_0000
x = 516.9352, y = 129, z = 213.5918, angle = -28.25483, collision = h0035B1_0000
x = 517.1934, y = 129, z = 212.3567, angle = 53.77342, collision = h0035B1_0000
x = 516.1259, y = 129, z = 211.6209, angle = 101.707, collision = h0035B1_0000
x = 515.2368, y = 129, z = 212.7305, angle = -133.3183, collision = h0035B1_0000
x = 518.4149, y = 129, z = 215.244, angle = -52.07153, collision = h0035B1_0000
x = 520.2454, y = 129, z = 212.649, angle = 12.21608, collision = h0035B1_0000
x = 519.9577, y = 129, z = 211.4437, angle = 54.14802, collision = h0035B1_0000
x = 518.1353, y = 129, z = 206.7457, angle = -111.0784, collision = h0035B1_0000
x = 520.2707, y = 129, z = 210.1873, angle = 169.2575, collision = h0035B1_0000
x = 518.7283, y = 129, z = 211.8565, angle = 59.55022, collision = h0035B1_0000
x = 511.5424, y = 129.1134, z = 216.1305, angle = -38.88998, collision = h0035B1_0000
x = 512.9766, y = 129, z = 214.5068, angle = -90.8625, collision = h0035B1_0000
x = 514.2339, y = 129, z = 214.6914, angle = 177.196, collision = h0035B1_0000
x = 514.1743, y = 129, z = 216.0708, angle = 151.9708, collision = h0035B1_0000
x = 513.5386, y = 129, z = 217.2286, angle = 136.7341, collision = h0035B1_0000
x = 512.4987, y = 129, z = 218.2837, angle = 126.9172, collision = h0035B1_0000
x = 506.6995, y = 129, z = 218.3608, angle = 108.5743, collision = h0035B1_0000
x = 500.7641, y = 129, z = 217.3644, angle = 27.10182, collision = h0035B1_0000
x = 500.1451, y = 129, z = 216.02, angle = 4.64181, collision = h0035B1_0000
x = 500.0792, y = 129, z = 214.7082, angle = -78.19841, collision = h0035B1_0000
x = 501.3478, y = 129, z = 214.5145, angle = -70.08762, collision = h0035B1_0000
x = 502.4902, y = 129, z = 213.8685, angle = 51.13099, collision = h0035B1_0000
x = 501.7177, y = 129, z = 212.8988, angle = 59.17187, collision = h0035B1_0000
x = 500.915, y = 129, z = 211.9848, angle = 1.403194, collision = h0035B1_0000
x = 500.8668, y = 129, z = 210.4976, angle = -2.35091, collision = h0035B1_0000
x = 502.7822, y = 129, z = 209.0438, angle = -142.7518, collision = h0035B1_0000
x = 503.6849, y = 129, z = 209.9771, angle = -55.4455, collision = h0035B1_0000
x = 505.2712, y = 129, z = 207.9005, angle = 27.92649, collision = h0035B1_0000
x = 506.7562, y = 129, z = 207.0679, angle = -163.6294, collision = h0035B1_0000
x = 507.3641, y = 129, z = 208.2825, angle = -111.4537, collision = h0035B1_0000
x = 508.7384, y = 129, z = 210.2408, angle = 137.6811, collision = h0035B1_0000
x = 507.9567, y = 129, z = 211.3003, angle = 157.1186, collision = h0035B1_0000
x = 507.3718, y = 129, z = 212.6684, angle = 165.2072, collision = h0035B1_0000
x = 507.0494, y = 129, z = 213.9482, angle = -172.2073, collision = h0035B1_0000
x = 507.3372, y = 129, z = 215.3831, angle = -111.0612, collision = h0035B1_0000
x = 508.5382, y = 129, z = 215.8453, angle = -78.70985, collision = h0035B1_0000
x = 510.4837, y = 129, z = 209.5228, angle = -41.85645, collision = h0035B1_0000
x = 520.0767, y = 129, z = 215.4658, angle = 167.8704, collision = h0035B1_0000
x = 519.1633, y = 129, z = 218.0704, angle = 156.5888, collision = h0035B1_0000
x = 519.1728, y = 129, z = 219.2587, angle = -87.57309, collision = h0035B1_0000
x = 520.4794, y = 129, z = 219.2627, angle = -94.84533, collision = h0035B1_0000
x = 522.7241, y = 129, z = 220.0459, angle = -123.0348, collision = h0035B1_0000
x = 517.9555, y = 129, z = 209.6316, angle = 87.40845, collision = h0035B1_0000
x = 515.8144, y = 129, z = 209.4487, angle = 117.9993, collision = h0035B1_0000
x = 514.818, y = 129, z = 210.245, angle = 139.2161, collision = h0035B1_0000
x = 511.6896, y = 129, z = 213.4742, angle = 162.7693, collision = h0035B1_0000
x = 510.3728, y = 129, z = 217.7025, angle = -134.257, collision = h0035B1_0000
x = 511.4592, y = 129, z = 218.7073, angle = -143.7206, collision = h0035B1_0000
x = 513.9365, y = 129, z = 218.1945, angle = 26.03383, collision = h0035B1_0000
x = 507.5711, y = 129.0013, z = 216.7473, angle = 77.18414, collision = h0035B1_0000
x = 506.1524, y = 129, z = 216.3577, angle = 75.85514, collision = h0035B1_0000
x = 504.8708, y = 129, z = 216.0312, angle = 77.67052, collision = h0035B1_0000
x = 503.4727, y = 129, z = 215.7013, angle = 77.71488, collision = h0035B1_0000
x = 502.4475, y = 129, z = 215.7876, angle = 164.8914, collision = h0035B1_0000
x = 502.416, y = 129, z = 216.8176, angle = 170.2132, collision = h0035B1_0000
x = 505.2766, y = 134.6718, z = 224.8858, angle = -76.76308, collision = h0035B1_0000
x = 503.196, y = 129, z = 222.65, angle = 101.0927, collision = h0035B1_0000
x = 501.2002, y = 129, z = 223.0782, angle = 17.91787, collision = h0035B1_0000
x = 499.4075, y = 129.5428, z = 219.915, angle = 173.4176, collision = h0035B1_0000
x = 508.5468, y = 135, z = 225.2789, angle = -21.96119, collision = h0035B1_0000
x = 502.7751, y = 135, z = 215.5019, angle = -2.528891, collision = h0016B1_0000
x = 502.6103, y = 135, z = 214.3777, angle = -105.6817, collision = h0016B1_0000
x = 502.5505, y = 135, z = 213.1287, angle = -19.93195, collision = h0016B1_0000
x = 503.5811, y = 135, z = 212.2602, angle = -92.78426, collision = h0016B1_0000
x = 511.0681, y = 135, z = 211.8983, angle = 178.7908, collision = h0016B1_0000
x = 510.9341, y = 135, z = 213.3332, angle = 138.2086, collision = h0016B1_0000
x = 510.45, y = 135, z = 214.4664, angle = -172.731, collision = h0016B1_0000
x = 510.6143, y = 135, z = 215.945, angle = -173.3713, collision = h0016B1_0000
x = 510.7643, y = 135, z = 217.2591, angle = -173.9401, collision = h0016B1_0000
x = 510.9197, y = 135, z = 218.739, angle = -178.1302, collision = h0016B1_0000
x = 510.9725, y = 135, z = 220.0599, angle = 171.2744, collision = h0016B1_0000
x = 510.7669, y = 135, z = 221.5329, angle = 170.6427, collision = h0016B1_0000
x = 510.5866, y = 135, z = 222.8317, angle = 171.8929, collision = h0016B1_0000
x = 510.6714, y = 135, z = 224.1672, angle = -113.0516, collision = h0016B1_0000
x = 512.0419, y = 135, z = 224.6856, angle = -87.78372, collision = h0016B1_0000
x = 513.3611, y = 135, z = 224.702, angle = -66.84573, collision = h0016B1_0000
x = 514.5422, y = 135, z = 223.9429, angle = -23.76985, collision = h0016B1_0000
x = 515.1346, y = 135, z = 222.7648, angle = -17.02326, collision = h0016B1_0000
x = 514.9733, y = 135, z = 221.5197, angle = 101.349, collision = h0016B1_0000
x = 513.7149, y = 135, z = 221.7931, angle = 118.1734, collision = h0016B1_0000
x = 512.418, y = 135, z = 222.5222, angle = 104.0113, collision = h0016B1_0000
x = 512.0733, y = 135, z = 221.558, angle = -92.15287, collision = h0016B1_0000
x = 515.55, y = 135, z = 220.4066, angle = 12.83007, collision = h0016B1_0000
x = 515.1641, y = 135, z = 218.9855, angle = 48.20472, collision = h0016B1_0000
x = 514.0212, y = 135, z = 218.1783, angle = 115.6469, collision = h0016B1_0000
x = 512.6762, y = 135, z = 218.05, angle = 113.1717, collision = h0016B1_0000
x = 511.6628, y = 135, z = 216.5781, angle = -87.18533, collision = h0016B1_0000
x = 512.9837, y = 135, z = 216.5201, angle = -93.43533, collision = h0016B1_0000
x = 514.4464, y = 135, z = 216.381, angle = -54.8231, collision = h0016B1_0000
x = 515.4218, y = 135, z = 215.5373, angle = 16.43891, collision = h0016B1_0000
x = 514.8522, y = 135, z = 214.2598, angle = 71.00756, collision = h0016B1_0000
x = 513.5956, y = 135, z = 213.9038, angle = 93.9201, collision = h0016B1_0000
x = 512.1434, y = 135, z = 213.7415, angle = 33.46273, collision = h0016B1_0000
x = 512.0577, y = 135, z = 212.2079, angle = -113.2914, collision = h0016B1_0000
x = 512.8939, y = 135, z = 213.0727, angle = -79.08326, collision = h0016B1_0000
x = 514.3453, y = 135, z = 212.8484, angle = -33.02913, collision = h0016B1_0000
x = 515.1532, y = 135, z = 211.8406, angle = -71.45266, collision = h0016B1_0000
x = 516.3176, y = 134.9994, z = 211.3504, angle = -87.0956, collision = h0016B1_0000
x = 514.6249, y = 135, z = 210.886, angle = 24.51756, collision = h0016B1_0000
x = 513.9343, y = 135, z = 209.7689, angle = 67.70816, collision = h0016B1_0000
x = 513.4542, y = 135, z = 206.925, angle = -32.44168, collision = h0016B1_0000
x = 514.3001, y = 135, z = 205.7035, angle = -21.11567, collision = h0016B1_0000
x = 516.0991, y = 135, z = 203.0773, angle = -97.46429, collision = h0016B1_0000
x = 519.8054, y = 135, z = 203.6217, angle = -58.8261, collision = h0016B1_0000
x = 525.939, y = 135, z = 204.3927, angle = -18.51017, collision = h0016B1_0000
x = 526.55, y = 135, z = 199.002, angle = -9.74907, collision = h0016B1_0000
x = 526.55, y = 135, z = 197.6964, angle = 2.515982, collision = h0016B1_0000
x = 526.4833, y = 135, z = 196.2106, angle = 13.00435, collision = h0016B1_0000
x = 521.0164, y = 135, z = 192.5279, angle = 164.3316, collision = h0016B1_0000
x = 521.4216, y = 135, z = 197.4306, angle = -167.9583, collision = h0016B1_0000
x = 517.4841, y = 135, z = 193.5099, angle = 165.021, collision = h0016B1_0000
x = 517.3259, y = 135, z = 195.7659, angle = 153.8015, collision = h0016B1_0000
x = 516.8898, y = 135, z = 196.935, angle = 126.5957, collision = h0016B1_0000
x = 514.9097, y = 135, z = 199.289, angle = 152.4875, collision = h0016B1_0000
x = 514.4368, y = 135, z = 200.3285, angle = 139.3507, collision = h0016B1_0000
x = 514.7211, y = 135, z = 198.1806, angle = -38.88419, collision = h0016B1_0000
x = 515.0934, y = 135, z = 193.3933, angle = 106.6804, collision = h0016B1_0000
x = 513.7535, y = 135, z = 193.7931, angle = 174.0909, collision = h0016B1_0000
x = 513.3397, y = 135, z = 194.7105, angle = -142.4689, collision = h0016B1_0000
x = 514.1338, y = 135, z = 195.8947, angle = -172.6066, collision = h0016B1_0000
x = 514.3336, y = 135, z = 197.0693, angle = 113.5775, collision = h0016B1_0000
x = 513.2115, y = 135, z = 197.0627, angle = 62.668, collision = h0016B1_0000
x = 504.8058, y = 135, z = 196.2704, angle = 149.7967, collision = h0016B1_0000
x = 508.7923, y = 135, z = 200.1316, angle = -14.51977, collision = h0016B1_0000
x = 510.0517, y = 135, z = 199.598, angle = -129.4917, collision = h0016B1_0000
x = 511.0548, y = 135.4754, z = 200.4224, angle = -143.1696, collision = h0016B1_0000
x = 511.9225, y = 135.9456, z = 201.1039, angle = -78.53293, collision = h0016B1_0000
x = 512.8954, y = 136.4525, z = 200.9706, angle = -65.74173, collision = h0016B1_0000
x = 514.067, y = 137.1405, z = 200.3702, angle = -38.71894, collision = h0016B1_0000
x = 514.7032, y = 137.745, z = 199.6169, angle = -23.93524, collision = h0016B1_0000
x = 515.0476, y = 138.299, z = 198.8658, angle = -16.16715, collision = h0016B1_0000
x = 515.2916, y = 139.0539, z = 197.4431, angle = 41.61683, collision = h0016B1_0000
x = 514.2554, y = 139.7786, z = 196.4182, angle = 79.84639, collision = h0016B1_0000
x = 512.965, y = 140.5139, z = 196.2375, angle = 114.5916, collision = h0016B1_0000
x = 512.0464, y = 141.107, z = 196.5967, angle = 131.92, collision = h0016B1_0000
x = 511.089, y = 141.9078, z = 197.5174, angle = 146.9842, collision = h0016B1_0000
x = 510.4249, y = 142.653, z = 198.8111, angle = -156.5888, collision = h0016B1_0000
x = 510.9442, y = 143.2901, z = 199.997, angle = -124.3096, collision = h0016B1_0000
x = 512.216, y = 144.0782, z = 200.7085, angle = -84.12131, collision = h0016B1_0000
x = 513.5219, y = 144.8127, z = 200.5784, angle = -58.4087, collision = h0016B1_0000
x = 514.3787, y = 145.4057, z = 200.0937, angle = -33.77271, collision = h0016B1_0000
x = 514.955, y = 146.0055, z = 199.2953, angle = -9.378874, collision = h0016B1_0000
x = 515.1461, y = 146.512, z = 198.4953, angle = 10.87429, collision = h0016B1_0000
x = 514.9946, y = 147.0954, z = 197.5222, angle = 35.14306, collision = h0016B1_0000
x = 514.4565, y = 147.6487, z = 196.6973, angle = 59.40752, collision = h0016B1_0000
x = 513.3099, y = 148.3169, z = 196.073, angle = 94.33894, collision = h0016B1_0000
x = 512.3307, y = 148.853, z = 196.1075, angle = 122.6781, collision = h0016B1_0000
x = 511.2943, y = 149.5182, z = 196.8828, angle = 162.3813, collision = h0016B1_0000
x = 510.9479, y = 150.1012, z = 197.8062, angle = 176.4081, collision = h0016B1_0000
x = 510.8747, y = 150.6953, z = 198.7931, angle = -162.9961, collision = h0016B1_0000
x = 511.3089, y = 151.4492, z = 200.0216, angle = -125.5489, collision = h0017B1_0000
x = 512.5549, y = 151.6, z = 200.7879, angle = -71.1451, collision = h0017B1_0000
x = 513.549, y = 151.6, z = 201.6457, angle = -158.2607, collision = h0017B1_0000
x = 513.7551, y = 151.6, z = 202.8969, angle = 149.2611, collision = h0017B1_0000
x = 512.9495, y = 151.6, z = 204.1219, angle = 76.12238, collision = h0017B1_0000
x = 511.7696, y = 151.6, z = 203.8605, angle = 60.71876, collision = h0017B1_0000
x = 510.5571, y = 151.6, z = 203.8174, angle = 153.2807, collision = h0017B1_0000
x = 509.99, y = 151.6, z = 204.988, angle = -177.9602, collision = h0017B1_0000
x = 510.6208, y = 151.6, z = 206.2831, angle = -149.6598, collision = h0017B1_0000
x = 511.0645, y = 151.6, z = 207.499, angle = 179.7816, collision = h0017B1_0000
x = 510.9835, y = 151.6, z = 209.2096, angle = -177.2404, collision = h0017B1_0000
x = 511.0279, y = 151.6, z = 210.5337, angle = -122.7054, collision = h0017B1_0000
x = 512.4724, y = 151.6, z = 211.0678, angle = -66.85162, collision = h0017B1_0000
x = 513.6823, y = 151.6, z = 210.6479, angle = -68.52882, collision = h0017B1_0000
x = 514.7642, y = 151.6, z = 210.2204, angle = -66.48774, collision = h0017B1_0000
x = 515.55, y = 151.6, z = 209.1917, angle = 10.4081, collision = h0017B1_0000
x = 515.303, y = 151.6, z = 207.8074, angle = 31.66017, collision = h0017B1_0000
x = 514.7562, y = 151.6, z = 206.897, angle = 20.12603, collision = h0017B1_0000
x = 514.2111, y = 151.6, z = 205.5988, angle = 20.26486, collision = h0017B1_0000
x = 511.9779, y = 151.6, z = 205.3155, angle = -159.0807, collision = h0017B1_0000
x = 512.3805, y = 151.6, z = 206.4362, angle = -150.7467, collision = h0017B1_0000
x = 512.9961, y = 151.6, z = 207.5711, angle = -138.0801, collision = h0017B1_0000
x = 513.9324, y = 151.6, z = 208.6608, angle = -124.2502, collision = h0017B1_0000
x = 516.7934, y = 151.6, z = 208.1559, angle = -96.50429, collision = h0017B1_0000
x = 518.0663, y = 151.6, z = 208.3066, angle = -106.3527, collision = h0017B1_0000
x = 519.3996, y = 151.6, z = 208.633, angle = -87.04144, collision = h0017B1_0000
x = 520.7209, y = 151.6, z = 208.5837, angle = -86.89468, collision = h0017B1_0000
x = 522.2067, y = 151.6, z = 208.5015, angle = -107.759, collision = h0017B1_0000
x = 523.4527, y = 151.6, z = 208.8679, angle = -92.96814, collision = h0017B1_0000
x = 524.9086, y = 151.6, z = 209.0087, angle = -84.82559, collision = h0017B1_0000
x = 526.1602, y = 151.6, z = 208.9145, angle = -91.11049, collision = h0017B1_0000
x = 526.5178, y = 151.6, z = 207.8092, angle = -21.27377, collision = h0017B1_0000
x = 525.2668, y = 151.6, z = 207.2773, angle = 137.2008, collision = h0017B1_0000
x = 522.424, y = 151.6, z = 207.4634, angle = 79.7551, collision = h0017B1_0000
x = 521.2438, y = 151.6, z = 207.2701, angle = 139.301, collision = h0017B1_0000
x = 518.0297, y = 151.6, z = 209.7488, angle = -176.0977, collision = h0017B1_0000
x = 518.1633, y = 151.6, z = 211.0583, angle = -172.3333, collision = h0017B1_0000
