x = 87.86724, y = 13.22756, z = 118.8088, angle = -178.0423, collision = h0001B0_0000
x = 67.59718, y = 53.84694, z = 261.1795, angle = -110.7563, collision = h0016B0_0000
x = 68.48772, y = 54.35582, z = 261.4864, angle = -86.94925, collision = h0016B0_0000
x = 69.44207, y = 54.90115, z = 261.4449, angle = -84.6666, collision = h0016B0_0000
x = 70.8637, y = 55, z = 261.2819, angle = -97.65218, collision = h0016B0_0000
x = 72.23034, y = 55, z = 261.413, angle = -103.7838, collision = h0016B0_0000
x = 73.55, y = 55, z = 261.5576, angle = -176.4118, collision = h0016B0_0000
x = 73.23761, y = 55, z = 262.8334, angle = 148.8123, collision = h0016B0_0000
x = 72.73915, y = 55, z = 263.8636, angle = 148.7918, collision = h0016B0_0000
x = 72.94077, y = 55, z = 264.9395, angle = -168.3401, collision = h0018B0_0000
x = 73.05662, y = 55, z = 266.0755, angle = -178.6659, collision = h0018B0_0000
x = 73.08205, y = 55, z = 267.0816, angle = -177.6407, collision = h0018B0_0000
x = 73.09789, y = 55, z = 268.1583, angle = -179.9472, collision = h0018B0_0000
x = 73.09098, y = 55, z = 269.1642, angle = 179.5968, collision = h0018B0_0000
x = 73.06098, y = 55, z = 270.3164, angle = 177.1837, collision = h0018B0_0000
x = 73.00481, y = 55, z = 271.4526, angle = 177.1036, collision = h0018B0_0000
x = 72.95241, y = 55, z = 272.6043, angle = 178.7215, collision = h0018B0_0000
x = 72.94572, y = 55, z = 273.765, angle = 179.7746, collision = h0018B0_0000
x = 72.96381, y = 55, z = 274.8824, angle = -177.731, collision = h0018B0_0000
x = 72.98666, y = 55, z = 275.8974, angle = -179.2984, collision = h0018B0_0000
x = 72.99718, y = 55, z = 277.2434, angle = -179.0505, collision = h0018B0_0000
x = 73.01619, y = 55, z = 278.52, angle = -178.7896, collision = h0018B0_0000
x = 73.04735, y = 55, z = 279.9526, angle = -178.4778, collision = h0018B0_0000
x = 73.08118, y = 55, z = 281.3851, angle = -178.6385, collision = h0018B0_0000
x = 73.1184, y = 55, z = 282.8175, angle = 178.8862, collision = h0018B0_0000
x = 73.09151, y = 55, z = 284.2502, angle = 178.8081, collision = h0018B0_0000
x = 73.06113, y = 55, z = 285.6829, angle = 178.6097, collision = h0018B0_0000
x = 73.03008, y = 55, z = 286.95, angle = 177.9337, collision = h0018B0_0000
x = 72.91069, y = 55, z = 288.3752, angle = 158.625, collision = h0018B0_0000
x = 72.1868, y = 55, z = 289.5601, angle = 105.2556, collision = h0018B0_0000
x = 70.8201, y = 55, z = 289.9574, angle = 116.1056, collision = h0018B0_0000
x = 68.12362, y = 55, z = 289.7409, angle = 69.92096, collision = h0018B0_0000
x = 66.9076, y = 55.00001, z = 289.3568, angle = 97.69666, collision = h0018B0_0000
x = 65.51014, y = 55, z = 289.2254, angle = 39.95986, collision = h0016B0_0000
x = 64.70699, y = 55, z = 288.1053, angle = 5.59402, collision = h0016B0_0000
x = 64.59688, y = 55, z = 286.6832, angle = 17.5849, collision = h0016B0_0000
x = 64.19368, y = 55, z = 285.3097, angle = 16.03416, collision = h0016B0_0000
x = 63.94999, y = 55, z = 283.9215, angle = -5.528984, collision = h0016B0_0000
x = 64.04691, y = 55, z = 282.6489, angle = -5.607012, collision = h0016B0_0000
x = 64.19164, y = 55, z = 281.2234, angle = -6.925457, collision = h0016B0_0000
x = 64.36954, y = 55.00001, z = 279.8016, angle = -9.244142, collision = h0016B0_0000
x = 64.69363, y = 55.00002, z = 278.4114, angle = -18.53667, collision = h0016B0_0000
x = 64.91139, y = 55.00002, z = 277.0271, angle = 3.777081, collision = h0016B0_0000
x = 64.84441, y = 55.00002, z = 275.5988, angle = -6.93338, collision = h0016B0_0000
x = 64.90632, y = 55.00002, z = 274.173, angle = 9.863845, collision = h0016B0_0000
x = 64.68813, y = 55.00001, z = 272.9245, angle = 2.906464, collision = h0016B0_0000
x = 64.74725, y = 55, z = 271.5194, angle = -21.86986, collision = h0016B0_0000
x = 65.19178, y = 55, z = 270.1653, angle = -14.84482, collision = h0016B0_0000
x = 65.50878, y = 55, z = 268.77, angle = -56.66082, collision = h0016B0_0000
x = 66.60207, y = 55, z = 268.249, angle = -153.3807, collision = h0016B0_0000
x = 67.15004, y = 55, z = 269.456, angle = 179.8282, collision = h0016B0_0000
x = 67.18189, y = 55, z = 270.7319, angle = -177.9237, collision = h0016B0_0000
x = 67.25496, y = 55, z = 272.1622, angle = -178.7262, collision = h0016B0_0000
x = 67.28725, y = 55.00001, z = 273.5948, angle = 176.9533, collision = h0016B0_0000
x = 67.22225, y = 55.00001, z = 275.0256, angle = 175.6711, collision = h0016B0_0000
x = 66.21096, y = 55.00001, z = 274.1083, angle = 12.89186, collision = h0016B0_0000
x = 65.86962, y = 55.00001, z = 272.7216, angle = -10.77245, collision = h0016B0_0000
x = 66.07232, y = 55, z = 271.3072, angle = -8.199519, collision = h0016B0_0000
x = 68.27895, y = 55, z = 269.6553, angle = -112.1956, collision = h0018B0_0000
x = 64.49201, y = 55, z = 289.44, angle = 179.8336, collision = h0016B0_0000
x = 64.40828, y = 54.99999, z = 290.8686, angle = -177.9565, collision = h0016B0_0000
x = 73.50305, y = 55, z = 289.4227, angle = -86.89223, collision = h0018B0_0000
x = 75.56387, y = 55.28506, z = 289.2941, angle = -86.4278, collision = h0018B0_0000
x = 76.51759, y = 55.83004, z = 289.2395, angle = -86.35956, collision = h0018B0_0000
x = 77.47127, y = 56.37499, z = 289.1852, angle = -88.54385, collision = h0018B0_0000
x = 78.74772, y = 57.10439, z = 289.1666, angle = -91.35603, collision = h0018B0_0000
x = 79.70263, y = 57.65004, z = 289.1927, angle = -93.89441, collision = h0018B0_0000
x = 80.65598, y = 58.19481, z = 289.2535, angle = -94.36257, collision = h0018B0_0000
x = 82.0871, y = 58.60001, z = 289.2945, angle = -89.06997, collision = h0018B0_0000
x = 84.69826, y = 58.6, z = 289.3, angle = -81.76812, collision = h0020B0_0000
x = 85.90262, y = 59.07864, z = 289.2206, angle = -93.75155, collision = h0020B0_0000
x = 86.89639, y = 59.64651, z = 289.345, angle = -102.6957, collision = h0020B0_0000
x = 87.85351, y = 60.19344, z = 289.5294, angle = -85.2816, collision = h0020B0_0000
x = 88.90346, y = 60.60001, z = 289.4438, angle = -71.34536, collision = h0020B0_0000
x = 90.19182, y = 60.6, z = 288.9223, angle = -12.1329, collision = h0020B0_0000
x = 90.4236, y = 60.60001, z = 287.7381, angle = 25.27141, collision = h0020B0_0000
x = 89.80453, y = 60.6, z = 286.8887, angle = 92.59946, collision = h0020B0_0000
x = 88.71928, y = 60.60001, z = 287.073, angle = 102.7128, collision = h0020B0_0000
x = 87.32349, y = 60.6, z = 287.3894, angle = 103.3127, collision = h0020B0_0000
x = 85.89924, y = 60.60349, z = 287.6419, angle = 74.84888, collision = h0020B0_0000
x = 85.84415, y = 60.6, z = 286.5576, angle = -74.07, collision = h0020B0_0000
x = 91.25085, y = 60.6, z = 288.5675, angle = -98.91954, collision = h0020B0_0000
x = 92.65953, y = 60.6, z = 288.6709, angle = -78.31229, collision = h0020B0_0000
x = 93.98405, y = 60.6, z = 288.2046, angle = -26.87782, collision = h0020B0_0000
x = 94.24592, y = 60.6, z = 286.9021, angle = 10.95315, collision = h0020B0_0000
x = 94.22025, y = 60.6, z = 285.8286, angle = -14.6338, collision = h0020B0_0000
x = 94.13976, y = 60.6, z = 284.6835, angle = 10.41926, collision = h0020B0_0000
x = 93.88398, y = 60.43334, z = 283.2736, angle = 9.37341, collision = h0020B0_0000
x = 93.72831, y = 59.89412, z = 282.3311, angle = -2.652654, collision = h0020B0_0000
x = 93.72502, y = 59.34896, z = 281.3782, angle = -3.507193, collision = h0020B0_0000
x = 93.78353, y = 58.80345, z = 280.4247, angle = -3.669533, collision = h0020B0_0000
x = 93.85399, y = 57.99999, z = 278.9939, angle = 0.1484746, collision = h0037B0_0000
x = 93.66734, y = 57.99999, z = 277.771, angle = 73.48888, collision = h0037B0_0000
x = 92.33051, y = 57.99999, z = 277.5456, angle = 131.1005, collision = h0037B0_0000
x = 91.39863, y = 57.99999, z = 278.4476, angle = 168.3315, collision = h0037B0_0000
x = 90.88276, y = 57.99999, z = 279.7773, angle = 145.5729, collision = h0037B0_0000
x = 89.87234, y = 58, z = 280.7146, angle = 76.50558, collision = h0037B0_0000
x = 88.65337, y = 58, z = 280.46, angle = 175.351, collision = h0037B0_0000
x = 88.88744, y = 58.06526, z = 281.5413, angle = -95.84575, collision = h0037B0_0000
x = 90.76723, y = 57.99999, z = 281.6876, angle = -145.7873, collision = h0037B0_0000
x = 91.32912, y = 58, z = 282.8587, angle = 156.7908, collision = h0037B0_0000
x = 90.64403, y = 58, z = 284.079, angle = 110.0496, collision = h0037B0_0000
x = 91.37658, y = 58, z = 284.8153, angle = -92.31252, collision = h0037B0_0000
x = 92.48491, y = 58, z = 284.8511, angle = -36.13916, collision = h0037B0_0000
x = 92.47983, y = 58, z = 283.8011, angle = 3.145493, collision = h0037B0_0000
x = 92.45374, y = 58, z = 282.3736, angle = -8.011853, collision = h0037B0_0000
x = 92.30067, y = 57.99999, z = 280.9949, angle = 35.12498, collision = h0037B0_0000
x = 90.07211, y = 58, z = 278.0188, angle = 115.5749, collision = h0037B0_0000
x = 88.72691, y = 58, z = 278.0372, angle = 19.18678, collision = h0037B0_0000
x = 88.65086, y = 58, z = 276.8175, angle = -55.60044, collision = h0037B0_0000
x = 89.86895, y = 58, z = 276.34, angle = -104.299, collision = h0037B0_0000
x = 91.24905, y = 57.99999, z = 276.3488, angle = -33.08475, collision = h0037B0_0000
x = 91.67515, y = 58, z = 275.2733, angle = 60.76728, collision = h0037B0_0000
x = 90.46076, y = 58, z = 274.7608, angle = 87.80405, collision = h0037B0_0000
x = 89.16702, y = 58, z = 274.3988, angle = -1.447631, collision = h0037B0_0000
x = 90.02666, y = 58, z = 273.6582, angle = -105.0061, collision = h0037B0_0000
x = 91.40445, y = 58, z = 273.7021, angle = -58.51952, collision = h0037B0_0000
x = 92.46842, y = 58, z = 272.8001, angle = 44.07499, collision = h0037B0_0000
x = 91.6925, y = 58, z = 272.0186, angle = 96.07767, collision = h0037B0_0000
x = 90.27107, y = 58, z = 272.1824, angle = 99.98292, collision = h0037B0_0000
x = 88.85718, y = 58, z = 272.377, angle = 22.56648, collision = h0037B0_0000
x = 88.4687, y = 58, z = 271.1431, angle = -40.85993, collision = h0037B0_0000
x = 89.47423, y = 58, z = 270.2688, angle = -88.91225, collision = h0037B0_0000
x = 90.90642, y = 58, z = 270.2356, angle = -97.80605, collision = h0037B0_0000
x = 92.15537, y = 58, z = 270.2523, angle = -26.83487, collision = h0037B0_0000
x = 92.47778, y = 58, z = 269.0442, angle = 71.61047, collision = h0037B0_0000
x = 91.16688, y = 58, z = 268.4914, angle = 24.28722, collision = h0037B0_0000
x = 90.59958, y = 58, z = 267.2424, angle = 14.20789, collision = h0037B0_0000
x = 89.65683, y = 58, z = 266.6157, angle = 109.3272, collision = h0037B0_0000
x = 88.45, y = 58, z = 267.025, angle = 73.50426, collision = h0037B0_0000
x = 91.50641, y = 58, z = 266.7782, angle = -108.4473, collision = h0037B0_0000
x = 92.8188, y = 58, z = 267.3418, angle = -117.7798, collision = h0037B0_0000
x = 94.07727, y = 58, z = 268.0269, angle = -123.126, collision = h0037B0_0000
x = 94.54826, y = 57.99077, z = 268.938, angle = 155.0287, collision = h0037B0_0000
x = 94.15553, y = 57.22448, z = 270.2921, angle = -175.0876, collision = h0037B0_0000
x = 94.23486, y = 56.68048, z = 271.2441, angle = -179.3198, collision = h0037B0_0000
x = 94.26053, y = 56.13549, z = 272.1978, angle = -178.9265, collision = h0037B0_0000
x = 94.27686, y = 55.79999, z = 273.6299, angle = 179.2423, collision = h0037B0_0000
x = 94.67141, y = 55.81741, z = 274.5782, angle = -51.53208, collision = h0037B0_0000
x = 95.44045, y = 55.79999, z = 273.9296, angle = -41.00187, collision = h0037B0_0000
x = 95.83011, y = 55.38951, z = 275.1533, angle = 179.2587, collision = h0037B0_0000
x = 95.77312, y = 54.84567, z = 276.105, angle = 179.9971, collision = h0037B0_0000
x = 95.77219, y = 54.30113, z = 277.0603, angle = -176.8004, collision = h0037B0_0000
x = 95.83336, y = 53.75723, z = 278.0098, angle = -166.0092, collision = h0037B0_0000
x = 96.01792, y = 53.22829, z = 278.9354, angle = -163.7093, collision = h0037B0_0000
x = 96.60674, y = 53, z = 279.8951, angle = -81.75272, collision = h0037B0_0000
x = 97.75758, y = 53, z = 279.3666, angle = -66.68049, collision = h0037B0_0000
x = 98.86256, y = 53, z = 279.4255, angle = -92.83828, collision = h0037B0_0000
x = 100.2128, y = 53, z = 279.7087, angle = 155.0197, collision = h0037B0_0000
x = 99.64422, y = 53, z = 280.6596, angle = 98.779, collision = h0037B0_0000
x = 98.45215, y = 53, z = 281.1425, angle = 125.5973, collision = h0037B0_0000
x = 97.44999, y = 53.16853, z = 282.0542, angle = -133.1695, collision = h0037B0_0000
x = 98.45074, y = 53, z = 282.2594, angle = -54.00463, collision = h0037B0_0000
x = 100.5893, y = 53, z = 281.2416, angle = -96.23588, collision = h0037B0_0000
x = 101.8311, y = 53, z = 281.3833, angle = -113.2221, collision = h0037B0_0000
x = 103.05, y = 53, z = 281.8391, angle = -17.59688, collision = h0037B0_0000
x = 102.6669, y = 53, z = 280.7725, angle = 75.94926, collision = h0037B0_0000
x = 99.65182, y = 53, z = 282.0701, angle = 95.49085, collision = h0037B0_0000
x = 100.2619, y = 53, z = 278.557, angle = 85.01154, collision = h0037B0_0000
x = 98.381, y = 53, z = 278.4527, angle = 38.65445, collision = h0037B0_0000
x = 97.645, y = 53, z = 277.5029, angle = -67.39388, collision = h0037B0_0000
x = 98.88013, y = 53, z = 276.9156, angle = -89.8274, collision = h0037B0_0000
x = 100.3047, y = 53, z = 276.8953, angle = -87.09997, collision = h0037B0_0000
x = 101.7362, y = 53, z = 276.8444, angle = -72.67775, collision = h0037B0_0000
x = 102.8493, y = 53, z = 276.1607, angle = -24.44773, collision = h0037B0_0000
x = 103.0488, y = 53, z = 274.9608, angle = 6.778935, collision = h0037B0_0000
x = 102.8581, y = 53, z = 273.5415, angle = 38.37864, collision = h0037B0_0000
x = 101.8681, y = 52.99999, z = 272.6319, angle = 113.2768, collision = h0037B0_0000
x = 100.9342, y = 53, z = 273.438, angle = -170.2367, collision = h0037B0_0000
x = 101.1572, y = 53, z = 274.8525, angle = -170.6841, collision = h0037B0_0000
x = 99.65023, y = 53, z = 277.6779, angle = 22.56533, collision = h0037B0_0000
x = 99.64658, y = 53, z = 276.0612, angle = -37.71283, collision = h0037B0_0000
x = 100.1092, y = 53, z = 274.4262, angle = 101.2847, collision = h0037B0_0000
x = 98.95274, y = 53, z = 274.8394, angle = 155.1843, collision = h0037B0_0000
x = 98.14384, y = 53, z = 275.9651, angle = 44.14676, collision = h0037B0_0000
x = 97.26579, y = 53, z = 275.1469, angle = 14.6458, collision = h0037B0_0000
x = 97.34643, y = 53, z = 273.7606, angle = -46.35445, collision = h0037B0_0000
x = 98.45107, y = 53, z = 272.9083, angle = -79.13067, collision = h0037B0_0000
x = 99.33611, y = 53, z = 272.1299, angle = 41.55031, collision = h0037B0_0000
x = 98.28899, y = 53, z = 271.2853, angle = 58.77021, collision = h0037B0_0000
x = 97.44999, y = 53.01299, z = 270.416, angle = -2.291269, collision = h0037B0_0000
x = 97.86693, y = 53, z = 269.1218, angle = -40.78149, collision = h0037B0_0000
x = 98.70941, y = 53, z = 268.1755, angle = -89.91732, collision = h0037B0_0000
x = 100.0366, y = 53, z = 268.1552, angle = -46.6186, collision = h0037B0_0000
x = 100.031, y = 53, z = 267.0855, angle = 45.79311, collision = h0037B0_0000
x = 99.14977, y = 53, z = 265.9904, angle = -12.59391, collision = h0037B0_0000
x = 99.28652, y = 53, z = 264.5786, angle = 70.10239, collision = h0037B0_0000
x = 98.14168, y = 53, z = 264.3283, angle = 144.3169, collision = h0037B0_0000
x = 97.30454, y = 53.00206, z = 265.2793, angle = 85.22159, collision = h0037B0_0000
x = 96.12484, y = 53, z = 264.8703, angle = 11.1795, collision = h0037B0_0000
x = 95.61944, y = 53, z = 263.5497, angle = 78.91164, collision = h0037B0_0000
x = 94.54473, y = 53, z = 263.6189, angle = 100.4739, collision = h0037B0_0000
x = 93.53246, y = 53, z = 263.8097, angle = 69.69469, collision = h0037B0_0000
x = 92.58949, y = 53, z = 263.45, angle = 64.44324, collision = h0037B0_0000
x = 91.28349, y = 53, z = 263.45, angle = 94.85749, collision = h0037B0_0000
x = 90.2661, y = 53, z = 264.1622, angle = 166.5886, collision = h0037B0_0000
x = 89.92955, y = 52.99999, z = 265.45, angle = 159.7174, collision = h0037B0_0000
x = 91.08056, y = 53, z = 265.1927, angle = -54.33381, collision = h0037B0_0000
x = 92.47978, y = 53, z = 264.5344, angle = 147.5423, collision = h0037B0_0000
x = 95.08546, y = 53, z = 264.6324, angle = -144.8945, collision = h0037B0_0000
x = 96.39342, y = 53.1159, z = 265.948, angle = -110.0555, collision = h0037B0_0000
x = 97.57318, y = 53.01857, z = 266.6691, angle = -148.9237, collision = h0037B0_0000
x = 98.98764, y = 53, z = 269.4804, angle = -171.6089, collision = h0037B0_0000
x = 95.45, y = 53, z = 279.97, angle = 96.22408, collision = h0037B0_0000
x = 95.78645, y = 55.79999, z = 272.7988, angle = 93.5573, collision = h0037B0_0000
x = 91.93286, y = 58, z = 267.8147, angle = 165.7445, collision = h0037B0_0000
x = 93.16897, y = 60.6, z = 286.7599, angle = 95.02211, collision = h0020B0_0000
x = 92.00912, y = 60.6, z = 286.8981, angle = 123.4535, collision = h0020B0_0000
x = 88.03702, y = 60.5771, z = 288.2416, angle = -102.1671, collision = h0020B0_0000
x = 91.93227, y = 60.6, z = 289.606, angle = -123.0486, collision = h0020B0_0000
x = 93.08968, y = 60.6, z = 290.3834, angle = -134.7543, collision = h0020B0_0000
x = 93.9587, y = 60.6, z = 291.3053, angle = 179.9138, collision = h0020B0_0000
x = 94.04203, y = 60.6, z = 292.6767, angle = 162.3561, collision = h0020B0_0000
x = 93.65266, y = 60.6, z = 294.0545, angle = -164.5673, collision = h0020B0_0000
x = 93.90866, y = 60.6, z = 295.4521, angle = 148.5545, collision = h0020B0_0000
x = 93.0545, y = 60.81741, z = 296.3948, angle = 92.70415, collision = h0020B0_0000
x = 92.10535, y = 61.35978, z = 296.4929, angle = 112.2794, collision = h0020B0_0000
x = 91.21151, y = 61.87054, z = 296.8242, angle = 88.32135, collision = h0020B0_0000
x = 89.93774, y = 62.59842, z = 296.8357, angle = 93.11674, collision = h0020B0_0000
x = 89.03685, y = 63.1132, z = 296.862, angle = 87.69194, collision = h0020B0_0000
x = 88.03941, y = 63.68317, z = 296.768, angle = 86.56448, collision = h0020B0_0000
x = 87.08558, y = 64.22822, z = 296.7604, angle = 63.10458, collision = h0020B0_0000
x = 86.08558, y = 64.89034, z = 296.3356, angle = 38.36047, collision = h0020B0_0000
x = 85.41476, y = 64.99999, z = 295.1965, angle = -43.8839, collision = h0020B0_0000
x = 86.44364, y = 64.99999, z = 294.3249, angle = -77.93608, collision = h0020B0_0000
x = 87.8475, y = 64.99999, z = 294.0385, angle = -77.86704, collision = h0020B0_0000
x = 89.23483, y = 64.99999, z = 293.6974, angle = -16.93664, collision = h0020B0_0000
x = 89.55543, y = 64.99999, z = 292.3985, angle = 36.65075, collision = h0020B0_0000
x = 88.6105, y = 64.99999, z = 291.3668, angle = 117.2491, collision = h0020B0_0000
x = 87.54472, y = 64.99999, z = 291.91, angle = 152.0895, collision = h0020B0_0000
x = 86.75514, y = 64.99999, z = 293.0871, angle = 98.39337, collision = h0020B0_0000
x = 85.35197, y = 64.99999, z = 293.334, angle = 55.91413, collision = h0020B0_0000
x = 84.34729, y = 64.99999, z = 292.5021, angle = 33.71358, collision = h0020B0_0000
