# Upper
x = -50.26352, y = -136.5, z = 50.94548, angle = -95, collision = h0001B0_0000
x = 115.0592, y = -170.0383, z = -10.92091, angle = -34.08081, collision = h0130B0_0000
x = 115.7648, y = -170.0888, z = -12.12838, angle = -45.58318, collision = h0130B0_0000
x = 116.5379, y = -170.0833, z = -12.86512, angle = -45.19851, collision = h0130B0_0000
x = 117.392, y = -170.0912, z = -13.74171, angle = -19.01495, collision = h0130B0_0000
x = 114.5126, y = -170.3251, z = -8.368612, angle = -155.8672, collision = h0130B0_0000
x = 114.7499, y = -170.2245, z = -7.14267, angle = -164.7087, collision = h0130B0_0000
x = 114.7306, y = -170.2483, z = -6.031784, angle = 154.3978, collision = h0130B0_0000
x = 114.2928, y = -170.436, z = -4.937356, angle = -142.6803, collision = h0130B0_0000
x = 114.9122, y = -170.2904, z = -3.841659, angle = -147.2891, collision = h0130B0_0000
x = 115.675, y = -170.2343, z = -2.657078, angle = 167.4282, collision = h0130B0_0000
x = 115.5793, y = -170.1918, z = -1.60289, angle = 165.5562, collision = h0130B0_0000
x = 115.1819, y = -169.942, z = -0.3462623, angle = 113.7954, collision = h0130B0_0000
x = 114.1608, y = -169.7958, z = -0.3728092, angle = 26.06138, collision = h0130B0_0000
x = 113.5192, y = -170.2123, z = -1.315214, angle = -9.444581, collision = h0130B0_0000
x = 113.6026, y = -170.5146, z = -2.619137, angle = -33.94649, collision = h0130B0_0000
x = 112.8274, y = -171, z = -4.483575, angle = 132.1241, collision = h0030B0_0000
x = 111.9265, y = -171, z = -3.770325, angle = 153.0772, collision = h0130B0_0000
x = 111.1464, y = -170.3321, z = -2.443479, angle = 135.384, collision = h0130B0_0000
x = 110.4286, y = -170.0457, z = -1.597853, angle = 87.26388, collision = h0130B0_0000
x = 109.3867, y = -170.1501, z = -2.723099, angle = -14.4723, collision = h0130B0_0000
x = 109.5772, y = -170.4043, z = -3.887868, angle = -20.94718, collision = h0130B0_0000
x = 110.0304, y = -170.7546, z = -5.114682, angle = -41.23563, collision = h0030B0_0000
x = 110.9059, y = -171, z = -6.184351, angle = -32.99293, collision = h0030B0_0000
x = 111.5311, y = -171, z = -7.078685, angle = 45.90839, collision = h0030B0_0000
x = 110.7122, y = -170.9749, z = -8.012838, angle = 77.91046, collision = h0130B0_0000
x = 109.3452, y = -170.726, z = -8.309267, angle = 110.4475, collision = h0130B0_0000
x = 108.2985, y = -170.8562, z = -8.042094, angle = 129.1077, collision = h0130B0_0000
x = 106.6753, y = -170.4818, z = -7.027745, angle = -177.1685, collision = h0030B0_0000
x = 106.4511, y = -169.6799, z = -5.514821, angle = -162.434, collision = h0030B0_0000
x = 106.8165, y = -168.849, z = -4.107448, angle = -155.3809, collision = h0030B0_0000
x = 107.4799, y = -168.0027, z = -2.70497, angle = 176.6465, collision = h0030B0_0000
x = 107.4335, y = -168, z = -1.542464, angle = -144.0953, collision = h0030B0_0000
x = 107.8533, y = -168, z = -0.4887613, angle = -97.19009, collision = h0030B0_0000
x = 107.9737, y = -168, z = 1.013567, angle = -122.0569, collision = h0030B0_0000
x = 108.6242, y = -168, z = 1.835876, angle = -70.59863, collision = h0030B0_0000
x = 109.9552, y = -167.6958, z = 1.558459, angle = -71.34, collision = h0030B0_0000
x = 111.1584, y = -167.3169, z = 1.111752, angle = -92.84559, collision = h0030B0_0000
x = 111.0805, y = -167.7037, z = 2.343283, angle = 160.037, collision = h0030B0_0000
x = 110.6799, y = -168.0002, z = 3.370687, angle = -150.1676, collision = h0030B0_0000
x = 111.1254, y = -168.0002, z = 4.549404, angle = -106.3825, collision = h0030B0_0000
x = 111.9583, y = -168.0002, z = 3.96909, angle = -74.38924, collision = h0030B0_0000
x = 112.82, y = -167.888, z = 3.230528, angle = -23.12998, collision = h0030B0_0000
x = 112.5941, y = -167.4293, z = 2.107709, angle = 84.46367, collision = h0030B0_0000
x = 109.3175, y = -168.0001, z = 3.22182, angle = 94.03864, collision = h0030B0_0000
x = 108.196, y = -168.0001, z = 3.324006, angle = 70.35057, collision = h0130B0_0000
x = 106.9503, y = -167.884, z = 2.975419, angle = 19.09786, collision = h0030B0_0000
x = 106.4623, y = -168, z = 1.75921, angle = -10.23854, collision = h0030B0_0000
x = 106.5616, y = -168, z = 0.575745, angle = -11.20777, collision = h0030B0_0000
x = 106.6533, y = -167.7923, z = -0.645153, angle = 93.55454, collision = h0030B0_0000
x = 105.286, y = -167.6563, z = -0.6621518, angle = 139.4178, collision = h0030B0_0000
x = 104.522, y = -168, z = 0.06721048, angle = 130.8444, collision = h0030B0_0000
x = 103.4813, y = -168, z = 1.023751, angle = 109.4116, collision = h0030B0_0000
x = 102.2669, y = -167.9999, z = 1.397404, angle = 26.15637, collision = h0030B0_0000
x = 101.5736, y = -168, z = 0.5603275, angle = -16.27114, collision = h0030B0_0000
x = 101.8176, y = -168, z = -0.7494299, angle = -1.393345, collision = h0030B0_0000
x = 101.9325, y = -168, z = -2.086843, angle = 29.4856, collision = h0030B0_0000
x = 101.574, y = -168, z = -3.142916, angle = 73.94418, collision = h0130B0_0000
x = 100.3749, y = -167.801, z = -3.630874, angle = 75.85534, collision = h0030B0_0000
x = 98.98737, y = -167.9962, z = -3.9796, angle = 73.84731, collision = h0030B0_0000
x = 96.00397, y = -170.6988, z = -5.309566, angle = 74.69736, collision = h0030B0_0000
x = 95.32063, y = -170.8851, z = -6.311031, angle = 37.95204, collision = h0030B0_0000
x = 94.66508, y = -170.8662, z = -7.128271, angle = 77.96318, collision = h0030B0_0000
x = 93.65507, y = -170.7679, z = -7.420302, angle = 89.1165, collision = h0030B0_0000
x = 92.22308, y = -170.478, z = -7.504824, angle = 90.8723, collision = h0030B0_0000
x = 90.937, y = -170.2094, z = -7.486055, angle = 92.58569, collision = h0030B0_0000
x = 89.7214, y = -170.0697, z = -7.43912, angle = 87.649, collision = h0030B0_0000
x = 86.8418, y = -170.3934, z = -8.378242, angle = -2.155252, collision = h0030B0_0000
x = 86.71361, y = -170.94, z = -9.475988, angle = -23.0105, collision = h0130B0_0000
x = 87.19169, y = -170.8477, z = -10.83515, angle = -11.49332, collision = h0130B0_0000
x = 87.42762, y = -170.6681, z = -12.08822, angle = 16.57742, collision = h0130B0_0000
x = 87.15565, y = -170.3527, z = -13.24807, angle = 23.304, collision = h0130B0_0000
x = 86.79156, y = -169.9541, z = -14.43628, angle = -22.46927, collision = h0130B0_0000
x = 87.30134, y = -169.9565, z = -15.70329, angle = -47.04178, collision = h0130B0_0000
x = 88.06801, y = -170.0702, z = -16.49795, angle = -51.4116, collision = h0130B0_0000
x = 89.10657, y = -170.3609, z = -17.32652, angle = -51.77385, collision = h0130B0_0000
x = 90.19108, y = -170.4388, z = -18.19877, angle = -39.48857, collision = h0130B0_0000
x = 90.9156, y = -170.446, z = -19.01165, angle = -45.58823, collision = h0130B0_0000
x = 91.92489, y = -170.4116, z = -20.03635, angle = -60.02067, collision = h0030B0_0000
x = 93.36075, y = -170.3931, z = -20.1669, angle = -107.1695, collision = h0030B0_0000
x = 94.70406, y = -170.5999, z = -19.81054, angle = -105.4895, collision = h0030B0_0000
x = 95.9168, y = -170.7274, z = -19.35324, angle = -157.4433, collision = h0130B0_0000
x = 96.49593, y = -170.8264, z = -18.08989, angle = 145.694, collision = h0130B0_0000
x = 96.00465, y = -171, z = -17.14104, angle = 118.0131, collision = h0030B0_0000
x = 94.79866, y = -171, z = -16.37067, angle = 111.6515, collision = h0030B0_0000
x = 93.82514, y = -171, z = -15.95464, angle = 56.14437, collision = h0130B0_0000
x = 92.5838, y = -170.7475, z = -16.55494, angle = 54.53808, collision = h0130B0_0000
x = 91.51659, y = -170.6116, z = -17.3156, angle = 51.69109, collision = h0130B0_0000
x = 92.02867, y = -170.541, z = -18.1793, angle = -119.0561, collision = h0130B0_0000
x = 92.93611, y = -170.6692, z = -17.59763, angle = -71.55687, collision = h0130B0_0000
x = 94.32847, y = -170.8157, z = -17.91098, angle = -61.15925, collision = h0130B0_0000
x = 96.67017, y = -170.5955, z = -20.68499, angle = -25.46006, collision = h0130B0_0000
x = 97.37147, y = -170.3365, z = -21.89009, angle = -106.5228, collision = h0130B0_0000
x = 98.35876, y = -170.4103, z = -21.1578, angle = -139.305, collision = h0130B0_0000
x = 99.29069, y = -170.538, z = -20.06106, angle = -163.5223, collision = h0130B0_0000
x = 99.70019, y = -170.5513, z = -19.08827, angle = -161.9406, collision = h0130B0_0000
x = 100.1323, y = -170.6509, z = -17.75291, angle = -158.9087, collision = h0130B0_0000
x = 100.5984, y = -170.8984, z = -16.52335, angle = -147.7029, collision = h0030B0_0000
x = 101.1442, y = -171, z = -15.5561, angle = -101.255, collision = h0030B0_0000
x = 102.4157, y = -171, z = -15.16904, angle = -76.52229, collision = h0030B0_0000
x = 103.7006, y = -171, z = -15.45712, angle = -54.6548, collision = h0030B0_0000
x = 104.7292, y = -171, z = -16.08065, angle = -55.7399, collision = h0030B0_0000
x = 105.7785, y = -171, z = -16.82634, angle = -70.8438, collision = h0030B0_0000
x = 107.0801, y = -171, z = -17.34878, angle = -141.2723, collision = h0030B0_0000
x = 108.0059, y = -171, z = -16.12718, angle = 157.7428, collision = h0030B0_0000
x = 107.5493, y = -171, z = -14.83226, angle = 71.85461, collision = h0030B0_0000
x = 106.3392, y = -171, z = -14.95868, angle = 76.39525, collision = h0030B0_0000
x = 104.7174, y = -171, z = -15.06544, angle = 127.9507, collision = h0030B0_0000
x = 103.8601, y = -171, z = -14.38665, angle = 114.766, collision = h0030B0_0000
x = 102.7139, y = -171, z = -13.81082, angle = -148.4433, collision = h0030B0_0000
x = 102.7325, y = -171, z = -12.78966, angle = -134.7436, collision = h0030B0_0000
x = 103.6259, y = -171, z = -11.82844, angle = -141.9094, collision = h0130B0_0000
x = 104.3815, y = -170.8873, z = -10.94374, angle = 168.7296, collision = h0130B0_0000
x = 104.554, y = -170.6886, z = -9.561171, angle = 62.29858, collision = h0030B0_0000
x = 103.5422, y = -170.6786, z = -9.542782, angle = 27.11537, collision = h0130B0_0000
x = 102.8662, y = -171, z = -10.70162, angle = 26.21524, collision = h0030B0_0000
x = 101.4673, y = -171, z = -12.78374, angle = 59.25145, collision = h0030B0_0000
x = 100.3082, y = -171, z = -13.42937, angle = 62.66663, collision = h0030B0_0000
x = 99.16369, y = -171, z = -14.04785, angle = 59.27335, collision = h0030B0_0000
x = 97.94408, y = -171, z = -14.76322, angle = 66.46281, collision = h0030B0_0000
x = 96.76354, y = -171, z = -15.27469, angle = 84.3475, collision = h0030B0_0000
x = 95.63173, y = -171, z = -15.53024, angle = 93.78874, collision = h0030B0_0000
x = 93.03419, y = -170.9816, z = -15.24434, angle = 110.8982, collision = h0030B0_0000
x = 91.83638, y = -171, z = -14.83602, angle = 123.5192, collision = h0030B0_0000
x = 90.68896, y = -170.9718, z = -14.1449, angle = 138.6051, collision = h0030B0_0000
x = 89.8652, y = -171, z = -13.36729, angle = 152.9283, collision = h0030B0_0000
x = 89.13355, y = -170.9701, z = -12.15975, angle = -164.522, collision = h0030B0_0000
x = 89.13393, y = -170.997, z = -10.89451, angle = -120.4311, collision = h0030B0_0000
x = 90.2348, y = -170.9646, z = -10.13204, angle = -104.9838, collision = h0030B0_0000
x = 91.59893, y = -170.9427, z = -9.724607, angle = -112.3396, collision = h0030B0_0000
x = 92.62694, y = -170.9556, z = -9.317027, angle = -111.9987, collision = h0030B0_0000
x = 93.96198, y = -170.9924, z = -8.777164, angle = -111.6776, collision = h0030B0_0000
x = 94.99556, y = -170.9967, z = -8.369826, angle = -108.3865, collision = h0030B0_0000
x = 96.37453, y = -170.9973, z = -7.968046, angle = -64.62523, collision = h0030B0_0000
x = 97.57725, y = -170.9701, z = -8.434732, angle = -95.41266, collision = h0030B0_0000
x = 98.69395, y = -170.9701, z = -8.47646, angle = -122.982, collision = h0030B0_0000
x = 99.86887, y = -170.9906, z = -7.811956, angle = -129.0115, collision = h0030B0_0000
x = 100.9307, y = -170.8131, z = -7.010574, angle = -82.57076, collision = h0030B0_0000
x = 102.0767, y = -170.7247, z = -7.088852, angle = -77.62267, collision = h0030B0_0000
x = 103.3211, y = -170.7242, z = -7.412491, angle = -83.7617, collision = h0130B0_0000
x = 104.7224, y = -170.724, z = -7.641293, angle = -10.44456, collision = h0130B0_0000
x = 105.0735, y = -170.6555, z = -8.622271, angle = 2.088481, collision = h0130B0_0000
x = 105.6233, y = -170.6593, z = -10.42797, angle = -87.87795, collision = h0130B0_0000
x = 106.6449, y = -170.5089, z = -10.71032, angle = -120.594, collision = h0030B0_0000
x = 107.5965, y = -170.4287, z = -11.05472, angle = -175.1969, collision = h0030B0_0000
x = 108.5323, y = -170.7639, z = -12.14144, angle = -62.69526, collision = h0130B0_0000
x = 109.8538, y = -170.6556, z = -12.70354, angle = -104.4697, collision = h0130B0_0000
x = 111.0633, y = -170.5411, z = -12.29928, angle = -144.8022, collision = h0130B0_0000
x = 110.4558, y = -170.621, z = -9.368092, angle = 117.4398, collision = h0130B0_0000
x = 104.0038, y = -167.9314, z = -0.8820193, angle = 176.3898, collision = h0030B0_0000
x = 100.426, y = -167.9763, z = -2.614398, angle = 167.4938, collision = h0030B0_0000
x = 100.1784, y = -167.9828, z = -1.263615, angle = 167.0562, collision = h0030B0_0000
x = 99.82968, y = -168, z = -0.03442454, angle = -172.1556, collision = h0030B0_0000
x = 99.91302, y = -168, z = 1.13984, angle = 160.6089, collision = h0030B0_0000
x = 98.94881, y = -167.5751, z = 1.707414, angle = 55.12957, collision = h0030B0_0000
x = 97.77365, y = -167, z = 1.15219, angle = 78.24785, collision = h0030B0_0000
x = 96.84892, y = -167.0001, z = 0.7059733, angle = 102.916, collision = h0030B0_0000
x = 95.48177, y = -167, z = 0.8198842, angle = 123.1011, collision = h0030B0_0000
x = 94.43627, y = -167, z = 1.466062, angle = -162.7906, collision = h0030B0_0000
x = 94.6572, y = -166.9999, z = 2.670737, angle = -129.2952, collision = h0030B0_0000
x = 98.13729, y = -167.0001, z = 2.344313, angle = -179.8736, collision = h0030B0_0000
x = 98.15074, y = -167, z = 3.391186, angle = -176.4659, collision = h0030B0_0000
x = 98.42554, y = -167, z = 4.71566, angle = -126.5241, collision = h0030B0_0000
x = 99.20509, y = -167, z = 5.350687, angle = -83.06004, collision = h0030B0_0000
x = 100.3614, y = -167, z = 5.108918, angle = -48.3411, collision = h0030B0_0000
x = 101.5687, y = -167, z = 4.835013, angle = -151.2421, collision = h0030B0_0000
x = 102.1269, y = -167.0001, z = 5.724656, angle = -136.8369, collision = h0130B0_0000
x = 102.9847, y = -166.7538, z = 6.639816, angle = -93.91827, collision = h0130B0_0000
x = 104.3507, y = -166.8166, z = 6.676367, angle = -67.73499, collision = h0130B0_0000
x = 105.3793, y = -166.7705, z = 6.314957, angle = -63.48147, collision = h0030B0_0000
x = 106.5825, y = -166.3859, z = 5.720118, angle = -48.84249, collision = h0030B0_0000
x = 104.6723, y = -166.6901, z = 5.597303, angle = 66.65276, collision = h0030B0_0000
x = 103.3834, y = -166.7654, z = 5.138799, angle = 64.92199, collision = h0030B0_0000
x = 100.6843, y = -167.0001, z = 3.43247, angle = 61.99883, collision = h0030B0_0000
x = 99.72676, y = -167.0001, z = 2.950396, angle = 44.6688, collision = h0030B0_0000
x = 97.00837, y = -167.0001, z = 2.080924, angle = -135.7134, collision = h0030B0_0000
x = 101.7373, y = -166.7996, z = 6.767329, angle = 75.22586, collision = h0130B0_0000
x = 100.5717, y = -166.8098, z = 6.963585, angle = 52.27008, collision = h0130B0_0000
x = 97.00261, y = -167, z = 3.308425, angle = 30.11932, collision = h0030B0_0000
x = 95.66908, y = -167, z = 1.904026, angle = 140.3685, collision = h0030B0_0000
x = 94.93741, y = -167, z = 3.660219, angle = -135.7913, collision = h0031B0_0000
x = 95.93367, y = -166.2188, z = 4.787511, angle = -142.5333, collision = h0031B0_0000
x = 96.48871, y = -165.7057, z = 5.519356, angle = -138.6572, collision = h0031B0_0000
x = 97.0985, y = -165.1903, z = 6.230267, angle = -137.8461, collision = h0031B0_0000
x = 97.82662, y = -165, z = 6.982603, angle = -94.17156, collision = h0031B0_0000
x = 99.08486, y = -165, z = 7.284796, angle = -138.7328, collision = h0031B0_0000
x = 99.78196, y = -165, z = 8.004385, angle = -146.4134, collision = h0031B0_0000
x = 101.1431, y = -165.021, z = 7.704647, angle = -87.5918, collision = h0130B0_0000
x = 97.08298, y = -165, z = 7.70839, angle = 78.49977, collision = h0031B0_0000
x = 96.05055, y = -165, z = 7.733373, angle = 57.44061, collision = h0031B0_0000
x = 95.15912, y = -165, z = 7.198188, angle = 36.73847, collision = h0031B0_0000
x = 94.37866, y = -165, z = 6.001035, angle = 16.17051, collision = h0031B0_0000
x = 93.99793, y = -164.9351, z = 4.73485, angle = 76.79893, collision = h0031B0_0000
x = 93.10271, y = -164.957, z = 5.473492, angle = -165.2289, collision = h0031B0_0000
x = 93.42436, y = -165, z = 6.92321, angle = 143.1381, collision = h0031B0_0000
x = 92.68573, y = -165, z = 7.956595, angle = 126.9883, collision = h0031B0_0000
x = 91.54845, y = -165, z = 8.909858, angle = 136.1522, collision = h0031B0_0000
x = 90.62874, y = -165, z = 9.860453, angle = 167.5253, collision = h0031B0_0000
x = 90.66078, y = -165, z = 11.18629, angle = -131.6138, collision = h0031B0_0000
x = 91.61573, y = -165, z = 12.09175, angle = -125.1815, collision = h0031B0_0000
x = 92.88638, y = -165, z = 12.91281, angle = -114.5484, collision = h0031B0_0000
x = 93.41621, y = -165, z = 14.1424, angle = -164.3512, collision = h0031B0_0000
x = 94.06149, y = -165, z = 15.15567, angle = -110.0768, collision = h0031B0_0000
x = 95.4724, y = -165, z = 15.60468, angle = -89.58214, collision = h0031B0_0000
x = 93.15361, y = -165, z = 11.54197, angle = -11.51961, collision = h0031B0_0000
x = 93.28477, y = -165, z = 10.24713, angle = -31.0128, collision = h0031B0_0000
x = 94.1785, y = -165, z = 9.380213, angle = -105.7859, collision = h0031B0_0000
x = 95.26933, y = -165, z = 9.054392, angle = 10.03282, collision = h0031B0_0000
x = 97.31261, y = -165, z = 8.752595, angle = 147.5824, collision = h0131B0_0000
x = 96.88241, y = -164.9, z = 9.943686, angle = -157.3716, collision = h0131B0_0000
x = 97.37962, y = -164.9, z = 10.99349, angle = 152.7888, collision = h0131B0_0000
x = 97.89773, y = -164.9, z = 12.16669, angle = -163.4645, collision = h0131B0_0000
x = 98.27782, y = -164.9, z = 13.10225, angle = -157.9447, collision = h0131B0_0000
