x = -19.71554, y = 48.91821, z = 954.4495, angle = 20, collision = h0100B0_0000
x = -73.14906, y = 47.25293, z = 910.5034, angle = -160.2254, collision = h0028B0
x = -72.65052, y = 47.34875, z = 911.8446, angle = -174.2976, collision = h0028B0
x = -72.50318, y = 47.46825, z = 913.2664, angle = -168.3518, collision = h0028B0
x = -72.2349, y = 47.68959, z = 914.5008, angle = -138.8632, collision = h0028B0
x = -71.16714, y = 48.11503, z = 915.2687, angle = -33.4481, collision = h0028B0
x = -70.37402, y = 47.65797, z = 914.5641, angle = -22.30531, collision = h0028B0
x = -69.9081, y = 47.64277, z = 913.2207, angle = -16.47667, collision = h0028B0
x = -69.44059, y = 47.6247, z = 911.8715, angle = -44.56746, collision = h0028B0
x = -68.51769, y = 47.55585, z = 911.0273, angle = -69.79736, collision = h0028B0
x = -67.1607, y = 47.84072, z = 910.5885, angle = -98.06651, collision = h0028B0
x = -65.76889, y = 48.27677, z = 910.8599, angle = -126.4751, collision = h0028B0
x = -64.76187, y = 48.39562, z = 911.8232, angle = -169.5794, collision = h0028B0
x = -62.50522, y = 48.70018, z = 913.5119, angle = -75.65685, collision = h0028B0
x = -61.1279, y = 49.23135, z = 913.1084, angle = -54.63748, collision = h0028B0
x = -60.10678, y = 49.43293, z = 912.3394, angle = -29.64757, collision = h0028B0
x = -59.70465, y = 50.05413, z = 911.0275, angle = 34.12794, collision = h0028B0
x = -60.51564, y = 50.24307, z = 909.8866, angle = 14.81868, collision = h0028B0
x = -60.81786, y = 50.46683, z = 908.5577, angle = -40.88992, collision = h0028B0
x = -60.00023, y = 50.44748, z = 907.4139, angle = 39.23173, collision = h0028B0
x = -60.89152, y = 50.49883, z = 906.9236, angle = 8.561164, collision = h0028B0
x = -61.37753, y = 50.48878, z = 905.8608, angle = 12.46777, collision = h0028B0
x = -61.81801, y = 50.66074, z = 904.7626, angle = 37.97408, collision = h0028B0
x = -62.18718, y = 50.83058, z = 903.4226, angle = 4.467695, collision = h0028B0
x = -62.1638, y = 50.57191, z = 902.0034, angle = -22.86045, collision = h0028B0
x = -61.65343, y = 50.73898, z = 900.8466, angle = -19.95576, collision = h0028B0
x = -61.21768, y = 51.00568, z = 899.4946, angle = -8.204887, collision = h0028B0
x = -61.29932, y = 51.20193, z = 898.0988, angle = 0.4857767, collision = h0028B0
x = -61.41296, y = 51.403, z = 896.6785, angle = -2.390047, collision = h0028B0
x = -61.30724, y = 51.65491, z = 895.2528, angle = -40.51638, collision = h0028B0
x = -60.42178, y = 51.64517, z = 894.1383, angle = -36.56919, collision = h0028B0
x = -59.77193, y = 51.61906, z = 893.0643, angle = -9.458965, collision = h0028B0
x = -59.42472, y = 51.44536, z = 891.686, angle = -55.44712, collision = h0028B0
x = -58.26769, y = 51.55302, z = 890.8651, angle = -68.64529, collision = h0028B0
x = -56.93879, y = 51.57087, z = 890.3303, angle = -65.00392, collision = h0028B0
x = -55.64089, y = 51.49671, z = 889.7231, angle = -96.143, collision = h0028B0
x = -54.276, y = 51.46546, z = 889.8347, angle = -115.7142, collision = h0028B0
x = -53.11691, y = 51.41646, z = 890.3431, angle = -99.75562, collision = h0028B0
x = -51.70378, y = 51.31417, z = 890.5208, angle = -89.46698, collision = h0028B0
x = -50.27093, y = 51.31823, z = 890.5101, angle = -95.78627, collision = h0028B0
x = -48.85228, y = 51.62178, z = 890.6911, angle = -109.7401, collision = h0028B0
x = -47.52542, y = 52.00705, z = 891.2193, angle = -128.7297, collision = h0028B0
x = -46.95953, y = 52.44635, z = 892.1724, angle = -156.3896, collision = h0028B0
x = -46.95889, y = 52.57769, z = 893.3252, angle = 169.6252, collision = h0028B0
x = -47.20475, y = 52.54472, z = 894.7256, angle = 179.7752, collision = h0028B0
x = -47.15664, y = 52.62587, z = 896.1243, angle = -167.3033, collision = h0028B0
x = -46.95653, y = 52.64187, z = 897.528, angle = -177.882, collision = h0028B0
x = -46.95573, y = 52.66543, z = 898.9599, angle = 157.2916, collision = h0028B0
x = -47.74092, y = 52.48618, z = 899.9253, angle = 83.32973, collision = h0028B0
x = -48.99459, y = 52.0479, z = 899.64, angle = 60.8452, collision = h0028B0
x = -50.35742, y = 51.69523, z = 899.3641, angle = 125.6793, collision = h0028B0
x = -51.41299, y = 51.58217, z = 900.1356, angle = 133.538, collision = h0028B0
x = -52.09156, y = 51.4375, z = 901.3156, angle = -153.1981, collision = h0028B0
x = -51.4565, y = 51.48421, z = 902.6255, angle = -119.8174, collision = h0028B0
x = -50.55175, y = 51.54646, z = 903.2315, angle = -122.6889, collision = h0028B0
x = -49.2988, y = 51.88198, z = 903.8301, angle = -172.9483, collision = h0028B0
x = -49.58123, y = 51.92345, z = 904.7946, angle = -161.9091, collision = h0028B0
x = -49.21169, y = 51.98289, z = 906.0337, angle = -153.2825, collision = h0028B0
x = -48.44231, y = 52.09237, z = 907.1993, angle = -135.8105, collision = h0028B0
x = -47.6015, y = 52.27854, z = 908.3271, angle = -176.6978, collision = h0028B0
x = -47.74693, y = 52.36956, z = 909.684, angle = 111.1012, collision = h0028B0
x = -49.04248, y = 52.39575, z = 910.1188, angle = 82.04395, collision = h0028B0
x = -50.44114, y = 52.38566, z = 910.1719, angle = 117.0416, collision = h0028B0
x = -51.5829, y = 52.28307, z = 910.6991, angle = 129.3071, collision = h0028B0
x = -52.47619, y = 52.24221, z = 911.2589, angle = 171.5901, collision = h0028B0
x = -51.4308, y = 52.39534, z = 912.2896, angle = -146.5551, collision = h0028B0
x = -50.77142, y = 52.5032, z = 913.3048, angle = 42.94537, collision = h0028B0
x = -50.63792, y = 52.20007, z = 908.9603, angle = -25.68297, collision = h0028B0
x = -49.93266, y = 51.99412, z = 907.688, angle = -54.53607, collision = h0028B0
x = -47.4177, y = 52.22763, z = 906.6143, angle = -106.4581, collision = h0028B0
x = -46.36917, y = 52.3152, z = 907.0869, angle = 177.5014, collision = h0028B0
x = -46.38318, y = 52.31676, z = 908.5157, angle = -179.4067, collision = h0028B0
x = -46.19827, y = 52.3563, z = 909.915, angle = -123.5383, collision = h0027B0
x = -45.21377, y = 52.82586, z = 910.6033, angle = -99.5918, collision = h0027B0
x = -44.15161, y = 53.3595, z = 910.8146, angle = -96.4202, collision = h0027B0
x = -41.76457, y = 54.55884, z = 910.9285, angle = -84.33846, collision = h0027B0
x = -40.68528, y = 55.10113, z = 910.7988, angle = -82.07915, collision = h0027B0
x = -41.81879, y = 54.53126, z = 913.3901, angle = 132.6517, collision = h0027B0
x = -42.74255, y = 54.06701, z = 914.2616, angle = 131.6189, collision = h0027B0
x = -44.11036, y = 53.3796, z = 915.4601, angle = -178.5823, collision = h0027B0
x = -43.19194, y = 53.84098, z = 915.9789, angle = -76.52493, collision = h0027B0
x = -41.90974, y = 54.48523, z = 915.8745, angle = -174.7031, collision = h0027B0
x = -41.79899, y = 54.56882, z = 917.0997, angle = 149.0659, collision = h0028B0
x = -42.53704, y = 53.19767, z = 918.855, angle = 91.54289, collision = h0028B0
x = -42.60452, y = 53.03449, z = 917.5566, angle = 84.57082, collision = h0028B0
x = -43.99003, y = 52.75819, z = 917.5488, angle = 101.5466, collision = h0028B0
x = -45.02549, y = 52.54408, z = 917.6403, angle = 37.09353, collision = h0027B0
x = -45.81374, y = 52.59061, z = 916.6678, angle = 32.83265, collision = h0027B0
x = -46.8026, y = 52.39178, z = 914.677, angle = -13.86445, collision = h0028B0
x = -46.62214, y = 52.38034, z = 913.6866, angle = -14.33415, collision = h0028B0
x = -46.29433, y = 52.36233, z = 912.3956, angle = -13.18274, collision = h0028B0
x = -46.0235, y = 52.41894, z = 911.2358, angle = -11.72062, collision = h0027B0
x = -46.04221, y = 52.41026, z = 905.9504, angle = -64.57748, collision = h0027B0
x = -44.85051, y = 53.00909, z = 905.363, angle = -94.25004, collision = h0027B0
x = -43.5518, y = 53.6616, z = 905.5039, angle = -159.7637, collision = h0027B0
x = -42.99516, y = 53.94112, z = 906.6183, angle = -148.2964, collision = h0027B0
x = -42.28745, y = 54.29652, z = 907.9422, angle = -142.8812, collision = h0027B0
x = -41.48107, y = 54.70154, z = 909.0021, angle = -145.9133, collision = h0027B0
x = -39.73524, y = 55.57857, z = 910.0964, angle = -15.87264, collision = h0027B0
x = -39.2604, y = 55.6946, z = 908.9021, angle = -64.65903, collision = h0027B0
x = -37.20601, y = 55.67593, z = 908.2014, angle = -108.4378, collision = h0027B0
x = -34.41875, y = 54.95135, z = 909.0905, angle = -79.11426, collision = h0025B0
x = -32.96433, y = 54.95573, z = 908.8954, angle = -56.23692, collision = h0025B0
x = -31.85798, y = 54.96214, z = 908.2178, angle = -36.35217, collision = h0025B0
x = -30.9679, y = 54.97814, z = 907.0059, angle = -25.0461, collision = h0025B0
x = -30.41417, y = 54.9881, z = 905.8249, angle = -8.5613, collision = h0025B0
x = -30.27458, y = 54.98934, z = 904.3689, angle = 30.20453, collision = h0025B0
x = -30.81664, y = 54.96774, z = 903.2562, angle = 9.176428, collision = h0025B0
x = -31.02983, y = 54.96603, z = 902.2523, angle = 15.40449, collision = h0025B0
x = -31.39946, y = 54.96306, z = 900.9346, angle = 25.82089, collision = h0025B0
x = -31.8678, y = 54.95677, z = 899.8773, angle = 34.92104, collision = h0025B0
x = -32.6853, y = 55.06214, z = 898.7637, angle = 54.59896, collision = h0025B0
x = -34.07378, y = 55.69458, z = 898.9313, angle = 124.4647, collision = h0038B0
x = -35.37163, y = 55.23382, z = 899.6079, angle = 100.1433, collision = h0038B0
x = -36.78837, y = 54.52803, z = 899.7047, angle = 72.88842, collision = h0038B0
x = -38.00549, y = 54.4886, z = 899.3529, angle = 103.8436, collision = h0038B0
x = -39.38718, y = 54.46664, z = 899.4202, angle = 104.1813, collision = h0038B0
x = -40.77069, y = 54.46585, z = 899.8316, angle = 95.58358, collision = h0038B0
x = -42.19538, y = 54.46725, z = 899.921, angle = 77.323, collision = h0038B0
x = -43.58609, y = 54.43563, z = 899.5914, angle = 60.13122, collision = h0038B0
x = -44.67085, y = 54.39952, z = 898.9312, angle = 10.22635, collision = h0038B0
x = -44.32303, y = 54.29036, z = 897.1423, angle = -14.54487, collision = h0038B0
x = -44.7009, y = 54.31335, z = 895.8829, angle = 21.80864, collision = h0038B0
x = -45.25422, y = 54.43939, z = 894.7959, angle = -14.26277, collision = h0038B0
x = -44.68857, y = 54.49401, z = 893.6025, angle = -67.29176, collision = h0038B0
x = -43.51065, y = 54.41769, z = 893.3408, angle = -113.0251, collision = h0038B0
x = -42.24069, y = 54.09163, z = 893.8723, angle = -124.7149, collision = h0038B0
x = -41.12312, y = 54.12234, z = 893.6788, angle = -56.41204, collision = h0038B0
x = -40.15183, y = 54.19215, z = 892.9396, angle = -5.719955, collision = h0038B0
x = -39.15361, y = 54.35657, z = 893.0327, angle = -66.84676, collision = h0038B0
x = -37.90955, y = 54.47552, z = 893.0934, angle = -72.54961, collision = h0038B0
x = -45.19559, y = 54.49052, z = 892.2412, angle = -0.8403592, collision = h0038B0
x = -45.04671, y = 54.452, z = 891.0208, angle = -39.8115, collision = h0038B0
x = -44.01915, y = 54.43822, z = 890.0911, angle = -85.84428, collision = h0038B0
x = -42.59798, y = 54.27167, z = 889.9146, angle = -82.89503, collision = h0038B0
x = -41.17582, y = 54.25587, z = 889.7401, angle = -90.77417, collision = h0038B0
x = -39.90162, y = 54.46116, z = 889.7031, angle = -42.89356, collision = h0038B0
x = -38.96941, y = 54.48092, z = 888.6147, angle = 6.693818, collision = h0038B0
x = -39.35848, y = 54.48566, z = 887.2265, angle = 86.67355, collision = h0038B0
x = -40.55934, y = 54.48587, z = 887.162, angle = 121.53, collision = h0038B0
x = -41.88513, y = 54.47012, z = 887.6296, angle = 88.62095, collision = h0038B0
x = -43.31321, y = 54.41914, z = 887.5426, angle = 42.71162, collision = h0038B0
x = -43.77752, y = 54.45708, z = 886.4819, angle = -39.47941, collision = h0038B0
x = -42.77979, y = 54.6286, z = 885.4899, angle = -86.46245, collision = h0038B0
x = -41.35907, y = 54.69243, z = 885.3644, angle = -92.58298, collision = h0038B0
x = -40.09449, y = 54.65589, z = 885.4362, angle = -108.542, collision = h0038B0
x = -38.7325, y = 54.49043, z = 885.8299, angle = -45.2186, collision = h0038B0
x = -37.99124, y = 54.98528, z = 884.7957, angle = 26.41389, collision = h0038B0
x = -38.54852, y = 55.6482, z = 883.4852, angle = 71.19653, collision = h0038B0
x = -39.70184, y = 55.58006, z = 883.6223, angle = 148.2704, collision = h0038B0
x = -42.38132, y = 55.20594, z = 884.3549, angle = 32.67367, collision = h0038B0
x = -43.19087, y = 55.80602, z = 883.1752, angle = 52.83445, collision = h0038B0
x = -44.25962, y = 56.28391, z = 882.2356, angle = 13.33663, collision = h0038B0
x = -44.37367, y = 56.52082, z = 880.8575, angle = -36.96643, collision = h0038B0
x = -43.46412, y = 56.49221, z = 879.7631, angle = -78.67244, collision = h0038B0
x = -42.24775, y = 56.49214, z = 879.6292, angle = -144.5878, collision = h0038B0
x = -41.40058, y = 56.49213, z = 880.6495, angle = -146.5943, collision = h0038B0
x = -40.82825, y = 56.49899, z = 881.5154, angle = -120.1578, collision = h0038B0
x = -41.59789, y = 56.5117, z = 882.2904, angle = 21.50297, collision = h0038B0
x = -40.50697, y = 56.49211, z = 879.576, angle = -19.02302, collision = h0038B0
x = -41.38624, y = 56.49212, z = 878.9282, angle = 4.355898, collision = h0038B0
x = -39.89088, y = 56.49211, z = 880.5281, angle = -106.5518, collision = h0038B0
x = -38.84879, y = 56.49209, z = 880.5095, angle = -88.32487, collision = h0038B0
x = -37.83889, y = 56.49208, z = 880.4782, angle = -86.63083, collision = h0038B0
x = -36.82113, y = 56.52236, z = 880.4197, angle = -79.80605, collision = h0038B0
x = -35.85546, y = 56.59867, z = 879.8326, angle = 50.87733, collision = h0038B0
x = -41.31467, y = 56.49213, z = 877.9063, angle = 22.48857, collision = h0016B0
x = -41.79509, y = 56.46529, z = 876.6492, angle = 33.30665, collision = h0016B0
x = -42.51504, y = 56.46555, z = 875.8948, angle = 79.64938, collision = h0016B0
x = -42.0186, y = 56.46604, z = 874.7206, angle = -33.67408, collision = h0016B0
x = -41.07463, y = 56.49773, z = 874.3644, angle = -127.4576, collision = h0016B0
x = -40.25689, y = 57.04697, z = 874.8704, angle = -91.77207, collision = h0016B0
x = -39.12798, y = 57.8055, z = 874.7819, angle = -52.25779, collision = h0016B0
x = -38.33643, y = 58.33753, z = 874.2961, angle = -95.02997, collision = h0016B0
x = -37.41514, y = 58.9565, z = 874.3992, angle = -112.1353, collision = h0016B0
x = -36.52539, y = 59.55445, z = 874.746, angle = -79.64761, collision = h0016B0
x = -35.73508, y = 60.08559, z = 874.7025, angle = -101.7827, collision = h0016B0
x = -34.48476, y = 60.25578, z = 874.8563, angle = -87.91032, collision = h0016B0
x = -34.72265, y = 60.25563, z = 875.9057, angle = 144.3955, collision = h0016B0
x = -35.39363, y = 60.5018, z = 877.1473, angle = 109.0262, collision = h0016B0
x = -36.35953, y = 61.11988, z = 877.2665, angle = 52.11076, collision = h0016B0
x = -37.17976, y = 61.64587, z = 876.7083, angle = 77.46591, collision = h0016B0
x = -38.09879, y = 62.23294, z = 876.4797, angle = 74.03594, collision = h0016B0
x = -38.98695, y = 62.80132, z = 876.4462, angle = 98.48035, collision = h0016B0
x = -39.92962, y = 63.41615, z = 876.5756, angle = 97.47795, collision = h0016B0
x = -41.09904, y = 63.45583, z = 876.6501, angle = 69.4027, collision = h0016B0
x = -41.46738, y = 63.4557, z = 875.5681, angle = -27.76777, collision = h0016B0
x = -41.09193, y = 63.4557, z = 874.6107, angle = -4.5484, collision = h0016B0
x = -41.00486, y = 63.64488, z = 873.6084, angle = 4.727434, collision = h0016B0
x = -41.09473, y = 64.28529, z = 872.6165, angle = 9.338713, collision = h0016B0
x = -41.2397, y = 64.89474, z = 871.6725, angle = 10.41665, collision = h0016B0
x = -41.41473, y = 65.50101, z = 870.7335, angle = -5.41134, collision = h0016B0
x = -41.39371, y = 66.11188, z = 869.7872, angle = -11.01057, collision = h0016B0
x = -41.21106, y = 66.65566, z = 868.8496, angle = -10.16215, collision = h0016B0
x = -40.99756, y = 66.65376, z = 867.7463, angle = -8.091589, collision = h0016B0
x = -39.76488, y = 66.65295, z = 868.2042, angle = -105.6762, collision = h0016B0
x = -38.75743, y = 66.65294, z = 868.6143, angle = -124.1619, collision = h0016B0
x = -38.2515, y = 66.65295, z = 869.4942, angle = 173.3125, collision = h0016B0
x = -38.44785, y = 66.65298, z = 870.6162, angle = -156.1276, collision = h0016B0
x = -37.98457, y = 66.65299, z = 871.936, angle = -111.9757, collision = h0016B0
x = -36.9577, y = 66.65299, z = 872.4402, angle = -32.14038, collision = h0016B0
x = -36.08619, y = 66.65296, z = 871.2292, angle = -5.857434, collision = h0016B0
x = -36.26969, y = 66.65297, z = 870.0096, angle = 54.92725, collision = h0016B0
x = -37.0859, y = 66.65296, z = 869.3303, angle = 61.55632, collision = h0016B0
x = -37.84604, y = 66.65295, z = 868.0394, angle = -50.00911, collision = h0016B0
x = -36.67152, y = 66.65297, z = 867.7516, angle = -81.1889, collision = h0016B0
x = -35.85973, y = 66.65298, z = 872.8503, angle = 175.5179, collision = h0017B0
x = -35.92179, y = 66.67265, z = 874.2, angle = 119.9233, collision = h0017B0
x = -36.60439, y = 66.67309, z = 874.9828, angle = 124.5585, collision = h0017B0
x = -37.40718, y = 66.67271, z = 875.9289, angle = -160.3693, collision = h0017B0
x = -37.14123, y = 66.67258, z = 876.9075, angle = 172.334, collision = h0017B0
x = -36.04332, y = 66.67334, z = 876.8634, angle = -75.49681, collision = h0017B0
x = -34.98, y = 66.6944, z = 876.8066, angle = -174.2174, collision = h0017B0
x = -34.97863, y = 66.67368, z = 878.2393, angle = 113.8336, collision = h0017B0
x = -35.97294, y = 66.67278, z = 878.8807, angle = 63.40406, collision = h0017B0
x = -36.9306, y = 66.67248, z = 877.9212, angle = 85.52426, collision = h0017B0
x = -38.35963, y = 66.6725, z = 877.8179, angle = 85.1721, collision = h0017B0
x = -39.78263, y = 66.67249, z = 877.6644, angle = 57.01916, collision = h0017B0
x = -41.01516, y = 66.6725, z = 876.9095, angle = 70.78885, collision = h0017B0
x = -42.34153, y = 66.6725, z = 876.7935, angle = 113.0016, collision = h0017B0
x = -43.5244, y = 66.67251, z = 877.1869, angle = 49.84582, collision = h0017B0
x = -44.31053, y = 66.67251, z = 876.5648, angle = -47.17297, collision = h0017B0
x = -43.32222, y = 66.78524, z = 875.8843, angle = -54.95557, collision = h0015B0
