x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 210.3584, y = -331.5852, z = 6.699054, angle = -175.4297, collision = h1300B1
x = 210.4951, y = -332.1974, z = 8.076832, angle = -156.4695, collision = h1300B1
x = 210.7564, y = -332.7234, z = 9.381611, angle = 122.845, collision = h1300B1
x = 210.003, y = -333.2901, z = 9.9186, angle = 89.05982, collision = h1300B1
x = 208.6009, y = -333.8933, z = 9.98668, angle = 107.1645, collision = h1300B1
x = 207.3602, y = -334.0262, z = 10.56793, angle = 126.1191, collision = h1300B1
x = 206.2226, y = -334.0262, z = 11.39276, angle = 124.9433, collision = h1300B1
x = 205.0945, y = -334.0262, z = 12.24259, angle = 139.9702, collision = h1300B1
x = 204.3781, y = -334.0262, z = 13.07958, angle = 159.6093, collision = h1300B1
x = 203.7249, y = -334.0262, z = 14.07514, angle = -112.5363, collision = h1300B1
x = 204.7868, y = -334.0262, z = 14.91395, angle = -88.8157, collision = h1300B1
x = 206.1316, y = -334.0262, z = 14.70295, angle = -35.70844, collision = h1300B1
x = 207.0412, y = -334.0262, z = 13.63909, angle = -44.31619, collision = h1300B1
x = 208.0522, y = -334.0262, z = 12.67283, angle = -121.2014, collision = h1300B1
x = 209.22, y = -334.0262, z = 13.37402, angle = -113.8555, collision = h1300B1
x = 210.3186, y = -334.0262, z = 13.4108, angle = -38.72831, collision = h1300B1
x = 211.2341, y = -334.0262, z = 12.34045, angle = -50.01252, collision = h1300B1
x = 212.5088, y = -334.0262, z = 11.21295, angle = -41.51645, collision = h1300B1
x = 213.338, y = -334.0262, z = 10.32848, angle = -62.39901, collision = h1300B1
x = 214.4975, y = -334.0262, z = 9.710661, angle = -48.10348, collision = h1300B1
x = 215.4723, y = -334.0262, z = 8.939232, angle = 0.0117206, collision = h1300B1
x = 215.468, y = -334.0262, z = 7.878032, angle = 17.26157, collision = h1300B1
x = 215.1373, y = -334.0262, z = 6.683151, angle = -35.62011, collision = h1300B1
x = 215.8228, y = -334.0262, z = 5.664629, angle = -42.64149, collision = h1300B1
x = 216.7477, y = -334.0262, z = 4.660479, angle = -47.65435, collision = h1300B1
x = 217.6678, y = -334.0262, z = 3.905697, angle = -41.49188, collision = h1300B1
x = 218.6193, y = -334.0262, z = 2.94849, angle = -32.29971, collision = h1300B1
x = 219.3082, y = -334.0262, z = 1.960147, angle = -29.80406, collision = h1300B1
x = 219.912, y = -334.0262, z = 0.7721127, angle = -14.21003, collision = h1300B1
x = 220.254, y = -334.0262, z = -0.3943824, angle = -40.91514, collision = h1300B1
x = 220.9542, y = -334.0262, z = -1.226156, angle = -11.55577, collision = h1300B1
x = 221.131, y = -334.0262, z = -2.556509, angle = 54.87277, collision = h1300B1
x = 220.0242, y = -334.0262, z = -3.371664, angle = 25.43702, collision = h1300B1
x = 219.5812, y = -334.0262, z = -4.610308, angle = -49.25024, collision = h1300B1
x = 220.6342, y = -334.0262, z = -5.504134, angle = -67.94832, collision = h1300B1
x = 221.9137, y = -334.0526, z = -6.084695, angle = -59.92309, collision = h1300B1
x = 222.7023, y = -334.0563, z = -5.234419, angle = 94.21682, collision = h1300B1
x = 218.3653, y = -334.0262, z = -3.546646, angle = 133.3108, collision = h1300B1
x = 217.4311, y = -334.0262, z = -2.662931, angle = 129.9069, collision = h1300B1
x = 216.2748, y = -333.6879, z = -1.643259, angle = 145.977, collision = h1300B1
x = 215.494, y = -332.9301, z = -0.3107649, angle = -99.96296, collision = h1300B1
x = 216.3117, y = -332.8973, z = 0.438554, angle = 5.444631, collision = h1300B1
x = 216.7203, y = -333.1365, z = -0.6596393, angle = 95.58096, collision = h1300B1
x = 214.3633, y = -332.9739, z = 0.06649528, angle = 143.8815, collision = h1300B1
x = 213.5457, y = -333.0815, z = 0.6663004, angle = 135.005, collision = h1300B1
x = 212.7329, y = -332.8354, z = 1.444861, angle = 133.7567, collision = h1300B1
x = 211.9237, y = -333.2648, z = 2.29553, angle = 134.8603, collision = h1300B1
x = 211.1117, y = -333.8544, z = 3.075393, angle = 132.598, collision = h1300B1
x = 210.3957, y = -333.8763, z = 3.849503, angle = 150.2955, collision = h1300B1
x = 217.5764, y = -332.6732, z = 0.8259125, angle = -53.92246, collision = h1300B1
x = 218.4798, y = -333.0243, z = 0.2427072, angle = -86.24543, collision = h1300B1
x = 221.6053, y = -334.0262, z = -0.2366636, angle = -53.06765, collision = h1300B1
x = 222.4579, y = -334.0262, z = -0.764241, angle = -52.65871, collision = h1300B1
x = 223.5135, y = -334.0262, z = -1.582347, angle = -93.18668, collision = h1300B1
x = 224.7115, y = -334.0262, z = -1.646616, angle = -108.2593, collision = h1300B1
x = 226.0179, y = -333.6566, z = -1.237478, angle = -144.06, collision = h1300B1
x = 226.8635, y = -333.3544, z = -0.4238019, angle = -158.1185, collision = h1300B1
x = 227.3236, y = -332.9359, z = 0.8391197, angle = 123.3026, collision = h1300B1
x = 226.5278, y = -333.1801, z = 1.649563, angle = 93.50287, collision = h1300B1
x = 225.4897, y = -333.6608, z = 1.797203, angle = 12.92119, collision = h1300B1
x = 224.9423, y = -333.6569, z = 0.5915387, angle = -33.34961, collision = h1300B1
x = 226.4814, y = -333.6906, z = 2.457951, angle = 132.3151, collision = h1300B1
x = 225.8659, y = -333.8314, z = 3.261053, angle = 144.0699, collision = h1300B1
x = 224.8563, y = -334.0262, z = 4.220795, angle = 146.0448, collision = h1300B1
x = 224.1426, y = -334.0262, z = 5.25254, angle = 145.6537, collision = h1300B1
x = 223.4097, y = -334.0262, z = 6.335968, angle = 145.0624, collision = h1300B1
x = 222.7069, y = -334.0262, z = 7.357703, angle = 142.1108, collision = h1300B1
x = 221.9341, y = -334.0262, z = 8.414224, angle = 140.6332, collision = h1300B1
x = 221.1344, y = -334.0262, z = 9.425874, angle = 131.1154, collision = h1300B1
x = 220.3412, y = -334.0262, z = 10.37428, angle = 151.687, collision = h1300B1
x = 219.3151, y = -334.0262, z = 11.24932, angle = -127.8713, collision = h1300B1
x = 219.5135, y = -334.0262, z = 12.29024, angle = -104.0193, collision = h1300B1
x = 220.6574, y = -334.0262, z = 12.8916, angle = -89.14322, collision = h1300B1
x = 222.1864, y = -334.0262, z = 12.99422, angle = -75.38165, collision = h1300B1
x = 223.422, y = -334.0262, z = 12.57051, angle = -39.97711, collision = h1300B1
x = 224.1092, y = -334.0262, z = 11.61383, angle = -26.49071, collision = h1300B1
x = 223.6728, y = -334.0262, z = 10.47885, angle = 19.67779, collision = h1300B1
x = 223.1544, y = -334.0262, z = 9.364421, angle = -0.3172759, collision = h1300B1
x = 223.6666, y = -334.0262, z = 7.88663, angle = -94.68932, collision = h1300B1
x = 225.0081, y = -334.0262, z = 7.917468, angle = -106.4832, collision = h1300B1
x = 226.1872, y = -334.0262, z = 8.222738, angle = -87.02519, collision = h1300B1
x = 227.4872, y = -334.0262, z = 8.130227, angle = -47.97011, collision = h1300B1
x = 228.4848, y = -334.0262, z = 7.384541, angle = -49.083, collision = h1300B1
x = 229.4484, y = -334.0262, z = 6.580545, angle = -61.51326, collision = h1300B1
x = 230.6039, y = -334.0253, z = 5.961091, angle = -57.42542, collision = h1300B1
x = 231.6555, y = -333.9697, z = 5.315863, angle = -59.38292, collision = h1300B1
x = 232.8425, y = -333.9093, z = 4.653018, angle = -133.8588, collision = h0013B1
x = 233.7522, y = -333.9127, z = 5.33964, angle = 152.9986, collision = h0013B1
x = 233.3517, y = -333.9661, z = 6.549959, angle = 143.3249, collision = h0013B1
x = 232.6819, y = -334.026, z = 7.72293, angle = -98.88435, collision = h0013B1
x = 234.0448, y = -334.0011, z = 8.143318, angle = -74.06853, collision = h0013B1
x = 235.2308, y = -333.99, z = 7.851619, angle = -61.64529, collision = h0013B1
x = 236.4564, y = -333.9743, z = 7.250533, angle = -93.7651, collision = h0013B1
x = 237.5435, y = -333.9793, z = 7.281531, angle = -168.7106, collision = h0013B1
x = 237.8862, y = -334.0237, z = 8.561655, angle = 163.5522, collision = h0013B1
x = 237.608, y = -334.0262, z = 9.747925, angle = 179.131, collision = h0013B1
x = 237.461, y = -334.0262, z = 10.78274, angle = -167.4284, collision = h0013B1
x = 238.6011, y = -334.0262, z = 12.21448, angle = -68.4936, collision = h0013B1
x = 239.8875, y = -334.0262, z = 11.79418, angle = -61.74324, collision = h0013B1
x = 240.9727, y = -333.5193, z = 11.24221, angle = -100.5754, collision = h0013B1
x = 242.1354, y = -333.5922, z = 11.48608, angle = -168.2739, collision = h0013B1
x = 242.4982, y = -333.8155, z = 12.67217, angle = 178.3239, collision = h0013B1
x = 242.4827, y = -334.0262, z = 13.93516, angle = -178.3764, collision = h0013B1
x = 242.5121, y = -334.0262, z = 15.24131, angle = -131.518, collision = h0013B1
x = 243.3322, y = -334.0262, z = 16.13327, angle = -94.96294, collision = h0013B1
x = 244.6299, y = -334.0262, z = 16.39249, angle = -68.59296, collision = h0013B1
x = 245.7751, y = -334.0261, z = 15.99169, angle = -77.00228, collision = h0013B1
x = 247.0916, y = -334.0261, z = 15.68508, angle = -125.7456, collision = h0013B1
x = 248.121, y = -334.0261, z = 16.26062, angle = -144.6441, collision = h0013B1
x = 248.8893, y = -334.0261, z = 17.34037, angle = 176.9513, collision = h0013B1
x = 248.9069, y = -334.0261, z = 18.56433, angle = 161.3992, collision = h0013B1
x = 248.5179, y = -334.0261, z = 19.79027, angle = 143.3954, collision = h0013B1
x = 247.9365, y = -334.0261, z = 20.69467, angle = 153.064, collision = h0013B1
x = 246.9981, y = -334.0261, z = 22.28713, angle = 132.4707, collision = h0013B1
x = 246.1155, y = -334.0261, z = 23.14796, angle = 148.5024, collision = h0013B1
x = 245.2855, y = -334.0261, z = 24.07, angle = 136.5799, collision = h0013B1
x = 244.5806, y = -334.0262, z = 25.09615, angle = 172.3653, collision = h0013B1
x = 243.9826, y = -334.0262, z = 26.45596, angle = -60.55382, collision = h0013B1
x = 245.0336, y = -334.0262, z = 26.30574, angle = 49.3186, collision = h0013B1
x = 243.3667, y = -334.0261, z = 24.63153, angle = 33.66387, collision = h0013B1
x = 243.0106, y = -333.8762, z = 23.48354, angle = -53.62395, collision = h0013B1
x = 244.2259, y = -334.0261, z = 22.90721, angle = -112.1129, collision = h0013B1
x = 246.1453, y = -334.0262, z = 24.7478, angle = 172.1, collision = h0013B1
x = 246.1176, y = -334.0262, z = 26.13775, angle = -153.6125, collision = h0013B1
x = 246.8124, y = -334.1459, z = 27.36429, angle = -121.3512, collision = h0013B1
x = 247.9773, y = -334.0769, z = 28.13898, angle = -136.2463, collision = h0013B1
x = 248.9783, y = -334.0261, z = 29.12141, angle = -126.0589, collision = h0013B1
x = 250.1408, y = -334.1486, z = 29.90075, angle = -94.13499, collision = h0013B1
x = 251.4951, y = -334.0261, z = 29.88977, angle = -43.30759, collision = h0013B1
x = 252.262, y = -334.0261, z = 28.81236, angle = 17.2705, collision = h0013B1
x = 251.8618, y = -334.0261, z = 27.45997, angle = 19.44298, collision = h0013B1
x = 251.4807, y = -334.0261, z = 26.11492, angle = -25.96715, collision = h0013B1
x = 252.1526, y = -334.0261, z = 24.92728, angle = -44.82861, collision = h0013B1
x = 253.2329, y = -334.0261, z = 24.02802, angle = -85.65054, collision = h0013B1
x = 254.6261, y = -334.0261, z = 23.98944, angle = -100.8931, collision = h0013B1
x = 256.0029, y = -334.0261, z = 24.03242, angle = -62.57827, collision = h0013B1
x = 257.2842, y = -334.0261, z = 23.6333, angle = -161.9032, collision = h0013B1
x = 257.5519, y = -334.0261, z = 24.91404, angle = 162.181, collision = h0013B1
x = 257.1797, y = -334.0261, z = 26.26482, angle = 177.5412, collision = h0013B1
x = 257.0833, y = -334.0261, z = 27.62635, angle = 148.2979, collision = h0013B1
x = 255.8359, y = -334.0262, z = 28.13927, angle = 18.07047, collision = h0013B1
x = 256.4238, y = -334.0261, z = 25.09522, angle = 33.39346, collision = h0013B1
x = 255.1599, y = -334.0261, z = 23.12707, angle = 33.42096, collision = h0013B1
x = 254.3799, y = -334.0261, z = 21.95802, angle = 39.57045, collision = h0013B1
x = 253.7475, y = -334.0261, z = 21.14511, angle = 40.2561, collision = h0013B1
x = 253.2819, y = -334.0261, z = 20.25795, angle = 45.95066, collision = h0013B1
x = 255.467, y = -334.0261, z = 21.90477, angle = -114.1454, collision = h0013B1
x = 256.3869, y = -334.0261, z = 22.89877, angle = 157.6027, collision = h0013B1
x = 255.2861, y = -334.0261, z = 25.34958, angle = 130.5641, collision = h0013B1
x = 253.0507, y = -334.0261, z = 22.70787, angle = 42.44834, collision = h0013B1
x = 252.2497, y = -334.0261, z = 19.36376, angle = 98.94841, collision = h0013B1
x = 250.974, y = -334.0261, z = 19.71026, angle = 143.8726, collision = h0013B1
x = 250.0962, y = -334.0261, z = 20.80449, angle = 76.75597, collision = h0013B1
x = 247.5743, y = -334.0261, z = 17.28122, angle = 78.57379, collision = h0013B1
x = 245.2785, y = -334.0262, z = 14.97905, angle = 20.86396, collision = h0013B1
x = 244.7866, y = -334.0262, z = 13.72864, angle = 36.78702, collision = h0013B1
x = 244.0665, y = -334.0051, z = 12.74445, angle = 56.91728, collision = h0013B1
x = 240.0106, y = -333.8092, z = 10.66543, angle = 70.72244, collision = h0013B1
x = 238.8493, y = -334.0262, z = 10.25504, angle = 71.78704, collision = h0013B1
x = 236.5498, y = -334.0262, z = 9.189556, angle = 38.43755, collision = h0013B1
x = 234.4426, y = -333.9514, z = 6.792772, angle = 56.85329, collision = h0013B1
x = 232.7838, y = -333.9539, z = 5.718717, angle = 62.13528, collision = h1300B1
x = 230.48, y = -334.0091, z = 4.524782, angle = 67.08511, collision = h1300B1
x = 229.3486, y = -334.0262, z = 4.038114, angle = 72.01819, collision = h1300B1
x = 228.2457, y = -333.9709, z = 3.670243, angle = 81.73662, collision = h1300B1
x = 226.99, y = -333.9012, z = 3.54848, angle = 116.2315, collision = h1300B1
x = 221.3325, y = -334.0262, z = 10.76492, angle = 149.5469, collision = h1300B1
x = 218.9297, y = -334.0262, z = 13.74704, angle = 122.2771, collision = h1300B1
x = 217.8539, y = -334.0262, z = 14.39798, angle = 123.2737, collision = h1300B1
x = 216.7486, y = -334.0262, z = 15.10863, angle = 124.9606, collision = h1300B1
x = 215.7399, y = -334.0262, z = 15.77844, angle = 124.8728, collision = h1300B1
x = 214.3921, y = -334.0262, z = 16.71951, angle = 152.3455, collision = h1300B1
x = 213.653, y = -334.0262, z = 17.51669, angle = 167.2205, collision = h1300B1
x = 213.2367, y = -334.0262, z = 18.86992, angle = -173.2897, collision = h1300B1
x = 213.3754, y = -334.0262, z = 20.29567, angle = -175.0072, collision = h1300B1
x = 213.4957, y = -334.0262, z = 21.44671, angle = 176.965, collision = h1300B1
x = 213.3773, y = -334.0261, z = 23.10093, angle = 143.7787, collision = h1300B1
x = 212.4594, y = -334.0484, z = 24.18746, angle = 97.50942, collision = h0014B1
x = 211.2231, y = -334.3638, z = 23.99461, angle = 27.2528, collision = h0014B1
x = 210.4928, y = -334.2187, z = 22.9827, angle = 109.8591, collision = h0014B1
x = 209.0968, y = -334.7755, z = 23.34311, angle = 124.5712, collision = h0014B1
x = 208.6687, y = -335.2749, z = 24.35773, angle = -131.1795, collision = h0014B1
x = 209.5906, y = -335.3259, z = 25.27179, angle = -150.0728, collision = h0014B1
x = 209.8846, y = -335.6922, z = 26.52618, angle = 102.8855, collision = h0014B1
x = 208.5612, y = -336.1461, z = 26.67622, angle = 56.49256, collision = h0014B1
x = 207.4585, y = -336.2273, z = 25.96258, angle = 54.74369, collision = h0014B1
x = 206.197, y = -336.3508, z = 25.24366, angle = 136.4332, collision = h0014B1
x = 205.4298, y = -336.8844, z = 26.06794, angle = -159.328, collision = h0014B1
x = 205.7612, y = -337.1509, z = 27.08766, angle = -158.606, collision = h0014B1
x = 206.14, y = -337.4077, z = 28.07369, angle = -154.3822, collision = h0014B1
x = 206.5575, y = -337.6448, z = 29.04371, angle = -157.1799, collision = h0014B1
x = 206.4347, y = -339.2022, z = 31.59832, angle = 105.0911, collision = h0014B1
x = 205.0871, y = -339.6526, z = 31.85265, angle = 56.65336, collision = h0014B1
x = 204.1561, y = -339.4739, z = 31.13477, angle = 29.50862, collision = h0014B1
x = 203.413, y = -339.0218, z = 30.06425, angle = 103.7208, collision = h0014B1
x = 202.1455, y = -339.6079, z = 30.66151, angle = -179.2031, collision = h0014B1
x = 202.0751, y = -340.1273, z = 32.05697, angle = -160.8938, collision = h0014B1
x = 202.5023, y = -340.4352, z = 33.32727, angle = -148.7399, collision = h0014B1
x = 202.9994, y = -340.5749, z = 34.19518, angle = 165.7797, collision = h0014B1
x = 202.6822, y = -341.0604, z = 35.25125, angle = 67.4197, collision = h0014B1
x = 201.388, y = -341.2408, z = 34.66176, angle = 49.00625, collision = h0014B1
x = 200.3437, y = -341.2537, z = 33.8208, angle = 105.07, collision = h0014B1
x = 199.1967, y = -341.6805, z = 34.0327, angle = -173.8717, collision = h0014B1
x = 199.0195, y = -342.0984, z = 35.03376, angle = -157.4128, collision = h0014B1
x = 199.5372, y = -342.3974, z = 36.29068, angle = -155.3356, collision = h0014B1
x = 199.9557, y = -342.6113, z = 37.23039, angle = -161.5626, collision = h0014B1
x = 199.9291, y = -343.0447, z = 38.40023, angle = 80.00314, collision = h0014B1
x = 198.576, y = -343.3414, z = 38.08126, angle = 42.48042, collision = h0014B1
x = 197.6768, y = -343.3039, z = 37.15766, angle = 68.06842, collision = h0014B1
x = 196.3578, y = -343.7693, z = 36.89812, angle = 169.1811, collision = h0014B1
x = 196.2348, y = -344.1503, z = 38.12633, angle = -148.5701, collision = h0014B1
x = 196.756, y = -344.2754, z = 38.98115, angle = -149.0919, collision = h0014B1
x = 197.4455, y = -344.4313, z = 40.13117, angle = -148.0901, collision = h0014B1
x = 197.7676, y = -344.7895, z = 41.38684, angle = 110.6885, collision = h0014B1
x = 196.6187, y = -345.3177, z = 41.8759, angle = 94.47301, collision = h0014B1
x = 195.5271, y = -345.715, z = 42.00235, angle = 59.84439, collision = h0014B1
x = 194.2537, y = -345.9043, z = 41.41173, angle = 90.03629, collision = h0014B1
x = 193.1441, y = -346.2529, z = 41.40622, angle = 150.149, collision = h0014B1
x = 193.0615, y = -346.9855, z = 43.24165, angle = -160.114, collision = h0014B1
x = 193.4016, y = -347.2765, z = 44.56511, angle = 172.7192, collision = h0014B1
x = 193.3935, y = -347.7869, z = 45.96264, angle = -137.3933, collision = h0014B1
