# Shanty
x = -217.4494, y = -95.5304, z = -26.17444, angle = 66.58151, collision = h0000B0
x = -196.7085, y = -209.3632, z = 65.31312, angle = 98.2373, collision = h0029B0
x = -197.9261, y = -209.3632, z = 65.5109, angle = 109.0039, collision = h0029B0
x = -199.228, y = -209.2832, z = 65.91611, angle = 119.6171, collision = h0029B0
x = -200.2814, y = -209.5988, z = 66.51109, angle = 110.8679, collision = h0029B0
x = -203.0178, y = -209.2873, z = 67.52247, angle = 18.63258, collision = h0029B0
x = -202.9426, y = -209.2114, z = 65.51464, angle = -100.9366, collision = h0029B0
x = -201.427, y = -209.6543, z = 65.72428, angle = -125.9328, collision = h0029B0
x = -199.5563, y = -209.8687, z = 65.06849, angle = 0.8079294, collision = h0029B0
x = -199.632, y = -212.3634, z = 63.24265, angle = 0.8079294, collision = h0029B0
x = -198.6504, y = -212.3634, z = 62.73966, angle = -64.90617, collision = h0029B0
x = -197.3553, y = -212.3634, z = 62.13554, angle = -58.44934, collision = h0029B0
x = -196.3616, y = -212.3634, z = 61.53215, angle = -23.84911, collision = h0029B0
x = -195.7237, y = -212.3634, z = 60.43691, angle = -5.578653, collision = h0029B0
x = -195.6034, y = -212.3634, z = 59.20582, angle = -3.892033, collision = h0029B0
x = -195.5416, y = -212.3634, z = 57.8459, angle = 9.141402, collision = h0029B0
x = -195.7634, y = -212.3634, z = 56.6562, angle = 49.11711, collision = h0029B0
x = -196.7042, y = -212.3634, z = 55.69043, angle = 67.53406, collision = h0029B0
x = -197.8052, y = -212.3634, z = 55.21091, angle = 93.24339, collision = h0029B0
x = -199.1418, y = -212.3634, z = 55.22779, angle = 95.07322, collision = h0029B0
x = -200.3707, y = -212.3634, z = 55.33283, angle = 104.115, collision = h0029B0
x = -201.6292, y = -212.3634, z = 55.60497, angle = 105.672, collision = h0029B0
x = -202.8622, y = -212.3634, z = 55.95673, angle = 100.0666, collision = h0029B0
x = -204.0906, y = -212.3634, z = 56.18434, angle = 112.0711, collision = h0029B0
x = -205.3371, y = -212.3634, z = 56.58689, angle = 175.5928, collision = h0029B0
x = -205.6445, y = -212.3634, z = 57.74288, angle = -178.8768, collision = h0029B0
x = -205.6563, y = -212.3634, z = 59.11113, angle = -170.7773, collision = h0029B0
x = -205.4577, y = -212.3634, z = 60.29755, angle = -157.4007, collision = h0029B0
x = -204.9311, y = -212.3634, z = 61.54848, angle = -127.0983, collision = h0029B0
x = -204.0738, y = -212.3634, z = 62.3453, angle = -95.62944, collision = h0029B0
x = -202.7706, y = -212.3634, z = 62.51191, angle = -71.70033, collision = h0029B0
x = -201.592, y = -212.3634, z = 62.15497, angle = -17.23351, collision = h0029B0
x = -201.0979, y = -212.3634, z = 61.02517, angle = -0.7308986, collision = h0029B0
x = -201.0712, y = -212.3634, z = 59.71638, angle = 8.016402, collision = h0029B0
x = -201.2054, y = -212.3634, z = 58.49373, angle = 39.88783, collision = h0029B0
x = -201.9858, y = -212.3634, z = 57.4112, angle = 107.5367, collision = h0029B0
x = -203.0862, y = -212.3634, z = 57.61802, angle = -157.2328, collision = h0029B0
x = -202.8925, y = -212.3634, z = 58.88242, angle = -139.5865, collision = h0029B0
x = -202.1642, y = -212.3634, z = 59.82956, angle = -117.2693, collision = h0029B0
x = -200.0425, y = -212.3634, z = 59.59495, angle = -36.0411, collision = h0029B0
x = -199.2872, y = -212.3634, z = 58.54493, angle = -24.16207, collision = h0029B0
x = -198.8018, y = -212.3634, z = 57.37579, angle = 8.572133, collision = h0029B0

# Swamp
x = -200.5762, y = -215.6428, z = 112.1021, angle = 179.8524, collision = h3001B0
x = -199.6297, y = -215.6428, z = 111.5501, angle = -104.4999, collision = h3001B0
x = -201.1609, y = -215.6428, z = 112.9738, angle = -162.4223, collision = h3001B0
x = -200.8304, y = -215.6428, z = 113.9572, angle = 178.063, collision = h3001B0
x = -201.1762, y = -215.6428, z = 115.2084, angle = 131.6166, collision = h3001B0
x = -202.1039, y = -215.6428, z = 116.1114, angle = 132.4851, collision = h3001B0
x = -203.0177, y = -215.6428, z = 116.9525, angle = 134.4739, collision = h3001B0
x = -203.9629, y = -215.6428, z = 117.8769, angle = 109.236, collision = h3001B0
x = -204.968, y = -215.6428, z = 118.1336, angle = 34.22246, collision = h3001B0
x = -205.773, y = -215.6428, z = 117.0257, angle = 5.306839, collision = h3001B0
x = -206.0197, y = -215.6368, z = 115.732, angle = 33.64305, collision = h3001B0
x = -206.7223, y = -215.3834, z = 114.6937, angle = 55.97925, collision = h3001B0
x = -207.7725, y = -215.2342, z = 114.0208, angle = 120.1216, collision = h3001B0
x = -208.8621, y = -215.2523, z = 114.4534, angle = 131.1158, collision = h3001B0
x = -209.6896, y = -215.414, z = 115.1694, angle = 116.6203, collision = h3001B0
x = -210.9039, y = -215.6428, z = 115.8475, angle = 105.2189, collision = h3001B0
x = -212.0749, y = -215.6428, z = 116.2526, angle = 96.92962, collision = h3001B0
x = -213.3536, y = -215.6428, z = 116.3609, angle = 43.72798, collision = h3001B0
x = -214.3873, y = -215.6428, z = 115.4425, angle = 3.098898, collision = h3001B0
x = -214.5131, y = -215.6428, z = 114.3872, angle = 1.380108, collision = h3001B0
x = -214.5495, y = -215.6428, z = 112.9564, angle = 0.01779947, collision = h3001B0
x = -214.5558, y = -215.474, z = 111.703, angle = 12.02855, collision = h3001B0
x = -214.8241, y = -215.2976, z = 110.389, angle = 54.27538, collision = h3001B0
x = -215.7512, y = -215.1841, z = 109.5601, angle = 73.19286, collision = h3001B0
x = -216.7749, y = -215.1091, z = 109.178, angle = 90.05091, collision = h3001B0
x = -218.1879, y = -215.2255, z = 109.1119, angle = 106.4514, collision = h3001B0
x = -219.4253, y = -215.4502, z = 109.4473, angle = 89.52432, collision = h3001B0
x = -220.7431, y = -215.6428, z = 109.5247, angle = 49.2947, collision = h3001B0
x = -221.5603, y = -215.6428, z = 108.8771, angle = 47.14251, collision = h3001B0
x = -222.5964, y = -215.6428, z = 107.9231, angle = 70.726, collision = h3001B0
x = -223.7324, y = -215.6428, z = 107.5203, angle = 128.4751, collision = h3001B0
x = -224.7868, y = -215.6428, z = 108.168, angle = 133.512, collision = h3001B0
x = -225.5967, y = -215.6428, z = 108.9681, angle = 100.1235, collision = h3001B0
x = -226.659, y = -215.6428, z = 109.3275, angle = 81.67538, collision = h3001B0
x = -227.8421, y = -215.6428, z = 108.948, angle = 24.38218, collision = h3001B0
x = -228.3856, y = -215.6428, z = 107.8069, angle = 22.15574, collision = h3001B0
x = -228.9611, y = -215.6428, z = 106.5523, angle = 30.07927, collision = h3001B0
x = -229.6399, y = -215.6428, z = 105.5622, angle = 57.08865, collision = h3001B0
x = -230.7294, y = -215.6428, z = 104.8299, angle = 55.27607, collision = h3001B0
x = -231.8181, y = -215.6428, z = 104.0862, angle = 75.70021, collision = h3001B0
x = -233.0999, y = -215.6428, z = 103.816, angle = 116.6589, collision = h3001B0
x = -234.2348, y = -215.6428, z = 104.4285, angle = 155.6236, collision = h3001B0
x = -234.545, y = -215.6428, z = 105.659, angle = -155.907, collision = h3001B0
x = -234.089, y = -215.6428, z = 106.7288, angle = -129.6266, collision = h3001B0
x = -233.0612, y = -215.6428, z = 107.5395, angle = -134.1934, collision = h3001B0
x = -232.0939, y = -215.6428, z = 108.47, angle = -124.5247, collision = h3001B0
x = -230.9785, y = -215.6428, z = 109.1967, angle = -125.7906, collision = h3001B0
x = -230.0686, y = -215.6428, z = 109.9019, angle = -142.4218, collision = h3001B0
x = -229.301, y = -215.6428, z = 110.9694, angle = -172.496, collision = h3001B0
x = -229.2464, y = -215.6428, z = 112.2245, angle = 149.702, collision = h3001B0
x = -229.8808, y = -215.6428, z = 113.3724, angle = 164.2118, collision = h3001B0
x = -229.8607, y = -215.6428, z = 114.528, angle = -115.8064, collision = h3001B0
x = -228.6968, y = -215.6428, z = 115.1324, angle = -118.0433, collision = h3001B0
x = -227.6916, y = -215.6428, z = 115.4185, angle = -36.5535, collision = h3001B0
x = -227.0482, y = -215.6238, z = 114.3009, angle = -48.99237, collision = h3001B0
x = -226.1171, y = -215.1986, z = 113.418, angle = -62.70778, collision = h3001B0
x = -225.7265, y = -215.1849, z = 112.4661, angle = 31.06657, collision = h3001B0
x = -225.9538, y = -215.558, z = 111.4645, angle = 37.95066, collision = h3001B0
x = -226.9333, y = -215.6428, z = 110.6049, angle = 106.435, collision = h3001B0
x = -227.9962, y = -215.6428, z = 110.9801, angle = 127.7991, collision = h3001B0
x = -229.8997, y = -215.6428, z = 115.7386, angle = -165.276, collision = h3001B0
x = -229.4146, y = -215.6428, z = 116.844, angle = -105.971, collision = h3001B0
x = -228.1774, y = -215.6428, z = 117.254, angle = -134.103, collision = h3001B0
x = -227.327, y = -215.6428, z = 118.2014, angle = -178.8988, collision = h3001B0
x = -227.284, y = -215.6428, z = 119.3697, angle = 168.9581, collision = h3001B0
x = -227.5489, y = -215.6428, z = 120.6672, angle = 162.9346, collision = h3001B0
x = -227.939, y = -215.6428, z = 121.9153, angle = 175.7861, collision = h3001B0
x = -227.8388, y = -215.6428, z = 123.1849, angle = -144.8762, collision = h3001B0
x = -227.0436, y = -215.6428, z = 124.2262, angle = -122.4217, collision = h3001B0
x = -226.0478, y = -215.6428, z = 124.8365, angle = -91.28879, collision = h3001B0
x = -224.8505, y = -215.6428, z = 124.6868, angle = -32.02039, collision = h3001B0
x = -224.1881, y = -215.6428, z = 123.6597, angle = -38.06279, collision = h3001B0
x = -223.2931, y = -215.6428, z = 122.5819, angle = -61.61079, collision = h3001B0
x = -222.2022, y = -215.6428, z = 122.124, angle = -117.6239, collision = h3001B0
x = -221.0903, y = -215.6428, z = 122.6541, angle = -129.3464, collision = h3001B0
x = -219.9256, y = -215.6428, z = 123.3547, angle = -102.6136, collision = h3001B0
x = -218.6931, y = -215.6428, z = 123.6305, angle = -102.6383, collision = h3001B0
x = -217.3576, y = -215.6428, z = 123.9298, angle = -102.5361, collision = h3001B0
x = -216.073, y = -215.6428, z = 124.193, angle = -99.09689, collision = h3001B0
x = -214.8095, y = -215.6428, z = 124.4072, angle = -95.55164, collision = h3001B0
x = -213.6532, y = -215.6428, z = 124.5014, angle = -96.79766, collision = h3001B0
x = -212.4535, y = -215.6428, z = 124.6638, angle = -130.0338, collision = h3001B0
x = -211.534, y = -215.6428, z = 125.4672, angle = -144.0072, collision = h3001B0
x = -210.909, y = -215.6428, z = 126.323, angle = -159.5105, collision = h3001B0
x = -210.4985, y = -215.6428, z = 127.5727, angle = 172.7216, collision = h3001B0
x = -210.5809, y = -215.6428, z = 128.8783, angle = -164.1194, collision = h3001B0
x = -210.2672, y = -215.6428, z = 130.1596, angle = -163.1504, collision = h3001B0
x = -209.8877, y = -215.6428, z = 131.42, angle = -162.3891, collision = h3001B0
x = -209.5148, y = -215.6428, z = 132.541, angle = -142.2061, collision = h3001B0
x = -208.6544, y = -215.6428, z = 133.5191, angle = -118.2676, collision = h3001B0
x = -207.5085, y = -215.6428, z = 134.1565, angle = -119.6641, collision = h3001B0
x = -206.386, y = -215.6428, z = 134.8551, angle = -134.8834, collision = h3001B0
x = -205.4928, y = -215.6428, z = 135.8047, angle = -157.9718, collision = h3001B0
x = -205.0289, y = -215.6428, z = 137.0307, angle = -167.929, collision = h3001B0
x = -204.7881, y = -215.6428, z = 138.1579, angle = -168.1154, collision = h3001B0
x = -204.455, y = -215.6428, z = 139.3565, angle = -152.1497, collision = h3001B0
x = -203.6756, y = -215.5883, z = 140.3396, angle = -113.1475, collision = h0030B0
x = -202.4554, y = -215.2629, z = 140.7979, angle = -91.42597, collision = h0030B0
x = -201.1441, y = -215.1974, z = 140.8416, angle = -91.39174, collision = h0030B0
x = -199.829, y = -215.1866, z = 140.8451, angle = -65.39285, collision = h0030B0
x = -198.7656, y = -215.3603, z = 140.3872, angle = -76.84363, collision = h0030B0
x = -197.155, y = -215.5833, z = 140.0004, angle = -87.96698, collision = h0030B0
x = -195.9207, y = -215.6428, z = 139.9267, angle = -96.62192, collision = h3001B0
x = -194.5964, y = -215.6428, z = 140.0968, angle = -136.9027, collision = h3001B0
x = -193.6857, y = -215.6428, z = 140.9661, angle = -145.6245, collision = h0030B0
x = -192.9477, y = -215.4806, z = 142.0479, angle = -161.4595, collision = h0030B0
x = -192.477, y = -215.2358, z = 143.269, angle = -165.2433, collision = h0030B0
x = -192.1326, y = -215.0442, z = 144.4912, angle = -119.5787, collision = h0030B0
x = -191.2859, y = -214.923, z = 145.2437, angle = -109.5039, collision = h0030B0
x = -190.1225, y = -214.9946, z = 145.6665, angle = -109.4223, collision = h0030B0
x = -188.8081, y = -215.1736, z = 146.1232, angle = -107.8444, collision = h0030B0
x = -187.6376, y = -215.3865, z = 146.508, angle = -105.486, collision = h0031B0
x = -186.3102, y = -215.2824, z = 146.8633, angle = -87.0019, collision = h0031B0
x = -185.083, y = -215.2941, z = 146.8019, angle = -38.33948, collision = h0031B0
x = -184.2209, y = -215.1337, z = 145.8291, angle = 1.923846, collision = h0031B0
x = -184.1029, y = -215.1368, z = 144.7795, angle = 20.30546, collision = h0031B0
x = -184.5982, y = -215.2906, z = 143.4266, angle = 46.46676, collision = h0031B0
x = -185.4043, y = -215.4334, z = 142.5425, angle = 45.50283, collision = h0031B0
x = -186.3012, y = -215.5541, z = 141.6, angle = 8.115932, collision = h0031B0
x = -186.5858, y = -215.5792, z = 140.3954, angle = -8.542887, collision = h0031B0
x = -186.4454, y = -215.6428, z = 139.1139, angle = -14.09102, collision = h0020B0
x = -186.1217, y = -215.6428, z = 137.681, angle = -13.05065, collision = h0020B0
x = -185.8585, y = -215.6428, z = 136.6521, angle = -43.12394, collision = h0020B0
x = -185.1358, y = -215.6428, z = 135.6929, angle = -79.00388, collision = h0020B0
x = -183.9516, y = -215.6428, z = 135.3496, angle = -96.06228, collision = h0020B0
x = -182.7538, y = -215.6428, z = 135.4672, angle = -125.097, collision = h0020B0
x = -181.5441, y = -215.6428, z = 136.0566, angle = -136.7748, collision = h0020B0
x = -180.4852, y = -215.5394, z = 137.0924, angle = -152.5168, collision = h0031B0
x = -179.8174, y = -215.3519, z = 138.1465, angle = -143.9102, collision = h0031B0
x = -179.0649, y = -214.8896, z = 139.1391, angle = -110.9783, collision = h0031B0
x = -177.824, y = -214.7192, z = 139.7005, angle = -79.18098, collision = h0031B0
x = -176.632, y = -214.818, z = 139.4875, angle = -18.73063, collision = h0031B0
x = -176.1321, y = -214.8581, z = 138.2638, angle = 27.9017, collision = h0031B0
x = -176.6181, y = -215.1176, z = 137.1328, angle = 21.30035, collision = h0031B0
x = -177.0851, y = -215.2567, z = 135.8943, angle = -4.68607, collision = h0031B0
x = -176.9856, y = -215.3038, z = 134.6243, angle = -14.89054, collision = h0031B0
x = -176.7281, y = -215.2967, z = 133.6025, angle = -37.38139, collision = h0031B0
x = -176.0102, y = -215.1797, z = 132.4657, angle = -62.60463, collision = h0031B0
x = -174.9484, y = -214.9456, z = 131.8381, angle = -89.36886, collision = h0031B0
x = -173.5659, y = -214.8192, z = 131.7746, angle = -114.2991, collision = h0031B0
x = -172.4532, y = -214.7648, z = 132.2626, angle = -136.5137, collision = h0031B0
x = -171.4857, y = -214.7031, z = 133.2611, angle = -113.5072, collision = h0031B0
x = -170.4342, y = -214.6379, z = 133.7452, angle = -60.98674, collision = h0031B0
x = -169.2231, y = -214.6578, z = 133.1222, angle = -41.67895, collision = h0031B0
x = -168.3464, y = -214.7031, z = 132.2304, angle = -38.43521, collision = h0031B0
x = -167.5165, y = -214.7445, z = 131.191, angle = -61.10592, collision = h0031B0
x = -166.6759, y = -214.7784, z = 130.5469, angle = -92.28313, collision = h0031B0
x = -165.4272, y = -214.8127, z = 130.5584, angle = -141.4631, collision = h0031B0
x = -164.5118, y = -214.8166, z = 131.5132, angle = 172.7731, collision = h0031B0
x = -164.6112, y = -214.7631, z = 132.7375, angle = 140.1862, collision = h0031B0
x = -165.4383, y = -214.6672, z = 133.8492, angle = 158.7971, collision = h0031B0
x = -165.9198, y = -214.6395, z = 134.9578, angle = -169.8882, collision = h0031B0
x = -165.7312, y = -214.8178, z = 136.3151, angle = -164.427, collision = h0031B0
x = -165.3874, y = -215.0078, z = 137.5058, angle = -154.678, collision = h0031B0
x = -164.8241, y = -215.206, z = 138.7357, angle = -149.3102, collision = h0031B0
x = -164.2876, y = -215.2578, z = 139.65, angle = -156.4991, collision = h0031B0
x = -163.843, y = -215.314, z = 140.8171, angle = 156.7242, collision = h0031B0
x = -164.3144, y = -215.2935, z = 142.0721, angle = 139.2777, collision = h0031B0
x = -165.1107, y = -215.0991, z = 143.04, angle = 128.3506, collision = h0031B0
x = -166.1225, y = -214.9765, z = 143.9628, angle = 179.2054, collision = h0031B0
x = -166.2137, y = -214.9263, z = 145.1272, angle = -170.0669, collision = h0031B0
x = -165.72, y = -214.9259, z = 146.4179, angle = -107.2601, collision = h0031B0
x = -164.3646, y = -215.1839, z = 146.7123, angle = -48.17011, collision = h0031B0
x = -163.486, y = -215.4015, z = 145.8638, angle = -10.36119, collision = h0031B0
x = -163.0828, y = -215.4387, z = 144.4938, angle = -13.11094, collision = h0031B0
x = -162.6576, y = -215.4777, z = 143.1175, angle = -58.77549, collision = h0031B0
x = -161.5159, y = -215.6283, z = 142.4644, angle = -91.18752, collision = h0031B0
x = -160.329, y = -215.6428, z = 142.5026, angle = -98.84354, collision = h0031B0
x = -159.2949, y = -215.6428, z = 142.0808, angle = -14.97772, collision = h0031B0
x = -159.0519, y = -215.6428, z = 141.0911, angle = -17.02934, collision = h0031B0
x = -158.6814, y = -215.6428, z = 140.15, angle = -26.97046, collision = h0031B0
x = -158.1871, y = -215.6428, z = 139.1694, angle = -26.0441, collision = h0031B0
x = -157.7423, y = -215.6428, z = 138.2437, angle = -24.22052, collision = h0031B0
x = -157.3607, y = -215.6428, z = 137.091, angle = 3.864261, collision = h0031B0
